PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Justin Fields,2565920,QB,CHI,@WAS,282,4,,57,,,,,,,,,16.72,1,32.98,16.26
Josh Allen,2560955,QB,BUF,JAX,359,2,1,14,1,,,,,,,,21.01,2,27.76,6.75
Desmond Ridder,2567256,QB,ATL,HOU,329,1,,10,1,,,,,,1,,13.85,3,27.66,13.81
Jared Goff,2555334,QB,DET,CAR,236,3,,,1,,,,,,,,19.17,4,27.44,8.27
Jalen Hurts,2564832,QB,PHI,@LA,303,1,1,72,1,,,,,,,,20.93,5,27.32,6.39
Brock Purdy,2568216,QB,SF,DAL,252,4,,,,,,,,,,,16.60,6,26.08,9.48
Sam Howell,2568333,QB,WAS,CHI,388,2,1,19,,,,,,,1,,16.12,7,25.42,9.3
Joe Burrow,2563722,QB,CIN,@ARI,317,3,1,7,,,,,,,,,19.52,8,23.38,3.86
Patrick Mahomes,2558125,QB,KC,@MIN,281,2,,,,,,,,,,,23.44,9,19.24,-4.2
Kirk Cousins,2532820,QB,MIN,KC,284,2,,5,,,,,,,,1,18.86,10,18.86,0.0
Bryce Young,2569606,QB,CAR,@DET,247,3,2,4,,,,,,,,,13.32,11,18.28,4.96
Tua Tagovailoa,2564499,QB,MIA,NYG,308,2,2,6,,,,,,,,,18.34,12,16.92,-1.42
Matthew Stafford,79860,QB,LA,PHI,222,2,,,,,,,,,,,19.65,13,16.88,-2.77
Russell Wilson,2532975,QB,DEN,NYJ,196,2,,49,,,,,,,,2,16.48,14,16.74,0.26
Derek Carr,2543499,QB,NO,@NE,183,2,,4,,,,,,,,,14.47,15,15.72,1.25
Trevor Lawrence,2566163,QB,JAX,@BUF,315,1,,31,,,,,,,,3,17.55,16,14.70,-2.85
C.J. Stroud,2569819,QB,HOU,@ATL,249,1,,2,,,,,,,,,17.24,17,14.16,-3.08
Kenny Pickett,2568162,QB,PIT,BAL,224,1,,-6,,,,,,,,,13.99,18,12.36,-1.63
