PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Daniel Jones,2562299,QB,NYG,@ARI,321,2,1,59,1,,,,,,,,20.31,1,32.24,11.93
Kirk Cousins,2532820,QB,MIN,@PHI,364,4,,,,,,,,,,1,18.68,2,28.56,9.88
Russell Wilson,2532975,QB,DEN,WAS,308,3,1,56,,,,,,,,1,16.15,3,25.92,9.77
Joshua Dobbs,2558167,QB,MIN,@PHI,228,1,,41,1,,,,,,1,,14.18,4,25.22,11.04
Jalen Hurts,2564832,QB,PHI,MIN,193,1,1,35,2,,,,,,,,23.73,5,25.22,1.49
Josh Allen,2560955,QB,BUF,LV,274,3,,7,,,,,,,,,23.56,6,23.66,0.1
Geno Smith,2539335,QB,SEA,@DET,328,2,,20,,,,,,,,,18.88,7,23.12,4.24
Jared Goff,2555334,QB,DET,SEA,323,3,1,,,,,,,,,,18.30,8,22.92,4.62
Lamar Jackson,2560757,QB,BAL,@CIN,237,2,,54,,,,,,,,,19.72,9,22.88,3.16
Justin Herbert,2565045,QB,LAC,@TEN,305,2,,,,,,,,,1,,19.15,10,22.20,3.05
Patrick Mahomes,2558125,QB,KC,@JAX,305,2,1,30,,,,,,,,,22.52,11,22.20,-0.32
Desmond Ridder,2567256,QB,ATL,GB,237,1,1,39,1,,,,,,,,14.35,12,21.38,7.03
Ryan Tannehill,2532956,QB,TEN,LAC,246,1,,12,1,,,,,,,,16.56,13,21.04,4.48
Jordan Love,2564007,QB,GB,@ATL,151,3,,23,,,,,,,,,14.82,14,20.34,5.52
C.J. Stroud,2569819,QB,HOU,IND,384,2,,1,,,,,,,,2,14.94,15,20.16,5.22
Dak Prescott,2555260,QB,DAL,NYJ,255,2,,14,,,,,,,,,17.56,16,19.60,2.04
