PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Ka'imi Fairbairn,2556521,K,HOU,@JAX,3,,,1,,,2,,,,6.49,1,16.00,9.51
Chris Boswell,2550545,K,PIT,TEN,1,,,1,1,2,,,,,7.23,2,15.00,7.77
Riley Patterson,2567013,K,DET,ARI,3,,,,1,2,,,,,6.18,3,14.00,7.82
Evan McPherson,2565953,K,CIN,@DEN,,,,1,,,2,,,,6.02,4,13.00,6.98
Daniel Carlson,2560993,K,LV,@CLE,1,,,1,,2,,,,,6.31,5,12.00,5.69
Mike Badgley,2560965,K,IND,NE,3,,,1,,1,,,,,6.74,6,10.00,3.26
Matt Gay,2562271,K,LA,SEA,2,,,,1,,1,,,,6.62,7,10.00,3.38
Brett Maher,2540243,K,NO,@TB,,,,,2,1,,,,,6.48,8,10.00,3.52
Matthew Wright,2562968,K,JAX,HOU,1,,,1,2,,,,,,6.05,9,10.00,3.95
Jake Elliott,2558172,K,PHI,WAS,3,,,1,1,,,,,,5.49,10,9.00,3.51
Harrison Butker,2558245,K,KC,@LAC,2,,,,2,,,,,,7.02,11,8.00,0.98
Younghoe Koo,2559205,K,ATL,@SF,1,,,1,,1,,,,,7.19,12,8.00,0.81
Tyler Bass,2563596,K,BUF,CAR,4,,,1,,,,,,,6.96,13,7.00,0.04
Randy Bullock,2533444,K,TEN,@PIT,1,,,1,1,,,,,,7.96,14,7.00,-0.96
Mason Crosby,2507232,K,GB,@BAL,4,,,1,,,,,,,7.24,15,7.00,-0.24
Graham Gano,71309,K,NYG,DAL,,,,,1,1,,,,,6.99,16,7.00,0.01
Robbie Gould,2506264,K,SF,ATL,4,,,,1,,,,,,7.84,17,7.00,-0.84
Jason Sanders,2561153,K,MIA,NYJ,4,,,1,,,,,,,7.26,18,7.00,-0.26
Brandon McManus,2541556,K,DEN,CIN,1,,,,,,1,,,,6.93,19,6.00,-0.93
Eddy Pineiro,2560842,K,NYJ,@MIA,3,,,1,,,,,,,6.40,20,6.00,-0.4
Matt Prater,2506677,K,ARI,@DET,,,,2,,,,,,,7.64,21,6.00,-1.64
Justin Tucker,2536340,K,BAL,GB,3,,,,1,,,,,,7.28,22,6.00,-1.28
Nick Folk,2507225,K,NE,@IND,2,,,1,,,,,,,6.98,23,5.00,-1.98
Brian Johnson,2566740,K,WAS,@PHI,2,,,1,,,,,,,5.65,24,5.00,-0.65
Greg Joseph,2561534,K,MIN,@CHI,2,,,,1,,,,,,7.04,25,5.00,-2.04
Dustin Hopkins,2539227,K,LAC,KC,4,,,,,,,,,,7.28,26,4.00,-3.28
Jason Myers,2553112,K,SEA,@LA,1,,,,1,,,,,,6.41,27,4.00,-2.41
Greg Zuerlein,2534797,K,DAL,@NYG,,2,,2,,1,,,,,6.96,28,4.00,-2.96
Cairo Santos,2550636,K,CHI,MIN,,,,,1,,,,,,7.48,29,3.00,-4.48
Chase McLaughlin,2563203,K,CLE,LV,2,,,,,,,,,,6.93,30,2.00,-4.93
Roberto Aguayo,2555408,K,FA,Bye,,,,,,,,,,,,31,0.00,
Matt Ammendola,2565555,K,NYJ,@MIA,,,,,,,,,,,0.00,32,0.00,0.0
Dan Bailey,2495259,K,FA,Bye,,,,,,,,,,,,33,0.00,
Rodrigo Blankenship,2564106,K,IND,NE,,,,,,,,,,,,34,0.00,
Chris Blewitt,2562800,K,CLE,LV,,,,,,,,,,,0.00,35,0.00,0.0
Chandler Catanzaro,2550325,K,FA,Bye,,,,,,,,,,,,36,0.00,
Dominik Eberle,2565360,K,CAR,@BUF,,,,,,,,,,,0.00,37,0.00,0.0
Sam Ficken,2557430,K,TEN,@PIT,,,,,,,,,,,,38,0.00,
Kai Forbath,2495150,K,FA,Bye,,,,,,,,,,,,39,0.00,
Elliott Fry,2562897,K,CIN,@DEN,,,,,,,,,,,,40,0.00,
Zane Gonzalez,2558178,K,CAR,@BUF,,,,,,,,,,,,41,0.00,
Stephen Gostkowski,2506922,K,FA,Bye,,,,,,,,,,,,42,0.00,
Lirim Hajrullahu,2563449,K,CAR,@BUF,,,,,,,,,,,0.00,43,0.00,0.0
Stephen Hauschka,2507374,K,FA,Bye,,,,,,,,,,,,44,0.00,
Alex Kessman,2566484,K,FA,Bye,,,,,,,,,,,,45,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,46,0.00,
Ty Long,2553555,K,LAC,KC,,,,,,,,,,,0.00,47,0.00,0.0
Wil Lutz,2556601,K,NO,@TB,,,,,,,,,,,,48,0.00,
Austin MacGinnis,2563452,K,FA,Bye,,,,,,,,,,,,49,0.00,
Tucker McCann,2565462,K,FA,Bye,,,,,,,,,,,,50,0.00,
JJ Molson,2565550,K,GB,@BAL,,,,,,,,,,,0.00,51,0.00,0.0
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,52,0.00,
Quinn Nordin,2565684,K,NE,@IND,,,,,,,,,,,0.00,53,0.00,0.0
Mike Nugent,2506386,K,FA,Bye,,,,,,,,,,,,54,0.00,
Cody Parkey,2550380,K,FA,Bye,,,,,,,,,,,,55,0.00,
Aldrick Rosas,2556771,K,DET,ARI,,,,,,,,,,,0.00,56,0.00,0.0
Ryan Santoso,2561269,K,LA,SEA,,,,,,,,,,,0.00,57,0.00,0.0
Austin Seibert,2562729,K,DET,ARI,,,,,,,,,,,,58,0.00,
Joey Slye,2563132,K,WAS,@PHI,,,,,,,,,,,0.00,59,0.00,0.0
Ryan Succop,89802,K,TB,NO,,,,,,,,,,,8.13,60,0.00,-8.13
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,,61,0.00,
Jake Verity,2566731,K,BAL,GB,,,,,,,,,,,,62,0.00,
Tristan Vizcaino,2562807,K,LAC,KC,,,,,,,,,,,0.00,63,0.00,0.0
Brandon Wright,2564247,K,FA,Bye,,,,,,,,,,,,64,0.00,
