PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Bryan Bresee,2570128,DL,NO,@NYG,0.06,0.11,0.08,0.06,,0.06,,,,,,,,,0.11,,,0.67,115,1,14.00,13.33
Jalen Redmond,2570792,DL,MIN,ATL,0.32,0.53,,,,,,,,,,,,,,,,0.80,109,2,14.00,13.2
Cameron Heyward,2508109,DL,PIT,CLE,1.84,1.25,0.42,0.48,,0.06,0.06,,,,,,,0.12,0.71,,,6.00,14,3,13.70,7.7
Tershawn Wharton,2564310,DL,KC,LAC,,,,,,,,,,,,,,,,,,0.00,476,4,13.00,13.0
Zach Sieler,2561129,DL,MIA,NYJ,1.95,1.83,0.3,0.49,,0.06,0.06,,,,,,,0.24,0.85,,,6.65,10,5,12.70,6.05
Josh Hines-Allen,2562619,DL,JAX,@TEN,2,1.19,0.7,0.65,,0.11,0.05,,,,,,,0.11,1.52,,,7.56,2,6,12.00,4.44
Khalen Saunders,2562723,DL,NO,@NYG,1.58,0.55,0.05,0.05,,,,,,,,,,0.05,0.11,,,3.06,60,7,11.10,8.04
Leonard Floyd,2555285,DL,SF,CHI,2.01,0.82,0.6,0.63,,0.06,0.06,,,,,,,0.06,1.25,,,6.70,8,8,11.00,4.3
Kenny Clark,2555282,DL,GB,@DET,1.47,1.35,0.32,0.41,,0.06,0.06,,,,,,,,0.82,,,4.95,28,9,10.80,5.85
A'Shawn Robinson,2555265,DL,CAR,@PHI,1.83,1.32,,0.17,,,,,,,,,,0.06,0.11,,,4.00,39,10,10.30,6.3
Leonard Williams,2552486,DL,SEA,@ARI,2.28,1.58,0.35,0.47,,0.06,,,,,,,,0.12,1.05,,,6.81,5,11,10.00,3.19
Jeffery Simmons,2562733,DL,TEN,JAX,1.96,0.95,0.39,0.51,,0.06,,,,,,,,0.11,0.79,,,5.94,15,12,9.70,3.76
Myles Garrett,2557965,DL,CLE,@PIT,1.72,0.76,0.73,0.86,,0.1,0.05,,,,,,,0.15,1.47,,,7.30,3,13,9.60,2.3
Eddie Goldman,2552489,DL,ATL,@MIN,,,,,,,,,,,,,,,,,,0.00,241,14,9.10,9.1
Carl Granderson,2562273,DL,NO,@NYG,1.91,1.2,0.38,0.55,,0.05,0.05,,,,,,,,0.76,,,5.78,17,15,9.10,3.32
Jalen Carter,2570203,DL,PHI,CAR,1.55,0.72,0.45,0.66,,0.12,0.06,,,,,,,,0.72,,,5.49,20,16,9.00,3.51
Joseph Ossai,2565956,DL,CIN,@DAL,,,,,,,,,,,,,,,,,,0.00,382,17,9.00,9.0
Adam Butler,2558924,DL,LV,@TB,2.85,1.55,0.09,0.17,,0.09,0.09,,,,,,,,,,,6.05,13,18,8.70,2.65
Isaiah McGuire,2569669,DL,CLE,@PIT,0.17,0.06,0.06,0.06,,,,,,,,,,,0.22,,,0.61,124,19,8.20,7.59
Benito Jones,2564466,DL,MIA,NYJ,0.35,0.18,,0.06,,,,,,,,,,,,,,0.72,113,20,8.10,7.38
B.J. Hill,2560740,DL,CIN,@DAL,1.66,1.49,0.31,0.23,,,0.06,,,,,,,0.23,0.8,,,5.38,23,21,7.20,1.82
Sam Okuayinonu,2568831,DL,SF,CHI,,,,,,,,,,,,,,,,,,0.00,378,22,7.00,7.0
Za'Darius Smith,2552279,DL,DET,GB,0.88,0.49,0.38,0.38,,0.05,,,,,,,,,,,,3.12,59,23,7.00,3.88
Keeanu Benton,2570260,DL,PIT,CLE,1.34,1.11,0.29,0.23,,0.12,,,,,,,,0.17,0.64,,,4.77,29,24,6.97,2.2
Maxx Crosby,2562439,DL,LV,@TB,2.52,1.89,0.74,1.09,,0.11,0.06,,,,,,,0.11,1.78,,,9.64,1,25,6.60,-3.04
Jonah Laulu,2572126,DL,LV,@TB,0.22,0.17,,,,,,,,,,,,,0.22,,,0.54,128,26,6.60,6.06
Colby Wooden,2569783,DL,GB,@DET,,,,,,,,,,,,,,,,,,0.00,488,27,6.60,6.6
Grady Jarrett,2552327,DL,ATL,@MIN,1.06,1.3,0.21,0.35,,,,,,,,,,0.24,0.89,,,4.36,35,28,6.50,2.14
DaVon Hamilton,2564190,DL,JAX,@TEN,0.98,0.86,0.12,,,,,,,,0.06,,,,,,,2.47,76,29,6.30,3.83
Maliek Collins,2555400,DL,SF,CHI,1.28,1.02,0.32,0.45,,,,,,,,,,0.06,0.83,,,4.41,34,30,6.00,1.59
Trey Hendrickson,2557943,DL,CIN,@DAL,1.49,0.69,0.74,0.74,,0.17,,,,,,,,,,,,5.83,16,31,6.00,0.17
A.J. Epenesa,2563605,DL,BUF,@LAR,0.99,0.74,0.53,0.49,0.06,0.06,0.06,,,,,,,0.37,0.62,,,5.44,21,32,5.70,0.26
Zacch Pickens,2569624,DL,CHI,@SF,0.22,0.17,0.06,0.17,,0.06,0.06,,,,,,,,0.11,,,1.13,100,33,5.70,4.57
Al-Quadin Muhammad,2558131,DL,DET,GB,,,,,,,,,,,,,,,,,,0.00,358,34,5.60,5.6
Devonte Wyatt,2567640,DL,GB,@DET,1.12,1.06,0.24,0.41,,0.06,0.06,,,,,,,,0.59,,,3.98,41,35,5.60,1.62
Evan Anderson,2573524,DL,SF,CHI,,,,,,,,,,,,,,,,,,0.00,147,36,5.50,5.5
Johnathan Hankins,2540147,DL,SEA,@ARI,1,0.5,0.17,0.15,,,,,,,,,,,0.3,,,2.52,73,37,5.50,2.98
Cory Durden,2570951,DL,NYG,NO,,,,,,,,,,,,,,,,,,0.00,213,38,5.10,5.1
Jalyx Hunt,2572378,DL,PHI,CAR,1.33,0.49,,0.12,,,,,,,,,,,0.12,,,2.53,72,39,5.10,2.57
Myles Murphy,2569663,DL,CIN,@DAL,,,,,,,,,,,,,,,,,,0.00,362,40,5.10,5.1
Travon Walker,2567778,DL,JAX,@TEN,,,,,,,,,,,,,,,,,,0.00,470,41,5.10,5.1
DaQuan Jones,2543504,DL,BUF,@LAR,1.36,0.74,0.15,0.37,,,,,,,,,,,0.43,,,3.55,52,42,4.80,1.25
Sebastian Joseph-Day,2561079,DL,TEN,JAX,1.4,1.68,0.2,0.06,,0.06,0.06,,,,0.06,,,,0.22,,,4.22,38,43,4.80,0.58
Otito Ogbonnia,2568183,DL,LAC,@KC,0.97,0.71,0.1,0.05,,,,,,,,,,,0.2,,,2.26,81,44,4.80,2.54
Poona Ford,2561195,DL,LAC,@KC,1.23,0.69,0.11,0.16,,,,,,,,,,0.05,0.32,,,3.00,62,45,4.60,1.6
Harrison Phillips,2560840,DL,MIN,ATL,1.68,1.86,0.15,0.17,,,0.06,,,,,,,0.06,0.35,,,4.58,33,46,4.60,0.02
Chase Young,2565294,DL,NO,@NYG,0.74,0.42,0.26,0.32,,,,,,,,,,0.11,0.53,,,2.90,65,47,4.60,1.7
L.J. Collier,2562248,DL,ARI,SEA,0.65,0.41,,,,,,,,,,,,,0.18,,,1.31,96,48,4.50,3.19
Da'Shawn Hand,2561004,DL,MIA,NYJ,1.34,0.96,0.22,0.32,,,,,,,0.06,,,,,,,3.75,46,49,4.50,0.75
Chris Jones,2556369,DL,KC,LAC,1.36,0.71,0.62,0.83,,0.12,0.06,,,,,,,0.24,1.65,,,6.86,4,50,4.50,-2.36
Zach Harrison,2569555,DL,ATL,@MIN,0.11,0.11,0.06,,,0.06,0.06,,,,,,,,,,,0.62,121,51,4.30,3.68
Elijah Chatman,2573820,DL,NYG,NO,1,0.94,0.31,,,,,,,,,,,,,,,2.68,69,52,4.20,1.52
Osa Odighizuwa,2566016,DL,DAL,CIN,1.7,1.16,0.3,0.55,,,,,,,,,,,0.85,,,5.10,27,53,4.20,-0.9
LaBryan Ray,2568441,DL,CAR,@PHI,0.05,0.11,0.16,0.16,,0.05,,,,,0.05,,,,0.16,,,1.16,99,54,4.20,3.04
Solomon Thomas,2558018,DL,NYJ,@MIA,0.17,0.11,0.06,0.11,,,,,,,,,,,0.11,,,0.66,117,55,4.20,3.54
Myles Adams,2563620,DL,DET,GB,,,,,,,,,,,,,,,,,,0.00,134,56,4.10,4.1
Cameron Jordan,2495184,DL,NO,@NYG,1.42,1.36,0.25,0.33,,0.05,,,,,,,,0.11,0.55,,,4.67,30,57,4.10,-0.57
Payton Turner,2566355,DL,NO,@NYG,,,,,,,,,,,,,,,,,,0.00,461,58,4.00,4.0
Elijah Garcia,2567829,DL,NYG,NO,,,,,,,,,,,,,,,,,,0.00,237,59,3.90,3.9
Tyler Lacy,2569897,DL,JAX,@TEN,,,,,,,,,,,,,,,,,,0.00,313,60,3.90,3.9
Logan Hall,2568303,DL,TB,LV,0.57,0.57,0.17,0.11,,,,,,,,,,,0.17,,,1.79,89,61,3.60,1.81
Austin Johnson,2556368,DL,BUF,@LAR,0.06,0.06,0.06,,,0.06,,,,,,,,,0.06,,,0.49,130,62,3.60,3.11
Calijah Kancey,2570356,DL,TB,LV,1.2,0.46,0.31,0.51,,0.06,0.06,,,,,,,,0.17,,,3.82,44,63,3.60,-0.22
David Onyemata,2556274,DL,ATL,@MIN,1.39,1.27,0.3,0.3,,,,,,,,,,0.12,0.9,,,4.65,31,64,3.60,-1.05
Jarran Reed,2555238,DL,SEA,@ARI,1.57,1.4,0.36,0.28,,0.06,0.06,,,,,,,0.06,0.78,,,5.15,25,65,3.60,-1.55
Kobie Turner,2569954,DL,LAR,BUF,1.73,1.01,0.48,0.6,,0.06,,,,,,,,0.18,1.13,,,6.29,12,66,3.50,-2.79
