PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
C.J. Stroud,2569819,QB,HOU,TB,470,5,,10,,,,,,,1,1,18.75,1,39.80,21.05
Dak Prescott,2555260,QB,DAL,@PHI,374,3,,14,,,,,,,,1,19.56,2,27.36,7.8
Jalen Hurts,2564832,QB,PHI,DAL,207,2,,36,1,,,,,,,1,21.38,3,24.88,3.5
Josh Allen,2560955,QB,BUF,@CIN,258,1,1,44,1,,,,,,1,,21.27,4,24.72,3.45
Joshua Dobbs,2558167,QB,MIN,@ATL,158,2,,66,1,,,,,,1,3,0.77,5,23.82,23.05
Joe Burrow,2563722,QB,CIN,BUF,348,2,,4,,,,,,,,,19.32,6,22.32,3.0
Baker Mayfield,2560800,QB,TB,@HOU,265,2,,4,,,,,,,,,16.15,7,19.00,2.85
Deshaun Watson,2558063,QB,CLE,ARI,219,2,,22,,,,,,,,,17.64,8,18.96,1.32
Sam Howell,2568333,QB,WAS,@NE,325,1,1,27,,,,,,,,,17.90,9,17.70,-0.2
Tyson Bagent,2570467,QB,CHI,@NO,220,2,3,70,,,,,,,,1,12.68,10,16.80,4.12
Derek Carr,2543499,QB,NO,CHI,211,2,,3,,,,,,,,,18.18,11,16.74,-1.44
Patrick Mahomes,2558125,QB,KC,MIA,185,2,,24,,,,,,,,1,22.29,12,15.80,-6.49
Taylor Heinicke,2553656,QB,ATL,MIN,268,1,1,20,,,,,,,,,14.11,13,14.72,0.61
Jordan Love,2564007,QB,GB,LA,228,1,,7,,,,,,,,1,15.71,14,11.82,-3.89
Mac Jones,2566334,QB,NE,WAS,220,1,1,3,,,,,,,,,14.68,15,11.10,-3.58
Tua Tagovailoa,2564499,QB,MIA,@KC,193,1,,7,,,,,,,,1,18.09,16,10.99,-7.1
Lamar Jackson,2560757,QB,BAL,SEA,187,,,60,,,,,,,,2,19.72,17,10.48,-9.24
Kenny Pickett,2568162,QB,PIT,TEN,160,1,,-1,,,,,,,,,14.40,18,10.30,-4.1
Gardner Minshew,2562796,QB,IND,@CAR,127,1,,5,,,,,,,,,16.08,19,9.58,-6.5
Bryce Young,2569606,QB,CAR,IND,173,1,3,41,,,,,,,,,14.60,20,9.02,-5.58
Tommy DeVito,2570578,QB,NYG,@LV,175,1,2,17,,,,,,,,,1.76,21,8.70,6.94
Will Levis,2569798,QB,TEN,@PIT,262,,1,2,,,,,,,,,16.67,22,8.68,-7.99
Aidan O'Connell,2570044,QB,LV,NYG,209,,,,,,,,,,,,14.26,23,8.36,-5.9
Tyler Huntley,2563560,QB,BAL,SEA,38,1,,8,,,,,,,,,0.80,24,6.32,5.52
Justin Herbert,2565045,QB,LAC,@NYJ,136,,,17,,,,,,,,1,18.13,25,6.14,-11.99
Zach Wilson,2566391,QB,NYJ,LAC,263,,,7,,,,,,,,3,14.38,26,5.19,-9.19
Jaren Hall,2570083,QB,MIN,@ATL,78,,,11,,,,,,,,,14.93,27,4.22,-10.71
Geno Smith,2539335,QB,SEA,@BAL,157,,1,4,,,,,,,,1,15.95,28,2.68,-13.27
Brett Rypien,2562718,QB,NYJ,LAC,130,,1,19,,,,,,,,2,11.94,29,2.10,-9.84
Daniel Jones,2562299,QB,NYG,@LV,25,,,9,,,,,,,,,18.23,30,1.90,-16.33
Holton Ahlers,2571369,QB,FA,Bye,,,,,,,,,,,,,,31,0.00,
