PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Graham Gano,71309,K,NYG,CAR,2,,,,,2,1,,,,1,15.00
Austin Seibert,2562729,K,DET,@LA,1,,,,2,2,,,,,2,15.00
Evan McPherson,2565953,K,CIN,@BAL,5,,,,1,,1,,,,3,13.00
Younghoe Koo,2559205,K,ATL,@MIA,3,,,,3,,,,,,4,12.00
Randy Bullock,2533444,K,TEN,KC,3,,,,1,,1,,,,5,11.00
Nick Folk,2507225,K,NE,NYJ,6,1,,,1,,1,,,,6,11.00
Matt Gay,2562271,K,LA,DET,2,,,,1,1,,,,,7,9.00
Ryan Succop,89802,K,TB,CHI,5,,,1,,,,,,,8,8.00
Mike Badgley,2560965,K,IND,@SF,3,,,,,1,,,,,9,7.00
Brian Johnson,2566740,K,NO,@SEA,1,,,1,1,,,,,,10,7.00
Chase McLaughlin,2563203,K,CLE,DEN,2,,,,,,1,,,,11,7.00
Matt Prater,2506677,K,ARI,HOU,4,,,,1,,,,,,12,7.00
Daniel Carlson,2560993,K,LV,PHI,3,1,,1,1,,,,,,13,6.00
Jason Myers,2553112,K,SEA,NO,1,,,,,,1,,,,14,6.00
Justin Tucker,2536340,K,BAL,CIN,2,,,,,1,,,,,15,6.00
Chris Blewitt,2562800,K,FA,Bye,1,,,,,1,,,,,16,5.00
Mason Crosby,2507232,K,GB,WAS,3,,,,1,,,,,1,17,5.00
Ka'imi Fairbairn,2556521,K,HOU,@ARI,,,,,,,1,,,,18,5.00
Joey Slye,2563132,K,WAS,@GB,,1,,,1,,1,,,,19,5.00
Harrison Butker,2558245,K,KC,@TEN,,,,,,1,,,,,20,4.00
Zane Gonzalez,2558178,K,CAR,@NYG,,,,,,1,,,,,21,4.00
Jason Sanders,2561153,K,MIA,ATL,4,,,,,,,,,,22,4.00
Cairo Santos,2550636,K,CHI,@TB,,,,1,,,,,,,23,3.00
Jake Elliott,2558172,K,PHI,@LV,2,,,,,,,,,,24,2.00
Brandon McManus,2541556,K,DEN,@CLE,2,,,,,,,,,,25,2.00
Matt Ammendola,2565555,K,NYJ,@NE,1,,,,,,,,,,26,1.00
Roberto Aguayo,2555408,K,FA,Bye,,,,,,,,,,,27,0.00
Dan Bailey,2495259,K,FA,Bye,,,,,,,,,,,28,0.00
Tyler Bass,2563596,K,BUF,Bye,,,,,,,,,,,29,0.00
Rodrigo Blankenship,2564106,K,IND,@SF,,,,,,,,,,,30,0.00
Chris Boswell,2550545,K,PIT,Bye,,,,,,,,,,,31,0.00
Chandler Catanzaro,2550325,K,FA,Bye,,,,,,,,,,,32,0.00
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,33,0.00
Sam Ficken,2557430,K,TEN,KC,,,,,,,,,,,34,0.00
Kai Forbath,2495150,K,FA,Bye,,,,,,,,,,,35,0.00
Stephen Gostkowski,2506922,K,FA,Bye,,,,,,,,,,,36,0.00
Robbie Gould,2506264,K,SF,IND,,,,,,,,,,,37,0.00
Lirim Hajrullahu,2563449,K,DAL,Bye,,,,,,,,,,,38,0.00
Stephen Hauschka,2507374,K,FA,Bye,,,,,,,,,,,39,0.00
Dustin Hopkins,2539227,K,LAC,Bye,,,,,,,,,,,40,0.00
Greg Joseph,2561534,K,MIN,Bye,,,,,,,,,,,41,0.00
Alex Kessman,2566484,K,FA,Bye,,,,,,,,,,,42,0.00
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,43,0.00
Ty Long,2553555,K,LAC,Bye,,,,,,,,,,,44,0.00
Wil Lutz,2556601,K,NO,@SEA,,,,,,,,,,,45,0.00
Austin MacGinnis,2563452,K,FA,Bye,,,,,,,,,,,46,0.00
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,47,0.00
Tucker McCann,2565462,K,FA,Bye,,,,,,,,,,,48,0.00
JJ Molson,2565550,K,GB,WAS,,,,,,,,,,,49,0.00
Chris Naggar,2565744,K,CLE,DEN,,,,,,,,,,,50,0.00
Quinn Nordin,2565684,K,NE,NYJ,,,,,,,,,,,51,0.00
Mike Nugent,2506386,K,FA,Bye,,,,,,,,,,,52,0.00
Cody Parkey,2550380,K,FA,Bye,,,,,,,,,,,53,0.00
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,54,0.00
Ryan Santoso,2561269,K,DET,@LA,,,,,,,,,,,55,0.00
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,56,0.00
Jake Verity,2566731,K,BAL,CIN,,,,,,,,,,,57,0.00
Tristan Vizcaino,2562807,K,LAC,Bye,,,,,,,,,,,58,0.00
Brandon Wright,2564247,K,FA,Bye,,,,,,,,,,,59,0.00
Matthew Wright,2562968,K,JAX,Bye,,,,,,,,,,,60,0.00
Greg Zuerlein,2534797,K,DAL,Bye,,,,,,,,,,,61,0.00
