PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Evan McPherson,2565953,K,CIN,@BAL,2,,,1,2,2,1,,,,1,24.00
Jason Myers,2553112,K,SEA,MIN,2,,,,1,1,2,,,,2,19.00
Riley Patterson,2567013,K,MIA,NO,1,,,1,2,1,,,,,3,15.50
Andy Borregales,2574365,K,NE,NYG,3,,,3,1,,,,,,4,14.00
Brandon Aubrey,2571750,K,DAL,KC,2,,,1,1,1,,,,,5,12.00
Nick Folk,2507225,K,NYJ,ATL,3,,,,1,,1,,,,6,11.00
Chase McLaughlin,2563203,K,TB,ARI,2,,,1,,,1,,,,7,10.00
Cameron Dicker,2568435,K,LAC,LV,4,,,,,,1,,,,8,9.60
Ka'imi Fairbairn,2556521,K,HOU,@IND,2,,,1,,1,,,,,9,9.00
Wil Lutz,2556601,K,DEN,@WAS,3,,,,2,,,,,,10,9.00
Ryan Fitzgerald,2573979,K,CAR,LAR,4,,,,1,,,,,,11,8.50
Matt Gay,2562271,K,SF,@CLE,2,,,1,1,,,,,,12,8.00
Zane Gonzalez,2558178,K,ATL,@NYJ,3,,,,,,1,,,,13,8.00
Brandon McManus,2541556,K,GB,@DET,4,,,,,1,,,,,14,8.00
Jake Moody,2570308,K,WAS,DEN,2,,,,2,,,,,,15,8.00
Jake Bates,2571759,K,DET,GB,3,,,,1,,,,,,16,6.00
Cam Little,2572147,K,JAX,@TEN,2,,,,,1,,,,,17,6.00
Chad Ryland,2570125,K,ARI,@TB,2,,,,,,1,,,,18,6.00
Cairo Santos,2550636,K,CHI,@PHI,3,,,,1,,,,,,19,6.00
Matt Prater,2506677,K,BUF,@PIT,2,1,,1,1,,,,,,20,5.00
Charlie Smyth,2572330,K,NO,@MIA,,,,,,,1,,,,21,5.00
Joey Slye,2563132,K,TEN,JAX,,,,1,,,,,,,22,4.50
Harrison Butker,2558245,K,KC,@DAL,4,,,,,,,,,,23,4.00
Harrison Mevis,2572932,K,LAR,@CAR,4,,,,,,,,,,24,4.00
Mike Badgley,2560965,K,FA,Bye,1,1,,,,1,,,,,25,2.00
Daniel Carlson,2560993,K,LV,@LAC,2,,,,,,,,,,26,2.00
Tyler Loop,2573940,K,BAL,CIN,2,,,,,,,,,,27,2.00
Chris Boswell,2550545,K,PIT,BUF,1,,,,,,,,,,28,1.00
Jake Elliott,2558172,K,PHI,CHI,,1,,,,1,,,,,29,1.00
Younghoe Koo,2559205,K,NYG,@NE,1,,,,,,,,,,30,1.00
Tyler Bass,2563596,K,BUF,@PIT,,,,,,,,,,,31,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,32,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,33,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,34,0.00
Graham Gano,71309,K,NYG,@NE,,,,,,,,,,,35,0.00
Blake Grupe,2571234,K,IND,HOU,,,,,,,,,,,36,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,37,0.00
Lucas Havrisik,2569534,K,GB,@DET,,,,,,,,,,,38,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,39,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,40,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,41,0.00
Joshua Karty,2572201,K,LAR,@CAR,,,,,,,,,,,42,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,43,0.00
Lenny Krieg,2573911,K,ATL,@NYJ,,,,,,,,,,,44,0.00
Jude McAtamney,2573503,K,FA,Bye,,,,,,,,,,,45,0.00
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,46,0.00
Eddy Pineiro,2560842,K,SF,@CLE,,,,,,,,,,,47,0.00
Will Reichard,2572273,K,MIN,@SEA,,,,,,,,,,,48,0.00
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,49,0.00
Jason Sanders,2561153,K,MIA,NO,,,,,,,,,,,50,0.00
Ben Sauls,2574499,K,NYG,@NE,,,,,,,,,,,51,0.00
Spencer Shrader,2573175,K,IND,HOU,,,,,,,,,,,52,0.00
Andre Szmyt,2570470,K,CLE,SF,,,,,,,,,,,53,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,54,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,55,0.00
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,56,0.00
Cade York,2567487,K,NO,@MIA,,,,,,,,,,,57,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,58,0.00
