PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Patrick Mahomes,2558125,QB,KC,@DAL,261,4,,30,,,,,,,,,29.44,3,,3,,,,,,,1,29.44
Jordan Love,2564007,QB,GB,@DET,234,4,,4,,,,,,,,1,24.76,5,,5,,,,,1,,2,24.76
Bryce Young,2569606,QB,CAR,LAR,206,3,,23,,,,,,,,,22.54,5,,5,,,,,1,,3,22.54
Trevor Lawrence,2566163,QB,JAX,@TEN,229,2,,25,,,,,,,1,,21.36,3,,3,,,,,,,4,21.66
Jared Goff,2555334,QB,DET,GB,256,2,,24,,,,,,,,,21.64,1,,1,,,,,,,5,21.64
Tyrod Taylor,2495240,QB,NYJ,ATL,172,1,,44,1,,,,,,,,21.28,8,,8,,,,,2,,6,21.28
Marcus Mariota,2552466,QB,WAS,DEN,294,2,1,55,,,,,,,,1,21.26,10,,10,,,,,,,7,21.26
Dak Prescott,2555260,QB,DAL,KC,320,2,1,-2,,,,,,,1,,20.60,3,,3,,,,,,,8,20.60
Drake Maye,2572294,QB,NE,NYG,282,2,,12,,,,,,,,,20.48,6,,6,,,,,,,9,20.48
Jacoby Brissett,2555261,QB,ARI,@TB,301,2,1,16,,,,,,,,,19.64,3,,3,,,,,,,10,19.64
Joe Burrow,2563722,QB,CIN,@BAL,261,2,,8,,,,,,,,,19.24,3,,3,,,,,,,11,19.24
Tyler Shough,2574406,QB,NO,@MIA,239,2,1,18,,,,,,,1,1,17.36,6,,6,,,,,,,12,17.36
Brock Purdy,2568216,QB,SF,@CLE,168,1,,4,1,,,,,,,,17.32,2,,2,,,,,,,13,17.12
Josh Allen,2560955,QB,BUF,@PIT,123,1,1,38,1,,,,,,,,16.72,8,,8,,,,,,,14,16.72
Jalen Hurts,2564832,QB,PHI,CHI,230,2,1,31,,,,,,,,1,16.30,4,,4,,,,,,,15,16.30
Bo Nix,2572003,QB,DEN,@WAS,321,1,1,16,,,,,,,,1,15.44,2,,2,,,,,,,16,15.44
Daniel Jones,2562299,QB,IND,HOU,201,2,,1,,,,,,,,1,15.14,1,,1,,,,,,,17,15.14
Jaxson Dart,2574419,QB,NYG,@NE,139,1,,20,,,,,,,1,,13.56,4,,4,,,,,,,18,13.56
Kirk Cousins,2532820,QB,ATL,@NYJ,234,1,,,,,,,,,,,13.36,,,,,,,,,,19,13.36
Justin Herbert,2565045,QB,LAC,LV,151,2,1,8,,,,,,,,,13.60,3,,3,,,,,,,20,12.84
Baker Mayfield,2560800,QB,TB,ARI,194,1,,27,,,,,,,,1,12.46,6,,6,,,,,,,21,12.46
Matthew Stafford,79860,QB,LAR,@CAR,243,2,2,-1,,,,,,,,1,11.62,1,,1,,,,,,,22,11.62
Geno Smith,2539335,QB,LV,@LAC,165,2,1,-6,,,,,,,,1,11.00,2,,2,,,,,,,23,11.00
Caleb Williams,2571913,QB,CHI,@PHI,154,1,1,13,,,,,,,,,10.96,5,,5,,,,,,,24,10.96
Shedeur Sanders,2574063,QB,CLE,SF,149,1,,6,,,,,,,,,10.56,1,,1,,,,,,,25,10.56
C.J. Stroud,2569819,QB,HOU,@IND,276,,1,,,,,,,,,,9.04,1,,1,,,,,,,26,9.04
Lamar Jackson,2560757,QB,BAL,CIN,246,,1,27,,,,,,,,2,8.04,6,,6,,,,,,,27,8.04
Cam Ward,2574164,QB,TEN,JAX,141,,,7,,,,,,,,1,4.34,1,,1,,,,,,,28,4.34
Aaron Rodgers,2506363,QB,PIT,BUF,117,,,,,,,,,,,1,1.68,1,,1,,,,,,,29,3.68
Tua Tagovailoa,2564499,QB,MIA,NO,157,,1,4,,,,,,,,1,3.68,4,,4,,,,,,,30,3.68
Sam Darnold,2561036,QB,SEA,MIN,128,,,,,,,,,,,2,1.12,,,,,,,,,,31,1.12
Trey Lance,2566532,QB,LAC,LV,9,,,4,,,,,,,,,13.60,4,,4,,,,,,,32,0.76
Mac Jones,2566334,QB,SF,@CLE,,,,2,,,,,,,,,17.32,2,,2,,,,,,,33,0.20
Brandon Allen,2555365,QB,TEN,JAX,,,,,,,,,,,,,4.34,,,,,,,,,,34,0.00
Kyle Allen,2561177,QB,DET,GB,,,,,,,,,,,,,21.64,,,,,,,,,,35,0.00
Tyson Bagent,2570467,QB,CHI,@PHI,,,,,,,,,,,,,10.96,,,,,,,,,,36,0.00
Connor Bazelak,2574581,QB,TB,ARI,,,,,,,,,,,,,12.46,,,,,,,,,,37,0.00
Jason Bean,2573169,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,38,0.00
Stetson Bennett,2569939,QB,LAR,@CAR,,,,,,,,,,,,,11.62,,,,,,,,,,39,0.00
Tim Boyle,2561187,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,40,0.00
Carter Bradley,2573208,QB,JAX,@TEN,,,,,,,,,,,,,21.36,,,,,,,,,,41,0.00
Teddy Bridgewater,2543465,QB,TB,ARI,,,,,,,,,,,,,12.46,,,,,,,,,,42,0.00
Jake Browning,2562634,QB,CIN,@BAL,,,,,,,,,,,,,19.24,,,,,,,,,,43,0.00
Shane Buechele,2566983,QB,BUF,@PIT,,,,,,,,,,,,,16.72,,,,,,,,,,44,0.00
Sean Clifford,2569762,QB,CIN,@BAL,,,,,,,,,,,,,19.24,,,,,,,,,,45,0.00
Brady Cook,2574435,QB,NYJ,ATL,,,,,,,,,,,,,21.28,,,,,,,,,,46,0.00
Andy Dalton,2495143,QB,CAR,LAR,,,,,,,,,,,,,22.54,,,,,,,,,,47,0.00
Jayden Daniels,2572564,QB,WAS,DEN,,,,,,,,,,,,,21.26,,,,,,,,,,48,0.00
Hunter Dekkers,2574397,QB,NO,@MIA,,,,,,,,,,,,,17.36,,,,,,,,,,49,0.00
Tommy DeVito,2570578,QB,NE,NYG,,,,,,,,,,,,,20.48,,,,,,,,,,50,0.00
Ben DiNucci,2563839,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,51,0.00
Joshua Dobbs,2558167,QB,NE,NYG,,,,,,,,,,,,,20.48,,,,,,,,,,52,0.00
Sam Ehlinger,2566142,QB,DEN,@WAS,,,,,,,,,,,,,15.44,,,,,,,,,,53,0.00
Taylor Elgersma,2574129,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,54,0.00
Quinn Ewers,2574321,QB,MIA,NO,,,,,,,,,,,,,3.68,,,,,,,,,,55,0.00
Justin Fields,2565920,QB,NYJ,ATL,,,,,,,,,,,,,21.28,,,,,,,,,,56,0.00
Joe Flacco,382,QB,CIN,@BAL,,,,,,,,,,,,,19.24,,,,,,,,,,57,0.00
Brett Gabbert,2574621,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,58,0.00
Dillon Gabriel,2574045,QB,CLE,SF,,,,,,,,,,,,,10.56,,,,,,,,,,59,0.00
Ethan Garbers,2573980,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,60,0.00
Jimmy Garoppolo,2543801,QB,LAR,@CAR,,,,,,,,,,,,,11.62,,,,,,,,,,61,0.00
Will Grier,2562404,QB,DAL,KC,,,,,,,,,,,,,20.60,,,,,,,,,,62,0.00
Jake Haener,2570131,QB,NO,@MIA,,,,,,,,,,,,,17.36,,,,,,,,,,63,0.00
Sam Hartman,2573599,QB,WAS,DEN,,,,,,,,,,,,,21.26,,,,,,,,,,64,0.00
Taylor Heinicke,2553656,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,65,0.00
Seth Henigan,2574215,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,66,0.00
Hendon Hooker,2569744,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,67,0.00
Will Howard,2574494,QB,PIT,BUF,,,,,,,,,,,,,1.68,,,,,,,,,,68,0.00
Sam Howell,2568333,QB,PHI,CHI,,,,,,,,,,,,,16.30,,,,,,,,,,69,0.00
Tyler Huntley,2563560,QB,BAL,CIN,,,,,,,,,,,,,8.04,,,,,,,,,,70,0.00
Josh Johnson,264,QB,WAS,DEN,,,,,,,,,,,,,21.26,,,,,,,,,,71,0.00
Emory Jones,2572796,QB,ATL,@NYJ,,,,,,,,,,,,,13.36,,,,,,,,,,72,0.00
Case Keenum,2532888,QB,CHI,@PHI,,,,,,,,,,,,,10.96,,,,,,,,,,73,0.00
Devin Leary,2571832,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,74,0.00
Riley Leonard,2574190,QB,IND,HOU,,,,,,,,,,,,,15.14,,,,,,,,,,75,0.00
Will Levis,2569798,QB,TEN,JAX,,,,,,,,,,,,,4.34,,,,,,,,,,76,0.00
Drew Lock,2562305,QB,SEA,MIN,,,,,,,,,,,,,1.12,,,,,,,,,,77,0.00
Adrian Martinez,2570984,QB,SF,@CLE,,,,,,,,,,,,,17.32,,,,,,,,,,78,0.00
J.J. McCarthy,2572270,QB,MIN,@SEA,,,,,,,,,,,,,-3.06,,,,,,,,,,79,0.00
Kyle McCord,2574465,QB,PHI,CHI,,,,,,,,,,,,,16.30,,,,,,,,,,80,0.00
