PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Jason Myers,2553112,K,SEA,ARI,5,,,,2,1,,,,,1,15.00
Cameron Dicker,2568435,K,LAC,PIT,2,,,,1,1,1,,,,2,14.00
Tyler Loop,2573940,K,BAL,@MIN,1,,,2,1,1,,,,,3,14.00
Cam Little,2572147,K,JAX,@HOU,2,,,,2,,1,,,,4,13.00
Jake Bates,2571759,K,DET,@WAS,3,1,,2,,1,,,,,5,11.50
Nick Folk,2507225,K,NYJ,CLE,3,,,1,1,,,,,,6,9.00
Will Reichard,2572273,K,MIN,BAL,1,,,,,2,,,,,7,9.00
Andre Szmyt,2570470,K,CLE,@NYJ,2,,,1,,1,,,,,8,9.00
Younghoe Koo,2559205,K,NYG,@CHI,2,,1,,1,,,,,,9,8.60
Zane Gonzalez,2558178,K,ATL,@IND,2,,,,,1,,,,,10,6.00
Harrison Mevis,2572932,K,LAR,@SF,6,,,,,,,,,,11,6.00
Cairo Santos,2550636,K,CHI,NYG,3,,,1,,,,,,,12,6.00
Riley Patterson,2567013,K,MIA,BUF,3,1,,,,1,,,,,13,5.50
Mike Badgley,2560965,K,IND,ATL,1,1,,,1,1,,,,,14,5.00
Chris Boswell,2550545,K,PIT,@LAC,1,,,,,,1,,,,15,5.00
Matt Gay,2562271,K,WAS,DET,1,,,,,1,,,,,16,5.00
Blake Grupe,2571234,K,NO,@CAR,2,,,1,,,,,,,17,5.00
Chase McLaughlin,2563203,K,TB,NE,2,,,,1,,,,,,18,5.00
Andy Borregales,2574365,K,NE,@TB,4,,,,,,,,,,19,4.00
Jake Elliott,2558172,K,PHI,@GB,1,,,,1,,,,,,20,4.00
Wil Lutz,2556601,K,DEN,LV,1,,,,1,,,,,,21,4.00
Matthew Wright,2562968,K,HOU,JAX,1,,,1,,,,,,,22,4.00
Chad Ryland,2570125,K,ARI,@SEA,2,,,,,,,,,,23,2.00
Brandon McManus,2541556,K,GB,PHI,1,,,,,,,,,,24,1.00
Matt Prater,2506677,K,BUF,@MIA,1,,,,,,,,,,25,1.00
Brandon Aubrey,2571750,K,DAL,Bye,,,,,,,,,,,26,0.00
Tyler Bass,2563596,K,BUF,@MIA,,,,,,,,,,,27,0.00
Harrison Butker,2558245,K,KC,Bye,,,,,,,,,,,28,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,29,0.00
Daniel Carlson,2560993,K,LV,@DEN,1,,,,,,,,,,30,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,31,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,32,0.00
Ka'imi Fairbairn,2556521,K,HOU,JAX,,,,,,,,,,,33,0.00
Ryan Fitzgerald,2573979,K,CAR,NO,1,,,,,,,,,,34,0.00
Graham Gano,71309,K,NYG,@CHI,,,,,,,,,,,35,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,36,0.00
Lucas Havrisik,2569534,K,GB,PHI,,,,,,,,,,,37,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,38,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,39,0.00
Greg Joseph,2561534,K,LV,@DEN,,,,,,,,,,,40,0.00
Joshua Karty,2572201,K,LAR,@SF,,,,,,,,,,,41,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,42,0.00
Lenny Krieg,2573911,K,ATL,@IND,,,,,,,,,,,43,0.00
Jude McAtamney,2573503,K,NYG,@CHI,,,,,,,,,,,44,0.00
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,45,0.00
Evan McPherson,2565953,K,CIN,Bye,,,,,,,,,,,46,0.00
Jake Moody,2570308,K,CHI,NYG,,,,,,,,,,,47,0.00
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,48,0.00
Jason Sanders,2561153,K,MIA,BUF,,,,,,,,,,,49,0.00
Ben Sauls,2574499,K,NYG,@CHI,,,,,,,,,,,50,0.00
Spencer Shrader,2573175,K,IND,ATL,,,,,,,,,,,51,0.00
Joey Slye,2563132,K,TEN,Bye,,,,,,,,,,,52,0.00
Charlie Smyth,2572330,K,NO,@CAR,,,,,,,,,,,53,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,54,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,55,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,56,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,57,0.00
Eddy Pineiro,2560842,K,SF,LAR,2,1,,,,,,,,,58,-1.00
