PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Tyrice Knight,2572525,LB,SEA,ARI,6,2,2,3,,2,,,,,,,,,2,,,1,26.70
Jordyn Brooks,2565135,LB,MIA,BUF,6,6,,2,,1,,,,,,,,,,,,2,19.10
Nate Landman,2568519,LB,LAR,@SF,5,6,,2,,1,,,,,,,,,,,,3,17.60
Nakobe Dean,2568072,LB,PHI,@GB,6,1,1,1,,1,,,,,,,,,1,,,4,17.10
Zaire Franklin,2561155,LB,IND,ATL,6,4,1,2,,,,,,,,,,,1,,,5,16.90
Carson Schwesinger,2574064,LB,CLE,@NYJ,5,5,0.5,2,,,,,,,,,,,2,,,6,15.50
Charles Snowden,2566764,LB,LV,@DEN,5,1,1,1,,,,,,,,,,1,2,,,7,15.10
Tremaine Edmunds,2560713,LB,CHI,NYG,4,3,,1,,,,,,,,,,2,1,,,8,14.80
Quincy Williams,2562954,LB,NYJ,CLE,5,3,1,2,,,,,,,,,,,1,,,9,14.80
Jack Gibbens,2568810,LB,NE,@TB,5,5,,1,,,,,,,,,,1,,,,10,14.50
Khalil Mack,2543463,LB,LAC,PIT,1,2,1,1,,1,,,,,1,,,,1,,,11,14.20
Nik Bonitto,2567517,LB,DEN,LV,4,1,1.5,2,,,,,,,,,,,3,,,12,14.10
Eric Wilson,2559012,LB,MIN,BAL,5,1,,1,,1,,,,,,,,,,,,13,13.10
Jalyx Hunt,2572378,LB,PHI,@GB,5,,1,2,,,,,,,,,,,1,,,14,13.00
Dre Greenlaw,2562428,LB,DEN,LV,2,3,,1,,1,,,,,,,,1,,,,15,12.30
Dee Winters,2570296,LB,SF,LAR,5,3,,1,,,,,,,,,,,2,,,16,11.80
Teddye Buchanan,2573925,LB,BAL,@MIN,5,1,,,,1,,,,,,,,,,,,17,11.60
Brian Burns,2562242,LB,NYG,@CHI,4,1,,1,,,,,,,,,,1,2,,,18,11.60
Kaden Elliss,2562901,LB,ATL,@IND,1,5,1,1,,,,,,,,,,1,2,,,19,11.50
Alex Highsmith,2564982,LB,PIT,@LAC,2,,2,2,,,,,,,,,,,3,,,20,11.50
Bobby Wagner,2532966,LB,WAS,DET,6,3,,,,,,,,,,,,,1,,,21,11.30
Quay Walker,2567631,LB,GB,PHI,5,1,,2,,,,,,,,,,,,,,22,11.10
T.J. Watt,2558064,LB,PIT,@LAC,2,1,1,1,,,,,,,,,,1,3,,,23,11.10
Lavonte David,2532828,LB,TB,NE,6,3,,,,,,,,,,,,,,,,24,10.80
Demetrius Flannigan-Fowles,2563090,LB,NYG,@CHI,5,2,,1,,,,,,,,,,,1,,,25,10.70
Jaelan Phillips,2566289,LB,PHI,@GB,4,2,,1,,,1,,,,,,,,2,,,26,10.70
Germaine Pratt,2562702,LB,IND,ATL,3,4,,,,,1,,,,,,,1,,,8,27,10.67
Robert Spillane,2561596,LB,NE,@TB,1,8,,1,,,,,,,,,,1,,,,28,10.30
Blake Cashman,2562496,LB,MIN,BAL,4,7,,,,,,,,,,,,,,,,29,10.20
Dennis Gardeck,2561200,LB,JAX,@HOU,5,2,,1,,,,,,,,,,,,,,30,10.20
Omar Speights,2573743,LB,LAR,@SF,4,7,,,,,,,,,,,,,,,,31,10.20
Drake Thomas,2571105,LB,SEA,ARI,4,2,,2,,,,,,,,,,,,,,32,10.20
Azeez Al-Shaair,2562462,LB,HOU,JAX,3,5,,,,,,,,,,,,1,,,,33,10.00
Tyrel Dodson,2562560,LB,MIA,BUF,5,4,,,,,,,,,,,,,,,,34,9.90
Arnold Ebiketie,2567238,LB,ATL,@IND,2,2,1,2,,,,,,,,,,,1,,,35,9.70
Jamien Sherwood,2565762,LB,NYJ,CLE,4,2,,,,,,,,,,,,1,,,,36,9.70
Henry To'oTo'o,2569831,LB,HOU,JAX,2,2,0.5,1,,,,,,,,,,1,1,,,37,9.70
Andrew Van Ginkel,2562768,LB,MIN,BAL,2,2,,,,,,,,,,,,2,1,,,38,9.70
Josh Sweat,2560889,LB,ARI,@SEA,1,,1,1,,1,1,,,,,,,,,,2,39,9.57
Jack Campbell,2569741,LB,DET,@WAS,4,5,,,,,,,,,,,,,1,,,40,9.50
Dondrea Tillman,2573875,LB,DEN,LV,1,2,,,1,,,,,,,,,1,,23,,41,9.47
Zack Baun,2564664,LB,PHI,@GB,5,3,,,,,,,,,,,,,,,,42,9.30
Tatum Bethune,2572489,LB,SF,LAR,2,8,,1,,,,,,,,,,,,,,43,9.30
Roquan Smith,2560877,LB,BAL,@MIN,3,3,,,,,,,,,,,,1,1,,,44,9.30
Nick Herbig,2570248,LB,PIT,@LAC,2,1,1,2,,,,,,,,,,,1,,,45,9.10
Trevin Wallace,2571898,LB,CAR,NO,3,1,1,1,,,,,,,,,,,1,,,46,9.10
Patrick Queen,2563575,LB,PIT,@LAC,2,10,,,,,,,,,,,,,,,,47,9.00
Edgerrin Cooper,2572030,LB,GB,PHI,2,4,,,,1,,,,,,,,,,,,48,8.90
Foye Oluokun,2561132,LB,JAX,@HOU,1,8,,,,,,,,,,,,1,,,,49,8.80
Cody Simon,2574488,LB,ARI,@SEA,3,3,,,,,,,,,,,,1,,,,50,8.80
Pete Werner,2566358,LB,NO,@CAR,3,3,,1,,,1,,,,,,,,,,,51,8.80
Demario Davis,2533008,LB,NO,@CAR,2,5,,,,,,,,,,,,1,,,,52,8.50
Terrel Bernard,2567325,LB,BUF,@MIA,4,1,,1,,,,,,,,,,,,,,53,8.10
Daiyan Henley,2570281,LB,LAC,PIT,5,1,,,,,,,,,,,,,,,,54,8.10
Uchenna Nwosu,2560826,LB,SEA,ARI,3,,,2,,,,,,,,,,,1,,,55,8.00
Noah Sewell,2569633,LB,CHI,NYG,3,3,,1,,,,,,,,,,,,,,56,7.80
E.J. Speed,2562955,LB,HOU,JAX,3,3,,1,,,,,,,,,,,,,,57,7.80
Devin White,2562781,LB,LV,@DEN,4,3,,,,,,,,,,,,,,,,58,7.80
Payton Wilson,2572456,LB,PIT,@LAC,4,3,,,,,,,,,,,,,,,,59,7.80
Bradley Chubb,2561020,LB,MIA,BUF,2,1,1,,,,,,,,,,,,4,,,60,7.60
Devin Bush,2562243,LB,CLE,@NYJ,3,2,,1,,,,,,,,,,,,,,61,7.20
Alex Singleton,2553739,LB,DEN,LV,2,7,,,,,,,,,,,,,,,,62,7.20
Frankie Luvu,2561366,LB,WAS,DET,3,,,,,,,,,,,,,1,,,,63,7.00
Akeem Davis-Gaither,2563728,LB,ARI,@SEA,2,4,,1,,,,,,,,,,,,,,64,6.90
