PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Cairo Santos,2550636,K,CHI,@LV,1,,,,,2,2,,,,1,19.00
Matt Gay,2562271,K,WAS,@ATL,1,,,,,3,1,,,,2,18.00
Chase McLaughlin,2563203,K,TB,PHI,2,,,,,1,2,,,,3,16.00
Jason Myers,2553112,K,SEA,@ARI,2,,,,1,1,1,,,,4,14.00
Jake Bates,2571759,K,DET,CLE,4,,,,,1,1,,,,5,13.00
Harrison Butker,2558245,K,KC,BAL,4,,,1,2,,,,,,6,13.00
Brandon McManus,2541556,K,GB,@DAL,4,1,,,1,,1,,,,7,12.00
Joshua Karty,2572201,K,LAR,IND,3,,,,1,1,,,,,8,11.50
Nick Folk,2507225,K,NYJ,@MIA,1,,,,,,2,,,,9,11.00
Ka'imi Fairbairn,2556521,K,HOU,TEN,2,,,,,2,,,,,10,10.00
Riley Patterson,2567013,K,MIA,NYJ,3,,,,1,1,,,,,11,10.00
John Parker Romo,2569101,K,ATL,WAS,4,,,1,1,,,,,,12,10.00
Chad Ryland,2570125,K,ARI,SEA,2,,,,1,,1,,,,13,10.00
Spencer Shrader,2573175,K,IND,@LAR,2,,,,1,,1,,,,14,10.00
Blake Grupe,2571234,K,NO,@BUF,1,,,,1,,1,,,,15,9.00
Tyler Loop,2573940,K,BAL,@KC,2,,,,1,1,,,,,16,9.00
Jake Elliott,2558172,K,PHI,@TB,4,,,,1,,,,,,17,8.50
Brandon Aubrey,2571750,K,DAL,GB,5,,,1,,,,,,,18,8.00
Cam Little,2572147,K,JAX,@SF,2,,,1,,1,,,,,19,8.00
Will Reichard,2572273,K,MIN,@PIT,1,,,1,,1,,,,,20,8.00
Andy Borregales,2574365,K,NE,CAR,6,,,,,,,,,,21,7.50
Jude McAtamney,2573503,K,NYG,LAC,1,,,1,1,,,,,,22,7.00
Eddy Pineiro,2560842,K,SF,JAX,1,,,2,,,,,,,23,7.00
Matt Prater,2506677,K,BUF,NO,4,,,,1,,,,,,24,7.00
Chris Boswell,2550545,K,PIT,MIN,3,,,,1,,,,,1,25,6.50
Daniel Carlson,2560993,K,LV,CHI,3,,,1,,,,,,,26,6.00
Cameron Dicker,2568435,K,LAC,@NYG,1,,,,,1,,,,,27,5.00
Wil Lutz,2556601,K,DEN,CIN,4,,,,,,,,,,28,4.00
Andre Szmyt,2570470,K,CLE,@DET,1,,,,1,,,,,,29,4.00
Evan McPherson,2565953,K,CIN,@DEN,,,,1,,,,,,,30,3.00
Tyler Bass,2563596,K,BUF,NO,,,,,,,,,,,31,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,32,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,33,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,34,0.00
Graham Gano,71309,K,NYG,LAC,,,,,,,,,,,35,0.00
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,36,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,37,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,38,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,39,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,40,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,41,0.00
Younghoe Koo,2559205,K,NYG,LAC,,,,,,,,,,,42,0.00
Lenny Krieg,2573911,K,ATL,WAS,,,,,,,,,,,43,0.00
Mark McNamee,2574637,K,GB,@DAL,,,,,,,,,,,44,0.00
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,45,0.00
Jake Moody,2570308,K,CHI,@LV,,,,,,,,,,,46,0.00
Jason Sanders,2561153,K,MIA,NYJ,,,,,,,,,,,47,0.00
Ben Sauls,2574499,K,ATL,WAS,,,,,,,,,,,48,0.00
Charlie Smyth,2572330,K,NO,@BUF,,,,,,,,,,,49,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,50,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,51,0.00
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,52,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,53,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,54,0.00
Joey Slye,2563132,K,TEN,@HOU,,,,,,,,,,,55,-1.40
Ryan Fitzgerald,2573979,K,CAR,@NE,1,1,,,,,,,,,56,-2.00
