PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
CeeDee Lamb,2563848,WR,DAL,@GB,,,,,,11,150,2,,,,,11.96,1,32.50,20.54
Justin Jefferson,2564556,WR,MIN,@BUF,,,,,,10,193,1,,,,,17.77,2,32.00,14.23
Christian Watson,2567637,WR,GB,DAL,,,,,,4,107,3,,,,,7.00,3,30.70,23.7
Christian Kirk,2560781,WR,JAX,@KC,,,,,,9,105,2,,,,,11.67,4,27.00,15.33
Nick Westbrook-Ikhine,2565477,WR,TEN,DEN,,,,,,5,119,2,,,,,4.73,5,26.40,21.67
Davante Adams,2543495,WR,LV,IND,,,,,,9,126,1,,,,,17.03,6,23.10,6.07
Stefon Diggs,2552608,WR,BUF,MIN,,,,,,12,128,,,,,,16.38,7,18.80,2.42
Terry McLaurin,2562489,WR,WAS,@PHI,,,,,,8,128,,,,,,9.20,8,18.50,9.3
Gabe Davis,2563602,WR,BUF,MIN,,,,,,6,93,1,,,,,10.75,9,18.30,7.55
Parris Campbell,2562495,WR,IND,@LV,,,,,,7,76,1,,,,,8.29,10,17.10,8.81
Amon-Ra St. Brown,2566073,WR,DET,@CHI,,,,2,,10,119,,,,,,11.11,11,17.10,5.99
Darius Slayton,2562736,WR,NYG,HOU,,,,,,3,95,1,,,,,7.19,12,17.00,9.81
Kadarius Toney,2566376,WR,KC,JAX,,,,33,,4,57,1,,,,,5.10,13,17.00,11.9
Chris Godwin,2558105,WR,TB,SEA,,,,,,6,71,1,,,,,11.43,14,16.10,4.67
Marquez Valdes-Scantling,2560907,WR,KC,JAX,,,,,,3,60,1,,,,,8.23,15,15.20,6.97
DeAndre Hopkins,2540165,WR,ARI,@LA,,,,,,10,98,,,,,,11.68,16,14.80,3.12
Julio Jones,2495454,WR,TB,SEA,,,,,,3,53,1,,,,,7.67,17,14.50,6.83
DeAndre Carter,2553502,WR,LAC,@SF,,,,,,4,64,1,,,,,6.00,18,14.40,8.4
Trent Sherfield,2561272,WR,MIA,CLE,,,,,,4,63,1,,,,,3.29,19,14.30,11.01
Rondale Moore,2566433,WR,ARI,@LA,,,,,,9,94,,,,,,7.35,20,13.90,6.55
Nico Collins,2566127,WR,HOU,@NYG,,,,,,5,49,1,,,,,7.03,21,13.40,6.37
Laviska Shenault Jr.,2564232,WR,CAR,ATL,,,,42,1,3,17,,,,,,3.92,22,13.40,9.48
Jalen Virgil,2568756,WR,DEN,@TEN,,,,,,1,66,1,,,,,0.00,23,13.10,13.1
George Pickens,2568159,WR,PIT,NO,,,,23,1,3,32,,,,,,7.99,24,13.00,5.01
Tyreek Hill,2556214,WR,MIA,CLE,,,,,,5,44,1,,,,,18.07,25,12.90,-5.17
Donovan Peoples-Jones,2563803,WR,CLE,@MIA,,,,,,5,99,,,,,,9.27,26,12.40,3.13
Drake London,2567250,WR,ATL,@CAR,,,,,,5,38,1,,,,,8.99,27,12.30,3.31
Tyler Lockett,2552430,WR,SEA,@TB,,,,,,3,42,1,,,,,11.26,28,11.70,0.44
DeVonta Smith,2566409,WR,PHI,WAS,,,,,,6,39,1,,,,1,8.87,29,10.90,2.03
Marquise Goodwin,2539964,WR,SEA,@TB,,,,,,2,38,1,,,,,4.12,30,10.80,6.68
Zay Jones,2557863,WR,JAX,@KC,,,,,,8,68,,,,,,8.81,31,10.80,1.99
KhaDarel Hodge,2561653,WR,ATL,@CAR,,,,,,2,37,1,,,,,1.35,32,10.70,9.35
Van Jefferson,2564358,WR,LA,ARI,,,,,,3,27,1,,,,,4.32,33,10.20,5.88
DK Metcalf,2562685,WR,SEA,@TB,,,,,,6,71,,,,,,10.93,34,10.10,-0.83
Quez Watkins,2564880,WR,PHI,WAS,,,,,,4,80,,,,,1,3.25,35,9.70,6.45
Courtland Sutton,2560888,WR,DEN,@TEN,,,,,,6,66,,,,,,7.70,36,9.60,1.9
Brandon Aiyuk,2565093,WR,SF,LAC,,,,,,6,84,,,,,1,10.65,37,9.40,-1.25
Jaylen Waddle,2566292,WR,MIA,CLE,,,,,,4,66,,,,,,15.10,38,8.60,-6.5
Chris Moore,2555209,WR,HOU,@NYG,,,,,,3,70,,,,,,5.06,39,8.50,3.44
Diontae Johnson,2562674,WR,PIT,NO,,,,,,4,63,,,,,,10.03,40,8.30,-1.73
Kendall Hinton,2563893,WR,DEN,@TEN,,,,,,4,62,,,,,,0.78,41,8.20,7.42
A.J. Green,2495450,WR,ARI,@LA,,,,,,2,10,1,,,,,0.91,42,8.00,7.09
Lawrence Cager,2565492,WR,NYG,HOU,,,,,,2,9,1,,,,,1.50,43,7.90,6.4
Mike Evans,2543468,WR,TB,SEA,,,,,,5,54,,,,,,11.89,44,7.90,-3.99
Michael Pittman,2564136,WR,IND,@LV,,,,,,7,53,,,,,1,12.14,45,7.80,-4.34
Darnell Mooney,2563707,WR,CHI,DET,,,,,,4,57,,,,,,10.39,46,7.70,-2.69
Isaiah McKenzie,2558129,WR,BUF,MIN,,,,18,,4,37,,,,,,6.24,47,7.50,1.26
Adam Thielen,2541785,WR,MIN,@BUF,,,,,,5,49,,,,,,10.26,48,7.40,-2.86
Damiere Byrd,2553499,WR,ATL,@CAR,,,,,,3,58,,,,,,5.32,49,7.30,1.98
Kalif Raymond,2556661,WR,DET,@CHI,,,,,,3,47,,,,,,6.52,50,7.20,0.68
Jarvis Landry,2543488,WR,NO,@PIT,,,,,,3,37,,,,,,9.56,51,6.90,-2.66
Allen Robinson,2543509,WR,LA,ARI,,,,,,4,44,,,,,,6.56,52,6.40,-0.16
Brandin Cooks,2543498,WR,HOU,@NYG,,,,5,,4,37,,,,,,9.53,53,6.20,-3.33
Sammy Watkins,2543457,WR,BAL,Bye,,,,,,3,47,,,,,,,54,6.20,
Deebo Samuel,2562721,WR,SF,LAC,,,,27,,2,24,,,,,,11.74,55,6.10,-5.64
Jauan Jennings,2565114,WR,SF,LAC,,,,,,4,40,,,,,,3.66,56,6.00,2.34
Allen Lazard,2560787,WR,GB,DAL,,,,,,3,45,,,,,,10.33,57,6.00,-4.33
Josh Palmer,2566502,WR,LAC,@SF,,,,,,3,44,,,,,,8.98,58,5.90,-3.08
K.J. Osborn,2564574,WR,MIN,@BUF,,,,2,,4,35,,,,,,5.59,59,5.70,0.11
Michael Gallup,2560735,WR,DAL,@GB,,,,,,4,35,,,,,,7.19,60,5.50,-1.69
Chris Olave,2567973,WR,NO,@PIT,,,,,,3,40,,,,,,13.34,61,5.50,-7.84
Isaiah Hodgins,2563611,WR,NYG,HOU,,,,,,2,41,,,,,,1.22,62,5.10,3.88
JuJu Smith-Schuster,2558149,WR,KC,JAX,,,,,,2,33,,,,,,12.67,63,5.10,-7.57
Curtis Samuel,2558066,WR,WAS,@PHI,,,,12,,2,28,,,,,,9.88,64,5.00,-4.88
Tom Kennedy,2563319,WR,DET,@CHI,,,,,,1,44,,,,,,4.30,65,4.90,0.6
D.J. Moore,2560813,WR,CAR,ATL,,,,,,4,29,,,,,,12.14,66,4.90,-7.24
Terrace Marshall Jr.,2565902,WR,CAR,ATL,,,,,,1,43,,,,,,7.36,67,4.80,-2.56
Amari Cooper,2552487,WR,CLE,@MIA,,,,,,3,32,,,,,,13.28,68,4.70,-8.58
Olamide Zaccheaus,2562808,WR,ATL,@CAR,,,,,,2,34,,,,,,5.98,69,4.40,-1.58
David Bell,2567460,WR,CLE,@MIA,,,,,,3,24,,,,,,3.84,70,3.90,0.06
Treylon Burks,2567643,WR,TEN,DEN,,,,,,3,24,,,,,,4.61,71,3.90,-0.71
Marvin Jones,2532884,WR,JAX,@KC,,,,,,1,33,,,,,,6.86,72,3.80,-3.06
Ray-Ray McCloud,2560801,WR,SF,LAC,,,,,,1,33,,,,,,2.78,73,3.80,1.02
Scott Miller,2562865,WR,TB,SEA,,,,,,2,25,,,,,,4.09,74,3.50,-0.59
Jake Kumerow,2553548,WR,BUF,MIN,,,,,,,,,,,,,0.92,75,3.40,2.48
Phillip Dorsett,2552424,WR,HOU,@NYG,,,,,,2,22,,,,,,3.15,76,3.20,0.05
A.J. Brown,2562238,WR,PHI,WAS,,,,,,1,7,,,,,,14.76,77,2.90,-11.86
Mack Hollins,2558262,WR,LV,IND,,,,,,2,18,,,,,,7.84,78,2.80,-5.04
Wan'Dale Robinson,2568012,WR,NYG,HOU,,,,-5,,2,20,,,,,,8.77,79,2.50,-6.27
Ben Skowronek,2566247,WR,LA,ARI,,,,,,2,14,,,,,,2.65,80,2.40,-0.25
Dante Pettis,2560836,WR,CHI,DET,,,,8,,1,9,,,,,,2.51,81,2.20,-0.31
Steven Sims,2563033,WR,PIT,NO,,,,2,,1,15,,,,,,3.56,82,2.20,-1.36
Shi Smith,2565908,WR,CAR,ATL,,,,,,1,17,,,,,,3.49,83,2.20,-1.29
Dyami Brown,2566586,WR,WAS,@PHI,,,,,,1,15,,,,,,2.13,84,2.00,-0.13
Robert Woods,2540169,WR,TEN,DEN,,,,,,2,10,,,,,,8.80,85,2.00,-6.8
