PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Eddy Pineiro,2560842,K,SF,@TB,1,,,1,,1,2,,,,1,18.00
Cameron Dicker,2568435,K,LAC,@MIA,2,,,1,4,,,,,,2,17.00
Blake Grupe,2571234,K,NO,NE,1,,,,2,1,1,,,,3,16.00
Chris Boswell,2550545,K,PIT,CLE,2,,,,,2,1,,,,4,15.00
Jake Moody,2570308,K,CHI,@WAS,1,,,,1,3,,,,,5,15.00
Ryan Fitzgerald,2573979,K,CAR,DAL,3,,,,2,,1,,,,6,14.00
Nick Folk,2507225,K,NYJ,DEN,,,,,1,1,1,,,,7,12.00
Riley Patterson,2567013,K,MIA,LAC,3,,,1,,1,,,,,8,11.50
Chad Ryland,2570125,K,ARI,@IND,3,,,,,2,,,,,9,11.00
Andre Szmyt,2570470,K,CLE,@PIT,,,,,2,,1,,,,10,11.00
Daniel Carlson,2560993,K,LV,TEN,2,,,1,,,1,,,,11,10.00
Lucas Havrisik,2569534,K,GB,CIN,3,,,,1,1,,,,,12,10.00
Jason Myers,2553112,K,SEA,@JAX,2,,,1,,,1,,,,13,10.00
Brandon Aubrey,2571750,K,DAL,@CAR,3,,,2,,,,,,,14,9.00
Wil Lutz,2556601,K,DEN,@NYJ,1,,,1,,,1,,,,15,9.00
Mike Badgley,2560965,K,IND,ARI,4,,,,,1,,,,,16,8.00
Matt Gay,2562271,K,WAS,CHI,3,,,,,,1,,,,17,8.00
Jake Elliott,2558172,K,PHI,@NYG,2,,,,,1,,,,,18,6.00
Chase McLaughlin,2563203,K,TB,SF,3,,,,,1,,,,,19,6.00
Jake Bates,2571759,K,DET,@KC,2,,,1,,,,,,,20,5.00
Andy Borregales,2574365,K,NE,@NO,2,,,1,,,,,,,21,5.00
Evan McPherson,2565953,K,CIN,@GB,1,,,,,1,,,,,22,5.00
John Parker Romo,2569101,K,ATL,BUF,3,,,,1,,,,,1,23,5.00
Matthew Wright,2562968,K,TEN,@LV,1,,,,,1,,,,,24,5.00
Harrison Butker,2558245,K,KC,DET,3,1,,,1,,,,,,25,3.00
Joshua Karty,2572201,K,LAR,@BAL,2,,,,1,,,,1,,26,3.00
Tyler Loop,2573940,K,BAL,LAR,,,,,1,,,,,,27,3.00
Matt Prater,2506677,K,BUF,@ATL,2,,,,,,,,,,28,2.00
Jude McAtamney,2573503,K,NYG,PHI,4,1,,,,,,,,,29,1.00
Tyler Bass,2563596,K,BUF,@ATL,,,,,,,,,,,30,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,31,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,32,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,33,0.00
Ka'imi Fairbairn,2556521,K,HOU,Bye,,,,,,,,,,,34,0.00
Graham Gano,71309,K,NYG,PHI,,,,,,,,,,,35,0.00
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,36,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,37,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,38,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,39,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,40,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,41,0.00
Younghoe Koo,2559205,K,NYG,PHI,,,,,,,,,,,42,0.00
Lenny Krieg,2573911,K,ATL,BUF,,,,,,,,,,,43,0.00
Brandon McManus,2541556,K,GB,CIN,,,,,,,,,,,44,0.00
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,45,0.00
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,46,0.00
Will Reichard,2572273,K,MIN,Bye,,,,,,,,,,,47,0.00
Jason Sanders,2561153,K,MIA,LAC,,,,,,,,,,,48,0.00
Cairo Santos,2550636,K,CHI,@WAS,,,,,,,,,,,49,0.00
Ben Sauls,2574499,K,ATL,BUF,,,,,,,,,,,50,0.00
Spencer Shrader,2573175,K,IND,ARI,,,,,,,,,,,51,0.00
Joey Slye,2563132,K,TEN,@LV,,,,,,,,,,,52,0.00
Charlie Smyth,2572330,K,NO,NE,,,,,,,,,,,53,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,54,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,55,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,56,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,57,0.00
Cam Little,2572147,K,JAX,SEA,,1,,,,,,,,,58,-3.00
