PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Allen,2560955,QB,BUF,@NO,260,4,2,43,,,,,,,,,26.70,8,,8,,,,,1,,1,26.70
Aaron Rodgers,2506363,QB,GB,LA,307,2,,,1,,,,,,,,26.28,2,,2,,,,,1,1,2,26.28
Dak Prescott,2555260,QB,DAL,LV,375,2,,3,,,,,,,1,,25.30,1,,1,,,,,,,3,25.30
Matthew Stafford,79860,QB,LA,@GB,302,3,1,-1,,,,,,,1,1,21.98,1,,1,,,,,,,4,21.98
Mac Jones,2566334,QB,NE,TEN,310,2,,11,,,,,,,,,21.40,2,,2,,,,,1,,5,21.50
Carson Wentz,2555259,QB,IND,TB,306,3,2,21,,,,,,,,1,20.34,3,,3,,,,,1,,6,20.34
Justin Herbert,2565045,QB,LAC,@DEN,303,2,2,36,,,,,,,,,19.72,4,,4,,,,,,,7,19.72
Russell Wilson,2532975,QB,SEA,@WAS,247,2,,16,,,,,,,,,19.48,2,,2,,,,,,,8,19.48
Derek Carr,2543499,QB,LV,@DAL,373,1,,21,,,,,,,,1,25.42,2,,2,,,,,,,9,19.02
Andy Dalton,2495143,QB,CHI,@DET,317,1,1,11,,,,,,,,,16.78,6,,6,,,,,3,3,10,16.78
Joe Burrow,2563722,QB,CIN,PIT,190,1,1,8,1,,,,,,,,16.30,1,,1,,,,,1,,11,16.40
Teddy Bridgewater,2543465,QB,DEN,LAC,129,1,,10,1,,,,,,,,13.20,2,,2,,,,,1,1,12,16.16
Kirk Cousins,2532820,QB,MIN,@SF,238,2,1,,,,,,,,,,15.52,,,,,,,,,,13,15.52
Daniel Jones,2562299,QB,NYG,PHI,202,1,,30,,,,,,,,,15.08,9,,9,,,,,2,1,14,15.08
Trevor Lawrence,2566163,QB,JAX,ATL,228,1,1,39,,,,,,,1,1,15.02,5,,5,,,,,,,15,15.02
Tyrod Taylor,2495240,QB,HOU,NYJ,158,2,1,30,,,,,,,,1,14.32,2,,2,,,,,,,16,14.32
Jared Goff,2555334,QB,DET,CHI,171,2,,,,,,,,,,1,12.84,,,,,,,,,,17,12.84
Baker Mayfield,2560800,QB,CLE,@BAL,247,1,,4,,,,,,,,1,12.28,2,,2,,,,,,,18,12.28
Tom Brady,2504211,QB,TB,@IND,226,1,1,2,,,,,,,,,11.24,2,,2,,,,,1,,19,11.24
Taylor Heinicke,2553656,QB,WAS,SEA,223,1,1,3,,,,,,,,,11.22,4,,4,,,,,1,1,20,11.22
