PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,MIN,2.57,0.07,,0.47,0.54,0.61,0.61,,,0.07,10.74,1,1,0.00,-10.74
Mike Badgley,2560965,K,FA,Bye,,,,,,,,,,,,32,2,0.00,
Tyler Bass,2563596,K,BUF,@NE,,,,,,,,,,,0.00,33,3,0.00,0.0
Jake Bates,2571759,K,DET,@LAR,3.04,0.13,,0.32,0.52,0.52,0.39,,,0.06,9.01,5,4,0.00,-9.01
Andy Borregales,2574365,K,NE,BUF,1.97,0.11,,0.34,0.45,0.45,0.17,,,0.06,6.49,28,5,0.00,-6.49
Chris Boswell,2550545,K,PIT,MIA,2.23,0.07,,0.46,0.59,0.53,0.39,,,,9.11,3,6,0.00,-9.11
Harrison Butker,2558245,K,KC,LAC,2.69,0.13,0.06,0.38,0.5,0.44,0.38,,,,8.65,10,7,0.00,-8.65
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,34,8,0.00,
Daniel Carlson,2560993,K,LV,@PHI,1.87,0.05,,0.38,0.38,0.44,0.38,,,,7.55,21,9,0.00,-7.55
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,35,10,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,36,11,0.00,
Cameron Dicker,2568435,K,LAC,@KC,2.3,0.12,0.06,0.35,0.53,0.53,0.35,,,,8.57,11,12,0.00,-8.57
Jake Elliott,2558172,K,PHI,LV,2.91,0.13,,0.46,0.53,0.53,0.26,,,0.07,8.71,7,13,0.00,-8.71
Ka'imi Fairbairn,2556521,K,HOU,ARI,2.44,0.13,,0.46,0.59,0.53,0.4,,,0.07,9.12,2,14,0.00,-9.12
