PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Geno Smith,2539335,QB,SEA,@DAL,334,3,1,6,1,,,,,,,,14.08,1,29.96,15.88
Brock Purdy,2568216,QB,SF,@PHI,314,4,,9,,,,,,,,,19.49,2,29.46,9.97
Dak Prescott,2555260,QB,DAL,SEA,299,3,,23,,,,,,,1,,20.02,3,28.26,8.24
Jake Browning,2562634,QB,CIN,@JAX,354,1,,22,1,1,-7,,,,,,15.91,4,26.16,10.25
Trevor Lawrence,2566163,QB,JAX,CIN,258,2,,8,1,,,,,,,1,18.36,5,24.12,5.76
Jordan Love,2564007,QB,GB,KC,267,3,,10,,,,,,,,,16.18,6,23.68,7.5
Matthew Stafford,79860,QB,LA,CLE,279,3,,-2,,,,,,,,,14.16,7,22.96,8.8
Jalen Hurts,2564832,QB,PHI,SF,298,1,,20,1,,,,,,,1,22.12,8,22.92,0.8
Tua Tagovailoa,2564499,QB,MIA,@WAS,280,2,,,,,,,,,,,19.19,9,19.20,0.01
Sam Howell,2568333,QB,WAS,MIA,127,,1,21,2,,,,,,1,,17.75,10,19.18,1.43
Gardner Minshew,2562796,QB,IND,@TEN,312,2,,2,,,,,,,,2,14.82,11,17.68,2.86
Jared Goff,2555334,QB,DET,@NO,213,2,,-2,,,,,,,,,17.52,12,16.32,-1.2
Joe Flacco,382,QB,CLE,@LA,254,2,1,,,,,,,,,,12.85,13,16.16,3.31
Russell Wilson,2532975,QB,DEN,@HOU,186,1,3,44,1,,,,,,,,17.25,14,15.84,-1.41
C.J. Stroud,2569819,QB,HOU,DEN,274,1,,11,,,,,,,,1,20.26,15,14.06,-6.2
Patrick Mahomes,2558125,QB,KC,@GB,210,1,1,26,,,,,,,,,20.70,16,13.00,-7.7
