PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Tre Tucker,2570059,WR,LV,@WAS,,,,4,,8,145,3,,,,,50.10,1,8,9,8,9,89,2,,1,1,36.90
Courtland Sutton,2560888,WR,DEN,@LAC,,,,,,6,118,1,,,,,23.50,,6,6,6,8,75,,,,2,20.80
A.J. Brown,2562238,WR,PHI,LAR,,,,,,6,109,1,,,,,38.40,,6,6,6,10,60,2,,2,3,19.90
Garrett Wilson,2568048,WR,NYJ,@TB,,,,,,10,84,1,,,,,34.60,,10,10,10,13,77,1,,,4,19.40
Nico Collins,2566127,WR,HOU,@JAX,,,,,,8,104,1,,,,1,29.50,,8,8,8,11,73,,,,5,18.40
Luther Burden III,2574004,WR,CHI,DAL,,,,7,,3,101,1,,,,,47.90,1,3,4,3,3,100,1,1,1,6,18.30
Jaxon Smith-Njigba,2570341,WR,SEA,NO,,,,,,5,96,1,,,,,40.60,,5,5,5,6,83,2,,,7,18.10
Puka Nacua,2570026,WR,LAR,@PHI,,,,6,,11,112,,,,,,34.90,1,11,12,11,15,73,,,,8,17.30
Amon-Ra St. Brown,2566073,WR,DET,@BAL,,,,,,7,77,1,,,,,23.40,,7,7,7,8,88,2,1,,9,17.20
George Pickens,2568159,WR,DAL,@CHI,,,,,,5,68,1,,,,,33.60,,5,5,5,9,56,3,,2,10,16.80
Tory Horton,2574561,WR,SEA,NO,,,,,,3,32,1,1,,,,40.60,,3,3,3,4,75,1,,,11,16.70
Michael Pittman,2564136,WR,IND,@TEN,,,,,,6,73,1,,,,,30.00,,6,6,6,6,100,,,,12,16.30
Keenan Allen,2540154,WR,LAC,DEN,,,,,,7,65,1,,,,,33.70,,7,7,7,11,64,,,,13,16.00
DeVonta Smith,2566409,WR,PHI,LAR,,,,,,8,60,1,,,,,38.40,,8,8,8,9,89,4,3,2,14,16.00
Ricky Pearsall,2572507,WR,SF,ARI,,,,,,8,117,,,,,,24.40,,8,8,8,11,73,,,,15,15.70
Tyquan Thornton,2567958,WR,KC,@NYG,,,,,,5,71,1,,,,,30.40,,5,5,5,9,56,1,,,16,15.60
Rashod Bateman,2565836,WR,BAL,DET,,,,,,5,63,1,,,,,24.90,,5,5,5,7,71,1,,1,17,14.80
Davante Adams,2543495,WR,LAR,@PHI,,,,,,3,56,1,,,,,34.90,,3,3,3,8,38,3,,1,18,14.60
Luke McCaffrey,2572576,WR,WAS,LV,,,,,,3,56,1,,,,,40.20,,3,3,3,3,100,,,,19,14.60
Jaylen Waddle,2566292,WR,MIA,@BUF,,,,,,5,39,1,,,,,33.50,,5,5,5,6,83,1,,1,20,13.90
Rome Odunze,2571907,WR,CHI,DAL,,,,,,3,62,1,,,,,47.90,,3,3,3,7,43,,,,21,13.70
Tyreek Hill,2556214,WR,MIA,@BUF,,,,,,5,49,1,,,,,33.50,,5,5,5,10,50,2,1,1,22,13.40
Quentin Johnston,2570275,WR,LAC,DEN,,,,,,6,89,,,,,,33.70,,6,6,6,9,67,3,2,1,23,13.40
Khalil Shakir,2567334,WR,BUF,MIA,,,,,,4,45,1,,,,,27.00,,4,4,4,4,100,2,1,,24,12.50
DK Metcalf,2562685,WR,PIT,@NE,,,,,,3,32,1,,,,,23.70,,3,3,3,4,75,1,,,25,12.20
Elic Ayomanor,2574142,WR,TEN,IND,,,,,,4,38,1,,,,,24.00,,4,4,4,5,80,2,,2,26,11.80
Emeka Egbuka,2574585,WR,TB,NYJ,,,,,,6,85,,,,,,34.30,,6,6,6,8,75,,,,27,11.50
Mike Evans,2543468,WR,TB,NYJ,,,,,,4,33,1,,,,,34.30,,4,4,4,9,44,1,,1,28,11.30
Calvin Austin III,2568132,WR,PIT,@NE,,,,,,3,34,1,,,,,23.70,,3,3,3,5,60,1,,,29,10.90
DJ Moore,2560813,WR,CHI,DAL,,,,7,,4,21,1,,,,,47.90,3,4,7,4,5,80,1,,1,30,10.80
Chris Olave,2567973,WR,NO,@SEA,,,,,,10,57,,,,,,20.80,,10,10,10,14,71,,,,31,10.70
Justin Jefferson,2564556,WR,MIN,CIN,,,,,,5,75,,,,,,18.10,,5,5,5,7,71,,,,32,10.00
Sterling Shepard,2555295,WR,TB,NYJ,,,,,,4,80,,,,,,34.30,,4,4,4,5,80,,,,33,10.00
Travis Hunter,2574217,WR,JAX,HOU,,,,,,1,21,,,,,,27.00,,1,1,1,2,50,,,,34,9.80
Terry McLaurin,2562489,WR,WAS,LV,,,,,,3,74,,,,,,40.20,,3,3,3,4,75,,,,35,8.90
Alec Pierce,2567715,WR,IND,@TEN,,,,,,4,67,,,,,,30.00,,4,4,4,5,80,,,,36,8.70
Allen Lazard,2560787,WR,NYJ,@TB,,,,,,2,13,1,,,,,34.60,,2,2,2,3,67,2,,2,37,8.30
Matthew Golden,2574130,WR,GB,@CLE,,,,9,,4,52,,,,,,14.60,3,4,7,4,4,100,,,,38,8.10
Drake London,2567250,WR,ATL,@CAR,,,,,,5,55,,,,,,20.30,,5,5,5,8,63,,,,39,8.00
Ja'Marr Chase,2565941,WR,CIN,@MIN,,,,9,,5,50,,,,,1,10.90,1,5,6,5,6,83,,,,40,7.90
Jakobi Meyers,2562492,WR,LV,@WAS,,,,,,3,63,,,,,,50.10,,3,3,3,4,75,,,,41,7.80
KaVontae Turpin,2569509,WR,DAL,@CHI,,,,4,,2,64,,,,,,33.60,1,2,3,2,3,67,,,,42,7.80
JuJu Smith-Schuster,2558149,WR,KC,@NYG,,,,,,4,55,,,,,,30.40,,4,4,4,4,100,,,,43,7.50
Parker Washington,2569888,WR,JAX,HOU,,,,,,4,34,,,,,,27.00,,4,4,4,11,36,,,,44,6.90
Chris Moore,2555209,WR,WAS,LV,,,,,,2,25,,,,,,40.20,,2,2,2,2,100,,,,45,6.50
Brian Thomas Jr.,2572162,WR,JAX,HOU,,,,,,2,55,,,,,,27.00,,2,2,2,6,33,,,,46,6.50
Darnell Mooney,2563707,WR,ATL,@CAR,,,,,,4,44,,,,,,20.30,,4,4,4,11,36,,,,47,6.40
Jaylin Lane,2574612,WR,WAS,LV,,,,,,1,-2,,1,,,,40.20,,1,1,1,2,50,,,,48,6.30
Tetairoa McMillan,2573992,WR,CAR,ATL,,,,,,3,48,,,,,,13.50,,3,3,3,8,38,,,,49,6.30
Marquise Brown,2562379,WR,KC,@NYG,,,,,,4,42,,,,,,30.40,,4,4,4,6,67,,,,50,6.20
Rashid Shaheed,2569110,WR,NO,@SEA,,,,,,4,42,,,,,,20.80,,4,4,4,6,67,,,,51,6.20
Ladd McConkey,2572477,WR,LAC,DEN,,,,,,4,41,,,,,,33.70,,4,4,4,7,57,,,,52,6.10
Marvin Harrison Jr.,2572411,WR,ARI,@SF,,,,,,3,44,,,,,,13.70,,3,3,3,6,50,,,,53,5.90
Jalen Tolbert,2567508,WR,DAL,@CHI,,,,,,3,24,,,,1,,33.60,,3,3,3,6,50,,,,54,5.90
Kendrick Bourne,2558914,WR,SF,ARI,,,,,,4,38,,,,,,24.40,,4,4,4,6,67,,,,55,5.80
Tyler Lockett,2552430,WR,TEN,IND,,,,,,4,37,,,,,,24.00,,4,4,4,4,100,,,,56,5.70
Jameson Williams,2567565,WR,DET,@BAL,,,,,,2,43,,,,,,23.40,,2,2,2,3,67,,,,57,5.30
Xavier Hutchinson,2569825,WR,HOU,@JAX,,,,,,3,16,,,,,,29.50,,3,3,3,3,100,,,,58,5.20
Jalen Nailor,2567925,WR,MIN,CIN,,,,,,3,37,,,,,,18.10,,3,3,3,5,60,,,,59,5.20
Elijah Moore,2566385,WR,BUF,MIA,,,,11,,2,30,,,,,,27.00,1,2,3,2,3,67,,,,60,5.10
