PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Ka'imi Fairbairn,2556521,K,HOU,@BAL,5,,,,1,,2,,,,1,18.00
Eddy Pineiro,2560842,K,SF,@LAR,2,,,1,1,1,1,,,,2,17.00
Blake Grupe,2571234,K,NO,NYG,2,,,3,,,1,,,,3,16.50
Andy Borregales,2574365,K,NE,@BUF,2,,1,,1,,1,,,,4,13.00
Chase McLaughlin,2563203,K,TB,@SEA,3,,,,3,,,,,,5,12.60
Ryan Fitzgerald,2573979,K,CAR,MIA,3,,,,1,1,,,,,6,10.60
Joey Slye,2563132,K,TEN,@ARI,1,1,,1,,1,1,,,,7,10.00
Matt Gay,2562271,K,WAS,@LAC,3,,,1,1,,,,,,8,9.00
Cam Little,2572147,K,JAX,KC,4,,,,,,1,,,,9,9.00
Wil Lutz,2556601,K,DEN,@PHI,1,,,,1,,1,,,,10,9.00
Matt Prater,2506677,K,BUF,NE,2,,,,1,1,,,,,11,9.00
Evan McPherson,2565953,K,CIN,DET,3,,,,,,1,,,,12,8.00
Nick Folk,2507225,K,NYJ,DAL,,,,1,,1,,,,,13,7.00
Riley Patterson,2567013,K,MIA,@CAR,3,,,,,1,,,,,14,7.00
Cameron Dicker,2568435,K,LAC,WAS,1,,,,,,1,,,,15,6.60
Daniel Carlson,2560993,K,LV,@IND,,,,1,1,,,,,,16,6.00
Tyler Loop,2573940,K,BAL,HOU,1,,,1,,,,,,,17,5.50
Jake Bates,2571759,K,DET,@CIN,5,,,,,,,,,,18,5.00
Jake Elliott,2558172,K,PHI,DEN,2,,,,1,,,,,,19,5.00
Andre Szmyt,2570470,K,CLE,MIN,2,,,,1,,,,,,20,5.00
Harrison Butker,2558245,K,KC,@JAX,4,,,,,,,,,,21,4.60
Brandon Aubrey,2571750,K,DAL,@NYJ,4,1,,,1,,,,,,22,4.00
Jason Myers,2553112,K,SEA,TB,5,,,,,,,,,,23,4.00
Joshua Karty,2572201,K,LAR,SF,2,1,,,,1,,,,,24,3.00
Will Reichard,2572273,K,MIN,@CLE,3,,,,,,,,,,25,3.00
Chad Ryland,2570125,K,ARI,TEN,3,,,,,,,,,,26,3.00
Jude McAtamney,2573503,K,NYG,@NO,2,,,,,,,,,,27,2.00
Spencer Shrader,2573175,K,IND,LV,2,,,,,,,,,,28,2.00
Mike Badgley,2560965,K,IND,LV,,,,,,,,,,,29,0.00
Tyler Bass,2563596,K,BUF,NE,,,,,,,,,,,30,0.00
Chris Boswell,2550545,K,PIT,Bye,,,,,,,,,,,31,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,32,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,33,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,34,0.00
Graham Gano,71309,K,NYG,@NO,,,,,,,,,,,35,0.00
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,36,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,37,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,38,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,39,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,40,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,41,0.00
Younghoe Koo,2559205,K,NYG,@NO,,,,,,,,,,,42,0.00
Lenny Krieg,2573911,K,ATL,Bye,,,,,,,,,,,43,0.00
Brandon McManus,2541556,K,GB,Bye,,,,,,,,,,,44,0.00
Mark McNamee,2574637,K,GB,Bye,,,,,,,,,,,45,0.00
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,46,0.00
Jake Moody,2570308,K,CHI,Bye,,,,,,,,,,,47,0.00
John Parker Romo,2569101,K,ATL,Bye,,,,,,,,,,,48,0.00
Jason Sanders,2561153,K,MIA,@CAR,,,,,,,,,,,49,0.00
Cairo Santos,2550636,K,CHI,Bye,,,,,,,,,,,50,0.00
Ben Sauls,2574499,K,ATL,Bye,,,,,,,,,,,51,0.00
Charlie Smyth,2572330,K,NO,NYG,,,,,,,,,,,52,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,53,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,54,0.00
Matthew Wright,2562968,K,TEN,@ARI,,,,,,,,,,,55,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,56,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,57,0.00
