PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Paulson Adebo,2566346,DB,NO,@ATL,10,2,,,1,,,,,,,,,3,,1,,1,27.23
Jaquan Brisker,2567370,DB,CHI,LAR,8,4,1,2,1,,,,,,,,,1,1,,,2,25.90
Xavier Woods,2558159,DB,CAR,CIN,7,3,,1,1,,,,,,,,,1,,33,,3,20.90
Byron Murphy,2562318,DB,MIN,@GB,5,2,,,1,1,,,,,,,,2,,,,4,20.70
Carlton Davis,2561039,DB,DET,SEA,4,3,,1,,,1,,,,,,,3,,,49,5,19.43
Dee Alford,2567244,DB,ATL,NO,8,1,1,1,,,,,,,,,,1,1,,,6,19.10
Montaric Brown,2567727,DB,JAX,@HOU,5,3,,1,,,,,,,,,,3,,,,7,18.30
Budda Baker,2558009,DB,ARI,WAS,10,5,,,,,,,,,,,,,,,,8,18.00
DeShon Elliott,2560715,DB,PIT,@IND,8,4,,,,1,,,,,,,,,,,,9,17.90
Kerby Joseph,2567550,DB,DET,SEA,5,4,,1,1,,,,,,,,,1,,,,10,17.40
P.J. Locke,2563012,DB,DEN,@NYJ,8,2,1,1,,,,,,,,,,,1,,,11,17.20
Amik Robertson,2564430,DB,DET,SEA,8,,,,,,,,,,,,,2,,,,12,17.00
Keisean Nixon,2562938,DB,GB,MIN,5,2,1,1,,1,,,,,,,,,1,,,13,16.20
Jeremy Chinn,2563632,DB,WAS,@ARI,7,3,,,,1,,,,,,,,,,,,14,15.80
Camryn Bynum,2566295,DB,MIN,@GB,6,1,,,,,1,,,,,,,2,,,,15,15.60
Shaquill Griffin,2558259,DB,MIN,@GB,2,1,,,1,,,,,,,,,3,,28,,16,15.53
Jabrill Peppers,2557980,DB,NE,@SF,3,4,,,1,,,,,,,,,2,,,,17,15.40
Chris Lammons,2561226,DB,IND,PIT,4,1,1,1,,1,1,,,,,,,,1,,3,18,15.20
Jaycee Horn,2565893,DB,CAR,CIN,7,1,,1,,,,,,,,,,1,,,,19,15.10
Darius Slay,2540288,DB,PHI,@TB,8,1,,,,,,,,,,,,1,,,,20,15.10
Ji'Ayir Brown,2570287,DB,SF,NE,5,3,,2,,,,,,,,,,1,,,,21,14.80
Nick Cross,2567700,DB,IND,PIT,7,1,,,,1,,,,,,,,,,,,22,14.60
Riley Moss,2569723,DB,DEN,@NYJ,7,1,,,,,1,,,,,,,1,,,,23,14.60
DJ Turner II,2569654,DB,CIN,@CAR,6,1,,,,,,,,,,,,2,,,,24,14.60
Amani Oruwariye,2562390,DB,DAL,@NYG,3,,,1,1,,,,,,,,,2,,,,25,14.50
Tyler Nubin,2572345,DB,NYG,DAL,6,2,,,,1,,,,,,,,,,,,26,13.70
Isaiah Pola-Mao,2568993,DB,LV,CLE,4,2,1,1,,,,,,,,,,1,1,,,27,13.70
Vonn Bell,2555530,DB,CIN,@CAR,3,3,,,1,,,,,,,,,1,,32,,28,13.37
Tony Adams,2568444,DB,NYJ,DEN,4,7,,2,,,,,,,,,,,,,,29,13.20
Tre'von Moehrig,2566268,DB,LV,CLE,4,1,,,1,,,,,,,,,1,,16,,30,13.13
Rasul Douglas,2558168,DB,BUF,@BAL,5,2,,,,1,,,,,,,,,,,,31,12.20
Ronald Darby,2552689,DB,JAX,@HOU,6,1,,,,,,,,,,,,1,,,,32,12.10
Brandon Jones,2564469,DB,DEN,@NYJ,3,2,,,,1,,,,,,,,1,,,,33,11.70
Eric Murray,2555173,DB,HOU,JAX,3,1,1,1,,,,,,,,,,1,1,,,34,11.60
Quinyon Mitchell,2572387,DB,PHI,@TB,6,,,,,,,,,,,,,1,,,,35,11.50
Quentin Lake,2567844,DB,LAR,@CHI,4,2,1,1,,,,,,,,,,,1,,,36,11.20
Ja'Quan McMillian,2568747,DB,DEN,@NYJ,4,2,,1,,,,,,,,,,1,,,,37,11.20
Garrett Williams,2570221,DB,ARI,WAS,3,1,,,1,,,,,,,,,1,,,,38,11.10
Alontae Taylor,2567979,DB,NO,@ATL,4,,,,,,,,,,,,,2,,,,39,11.00
Kyle Hamilton,2567274,DB,BAL,BUF,6,1,,,,,1,,,,,,,,,,8,40,10.87
Minkah Fitzpatrick,2560725,DB,PIT,@IND,6,3,,,,,,,,,,,,,,,,41,10.80
Trent McDuffie,2567802,DB,KC,@LAC,3,3,,1,,,,,,,,,,1,1,,,42,10.80
Jamel Dean,2562556,DB,TB,PHI,3,2,,,,,,,,,,,,2,,,,43,10.70
Avonte Maddox,2560795,DB,PHI,@TB,3,2,,,,,,,,,,,,2,,,,44,10.70
Daxton Hill,2567451,DB,CIN,@CAR,5,1,,,,,,,,,,,,1,,,,45,10.60
Jaylon Jones,2569870,DB,IND,PIT,5,1,,,,,,,,,,,,1,,,,46,10.60
Mike Hughes,2560746,DB,ATL,NO,7,,,,,,,,,,,,,,,,,47,10.50
Elijah Molden,2566115,DB,LAC,KC,5,3,,,,,1,,,,,,,,,,,48,10.30
Cordale Flott,2567997,DB,NYG,DAL,3,1,,,,,,,,,,,,2,,,,49,10.10
D.J. Reed,2560850,DB,NYJ,DEN,2,1,,1,,,,,,,,,,2,,,,50,10.10
Derek Stingley Jr.,2567694,DB,HOU,JAX,3,1,,,,,,,,,,,,2,,,,51,10.10
Malik Hooker,2558060,DB,DAL,@NYG,5,,,,,,,,,,,,,1,,,,52,10.00
Antonio Johnson,2569879,DB,JAX,@HOU,5,,,,,,,,,,,,,1,,,,53,10.00
Jourdan Lewis,2557920,DB,DAL,@NYG,5,,,,,,,,,,,,,1,,,,54,10.00
Charvarius Ward,2561417,DB,SF,NE,5,,,,,,,,,,,,,1,,,,55,10.00
Marlon Humphrey,2558067,DB,BAL,BUF,4,2,,,,,,,,,,,,1,,,,56,9.70
Kamari Lassiter,2572102,DB,HOU,JAX,5,1,,1,,,,,,,,,,,,,,57,9.60
Eric Stokes,2566097,DB,GB,MIN,6,1,,,,,,,,,,,,,,,,58,9.60
Kristian Fulton,2564046,DB,LAC,KC,1,1,,,1,,,,,,,,,2,,29,,59,9.57
Xavier McKinney,2564766,DB,GB,MIN,1,3,,,1,,,,,,,,,1,,,,60,9.30
Terrion Arnold,2572009,DB,DET,SEA,4,1,,,,,,,,,,,,1,,,,61,9.10
Reed Blankenship,2568057,DB,PHI,@TB,4,1,,,,,,,,,,,,1,,,,62,9.10
Harrison Smith,2532948,DB,MIN,@GB,4,1,,,,,,,,,,,,1,,,,63,9.10
Christian Gonzalez,2570122,DB,NE,@SF,6,,,,,,,,,,,,,,,,,64,9.00
Ronnie Hickman Jr.,2570867,DB,CLE,@LV,6,,,,,,,,,,,,,,,,,65,9.00
Jaylon Johnson,2563701,DB,CHI,LAR,5,,,1,,,,,,,,,,,,,,66,9.00
Julian Blackmon,2564103,DB,IND,PIT,3,3,0.5,,,,1,,,,,,,,1,,,67,8.80
Kyler Gordon,2567391,DB,CHI,LAR,4,3,,,,,1,,,,,,,,,,,68,8.80
Kevin Byard,2555158,DB,CHI,LAR,5,2,,,,,,,,,,,,,,,,69,8.70
Jaylen Watson,2567811,DB,KC,@LAC,2,1,,,,,,,,,,,,2,,,,70,8.60
Storm Duck,2573259,DB,MIA,TEN,3,,,1,,,,,,,,,,1,,,,71,8.50
Jalen Pitre,2567688,DB,HOU,JAX,4,,,,,,,,,,,,,1,,,,72,8.50
Calen Bullock,2572081,DB,HOU,JAX,3,2,,,,,,,,,,,,1,,,,73,8.20
Amani Hooker,2562666,DB,TEN,@MIA,3,2,,,,,,,,,,,,1,,,,74,8.20
