PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,@LV,2.55,0.07,,0.47,0.54,0.6,0.6,,,0.07,10.63,1,1,0.00,-10.63
Mike Badgley,2560965,K,IND,Bye,,,,,,,,,,,,30,2,0.00,
Tyler Bass,2563596,K,BUF,TB,,,,,,,,,,,0.00,31,3,0.00,0.0
Jake Bates,2571759,K,DET,@PHI,2.94,0.13,,0.31,0.5,0.5,0.38,,,0.06,8.69,7,4,0.00,-8.69
Andy Borregales,2574365,K,NE,NYJ,2.17,0.12,,0.37,0.5,0.5,0.19,,,0.06,7.19,24,5,0.00,-7.19
Chris Boswell,2550545,K,PIT,CIN,2.44,0.07,,0.5,0.65,0.57,0.43,,,,9.97,2,6,0.00,-9.97
Harrison Butker,2558245,K,KC,@DEN,2.69,0.13,0.06,0.38,0.5,0.44,0.38,,,,8.65,8,7,0.00,-8.65
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,32,8,0.00,
Daniel Carlson,2560993,K,LV,DAL,2.23,0.07,,0.46,0.46,0.53,0.46,,,,9.07,4,9,0.00,-9.07
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,33,10,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,34,11,0.00,
Cameron Dicker,2568435,K,LAC,@JAX,2.44,0.13,0.06,0.38,0.56,0.56,0.38,,,,9.13,3,12,0.00,-9.13
Jake Elliott,2558172,K,PHI,DET,2.86,0.13,,0.45,0.52,0.52,0.26,,,0.06,8.57,12,13,0.00,-8.57
Ka'imi Fairbairn,2556521,K,HOU,@TEN,2.31,0.13,,0.44,0.56,0.5,0.38,,,0.06,8.63,10,14,0.00,-8.63
Ryan Fitzgerald,2573979,K,CAR,@ATL,1.92,0.06,,0.36,0.54,0.48,0.18,,,0.06,7.08,26,15,0.00,-7.08
Nick Folk,2507225,K,NYJ,@NE,1.69,0.05,,0.31,0.46,0.41,0.15,,,0.05,6.09,29,16,0.00,-6.09
Graham Gano,71309,K,NYG,GB,1.9,0.13,,0.39,0.52,0.46,0.26,,,0.07,7.18,25,17,0.00,-7.18
Matt Gay,2562271,K,WAS,@MIA,2.75,0.13,,0.44,0.5,0.44,0.31,,,0.06,8.30,13,18,0.00,-8.3
Zane Gonzalez,2558178,K,ATL,CAR,2.25,0.25,,0.25,0.75,0.5,0.25,,,,7.75,20,19,0.00,-7.75
Blake Grupe,2571234,K,NO,Bye,,,,,,,,,,,,35,20,0.00,
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,36,21,0.00,
Lucas Havrisik,2569534,K,GB,@NYG,,,,,,,,,,,0.00,37,22,0.00,0.0
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,38,23,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,39,24,0.00,
Greg Joseph,2561534,K,LV,DAL,,,,,,,,,,,0.00,40,25,0.00,0.0
Joshua Karty,2572201,K,LAR,SEA,,,,,,,,,,,0.00,41,26,0.00,0.0
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,42,27,0.00,
Younghoe Koo,2559205,K,NYG,GB,,,,,,,,,,,0.00,43,28,0.00,0.0
Lenny Krieg,2573911,K,ATL,CAR,,,,,,,,,,,0.00,44,29,0.00,0.0
Cam Little,2572147,K,JAX,LAC,2.43,0.13,,0.46,0.53,0.46,0.33,,,0.07,8.30,14,30,0.00,-8.3
Tyler Loop,2573940,K,BAL,@CLE,2.92,0.19,,0.32,0.52,0.58,0.26,,,0.06,8.30,15,31,0.00,-8.3
Wil Lutz,2556601,K,DEN,KC,2.18,0.12,,0.42,0.48,0.42,0.36,,,0.06,7.82,19,32,0.00,-7.82
