PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Chris Boswell,2550545,K,PIT,GB,2.03,0.06,,0.42,0.54,0.48,0.36,,,,8.33,10,1,20.00,11.67
Chase McLaughlin,2563203,K,TB,@NO,2.8,0.13,,0.4,0.53,0.53,0.4,,,,9.19,2,2,17.00,7.81
Cameron Dicker,2568435,K,LAC,MIN,2.44,0.13,0.06,0.38,0.56,0.56,0.38,,,,9.13,3,3,15.50,6.37
Ka'imi Fairbairn,2556521,K,HOU,SF,2.2,0.12,,0.42,0.54,0.48,0.36,,,0.06,8.26,11,4,14.00,5.74
Andy Borregales,2574365,K,NE,CLE,1.97,0.11,,0.34,0.45,0.45,0.17,,,0.06,6.49,22,5,13.00,6.51
Tyler Loop,2573940,K,BAL,CHI,2.82,0.19,,0.31,0.5,0.56,0.25,,,0.06,7.98,13,6,13.00,5.02
Nick Folk,2507225,K,NYJ,@CIN,1.86,0.06,,0.34,0.51,0.45,0.17,,,0.06,6.71,21,7,12.00,5.29
Cairo Santos,2550636,K,CHI,@BAL,1.94,0.06,,0.44,0.5,0.56,0.25,,,0.06,7.88,14,8,11.00,3.12
Riley Patterson,2567013,K,MIA,@ATL,2.47,0.19,,0.38,0.57,0.38,0.19,,,0.19,7.03,20,9,10.00,2.97
Mike Badgley,2560965,K,IND,TEN,2.66,0.19,,0.38,0.57,0.67,0.19,,,0.1,8.37,9,10,9.00,0.63
Jake Elliott,2558172,K,PHI,NYG,2.86,0.13,,0.45,0.52,0.52,0.26,,,0.06,8.57,8,11,9.00,0.43
Graham Gano,71309,K,NYG,@PHI,1.67,0.12,,0.35,0.46,0.4,0.23,,,0.06,6.31,23,12,9.00,2.69
Wil Lutz,2556601,K,DEN,DAL,2.38,0.13,,0.46,0.53,0.46,0.4,,,0.07,8.60,7,13,9.00,0.4
Matt Prater,2506677,K,BUF,@CAR,2.93,0.27,,0.27,0.8,0.53,0.27,,,,8.80,5,14,9.00,0.2
Brandon McManus,2541556,K,GB,@PIT,2.25,0.13,,0.44,0.5,0.5,0.31,,,,8.10,12,15,8.00,-0.1
Evan McPherson,2565953,K,CIN,NYJ,2.82,0.13,,0.39,0.52,0.52,0.33,,,0.07,8.69,6,16,8.00,-0.69
Brandon Aubrey,2571750,K,DAL,@DEN,2.38,0.06,,0.44,0.5,0.56,0.56,,,0.06,9.94,1,17,6.00,-3.94
Will Reichard,2572273,K,MIN,@LAC,2.19,0.12,,0.36,0.47,0.47,0.36,,,0.06,7.82,15,18,6.00,-1.82
John Parker Romo,2569101,K,ATL,MIA,2.47,0.35,,0.35,0.7,0.35,0.35,,,,7.72,16,19,5.00,-2.72
Harrison Butker,2558245,K,KC,WAS,2.97,0.14,0.07,0.41,0.55,0.48,0.41,,,,8.93,4,20,4.00,-4.93
Blake Grupe,2571234,K,NO,TB,1.94,0.13,,0.38,0.5,0.44,0.31,,,,7.37,17,21,4.00,-3.37
Joey Slye,2563132,K,TEN,@IND,1.63,0.11,,0.34,0.39,0.39,0.28,,,0.06,6.28,24,22,2.00,-4.28
Eddy Pineiro,2560842,K,SF,@HOU,2.12,0.24,,0.24,0.71,0.47,0.24,,,,7.33,18,23,1.00,-6.33
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,,56,24,1.00,
Tyler Bass,2563596,K,BUF,@CAR,,,,,,,,,,,0.00,25,25,0.00,0.0
Jake Bates,2571759,K,DET,Bye,,,,,,,,,,,,26,26,0.00,
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,27,27,0.00,
Daniel Carlson,2560993,K,LV,Bye,,,,,,,,,,,,28,28,0.00,
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,29,29,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,30,30,0.00,
Ryan Fitzgerald,2573979,K,CAR,BUF,1.91,0.06,,0.36,0.54,0.48,0.18,,,0.06,7.07,19,31,0.00,-7.07
Matt Gay,2562271,K,WAS,@KC,,,,,,,,,,,0.00,31,32,0.00,0.0
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,,32,33,0.00,
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,33,34,0.00,
Lucas Havrisik,2569534,K,GB,@PIT,,,,,,,,,,,0.00,34,35,0.00,0.0
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,35,36,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,36,37,0.00,
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,,37,38,0.00,
Joshua Karty,2572201,K,LAR,Bye,,,,,,,,,,,,38,39,0.00,
