PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Josh Allen,2560955,QB,BUF,BAL,232.76,1.63,0.69,30.62,0.59,,,,,0.01,,0.52,20.07,4,1,38.76,18.69
Justin Fields,2565920,QB,NYJ,PIT,206.19,1.18,0.88,46.22,0.44,,,,,0.01,,0.66,17.21,9,2,29.52,12.31
Daniel Jones,2562299,QB,IND,MIA,192.38,0.81,0.64,27.27,0.23,,,,,0.02,,0.93,12.02,31,3,29.48,17.46
Lamar Jackson,2560757,QB,BAL,@BUF,228.3,1.82,0.73,59.63,0.27,,,,,0.01,,0.64,21.32,1,4,29.36,8.04
Justin Herbert,2565045,QB,LAC,KC,229.08,1.47,0.6,17.32,0.08,,,,,0.01,,0.34,15.44,17,5,27.92,12.48
Patrick Mahomes,2558125,QB,KC,@LAC,248.01,1.78,0.74,22.16,0.11,,,,,0.01,,0.31,17.88,7,6,27.02,9.14
Aaron Rodgers,2506363,QB,PIT,@NYJ,227.48,1.78,0.55,6.44,,,,,,0.01,,0.36,15.10,21,7,25.66,10.56
Jalen Hurts,2564832,QB,PHI,DAL,218.23,1.36,0.73,42.35,0.89,,,,,0.01,,0.59,21.16,2,8,24.28,3.12
Baker Mayfield,2560800,QB,TB,@ATL,252.63,1.96,0.82,15.87,0.17,,,,,0.06,,0.62,18.03,6,9,22.58,4.55
Michael Penix Jr.,2571814,QB,ATL,TB,224.66,1.09,0.75,9.66,0.4,,,,,0.01,,0.51,14.25,26,10,21.89,7.64
Jayden Daniels,2572564,QB,WAS,NYG,232.2,1.38,0.65,52.86,0.48,,,,,0.01,,0.53,20.67,3,11,20.12,-0.55
Kyler Murray,2562382,QB,ARI,@NO,224.96,1.22,0.75,36.14,0.24,,,,,0.01,,0.57,16.35,13,12,18.32,1.97
Geno Smith,2539335,QB,LV,@NE,258.33,1.44,0.87,10.13,0.05,,,,,0.01,,0.43,14.87,23,13,17.48,2.61
Brock Purdy,2568216,QB,SF,@SEA,262.51,1.56,0.76,16.95,0.22,,,,,0.01,,0.31,17.68,8,14,16.78,-0.9
Jordan Love,2564007,QB,GB,DET,237.56,1.67,0.71,12.43,0.23,,,,,0.01,,0.43,16.59,12,15,15.92,-0.67
Drake Maye,2572294,QB,NE,LV,216.64,1.36,0.73,32.42,0.11,,,,,0.01,,0.62,15.37,18,16,13.28,-2.09
Joe Flacco,382,QB,CLE,CIN,258.13,1.75,0.96,3.84,0.04,,,,,0.01,,0.6,14.89,22,17,12.20,-2.69
Matthew Stafford,79860,QB,LAR,HOU,236,1.57,0.75,2.28,0.06,,,,,,,0.31,14.19,27,18,12.00,-2.19
Spencer Rattler,2572327,QB,NO,ARI,208.1,1.01,0.77,17.62,0.01,,,,,0.01,,0.65,11.41,32,19,11.46,0.05
Jared Goff,2555334,QB,DET,@GB,262.58,1.87,0.75,6.43,0.11,,,,,0.01,,0.43,16.99,10,20,10.90,-6.09
Trevor Lawrence,2566163,QB,JAX,CAR,248.64,1.41,0.72,17.99,0.2,,,,,0.01,,0.65,15.90,15,21,10.32,-5.58
Russell Wilson,2532975,QB,NYG,@WAS,223.82,1.64,0.58,10.11,0.1,,,,,0.01,,0.37,15.28,19,22,10.12,-5.16
Dak Prescott,2555260,QB,DAL,@PHI,253.84,1.8,0.84,9.76,0.09,,,,,0.01,,0.47,16.31,14,23,9.32,-6.99
Joe Burrow,2563722,QB,CIN,@CLE,279.03,2.21,0.68,10.38,0.12,,,,,,,0.49,19.42,5,24,8.82,-10.6
C.J. Stroud,2569819,QB,HOU,@LAR,241.77,1.31,0.74,13.01,0.07,,,,,0.01,,0.41,14.39,25,25,8.72,-5.67
Bryce Young,2569606,QB,CAR,@JAX,218.99,1.32,0.68,16.84,0.15,,,,,0.01,,0.6,13.75,28,26,8.16,-5.59
Bo Nix,2572003,QB,DEN,TEN,223.99,1.58,0.77,25.69,0.19,,,,,0.01,,0.45,16.61,11,27,6.84,-9.77
Sam Darnold,2561036,QB,SEA,SF,241.76,1.64,0.9,11.05,0.1,,,,,0.01,,0.51,15.18,20,28,5.40,-9.78
Tua Tagovailoa,2564499,QB,MIA,@IND,265.79,1.72,0.89,7.14,0.07,,,,,0.01,,0.58,15.77,16,29,5.26,-10.51
Cam Ward,2574164,QB,TEN,@DEN,216.64,1.23,0.78,14.53,0.15,,,,,0.01,,0.6,13.24,30,30,2.48,-10.76
Zach Wilson,2566391,QB,MIA,@IND,,,,,,,,,,,,,0.00,124,31,1.58,1.58
Jalen Milroe,2574570,QB,SEA,SF,,,,,,,,,,,,,0.00,87,32,0.10,0.1
Brandon Allen,2555365,QB,TEN,@DEN,,,,,,,,,,,,,0.00,34,33,0.00,0.0
Kyle Allen,2561177,QB,DET,@GB,,,,,,,,,,,,,0.00,35,34,0.00,0.0
Tyson Bagent,2570467,QB,CHI,MIN,,,,,,,,,,,,,0.00,36,35,0.00,0.0
Connor Bazelak,2574581,QB,TB,@ATL,,,,,,,,,,,,,0.00,37,36,0.00,0.0
Jason Bean,2573169,QB,FA,Bye,,,,,,,,,,,,,,38,37,0.00,
Stetson Bennett,2569939,QB,LAR,HOU,,,,,,,,,,,,,0.00,39,38,0.00,0.0
Tim Boyle,2561187,QB,FA,Bye,,,,,,,,,,,,,,40,39,0.00,
Carter Bradley,2573208,QB,FA,Bye,,,,,,,,,,,,,,41,40,0.00,
Teddy Bridgewater,2543465,QB,TB,@ATL,,,,,,,,,,,,,0.00,42,41,0.00,0.0
Jacoby Brissett,2555261,QB,ARI,@NO,,,,,,,,,,,,,0.00,43,42,0.00,0.0
Max Brosmer,2574340,QB,MIN,@CHI,,,,,,,,,,,,,0.00,44,43,0.00,0.0
Jake Browning,2562634,QB,CIN,@CLE,,,,,,,,,,,,,0.00,45,44,0.00,0.0
Shane Buechele,2566983,QB,BUF,BAL,,,,,,,,,,,,,0.00,46,45,0.00,0.0
Sean Clifford,2569762,QB,FA,Bye,,,,,,,,,,,,,,47,46,0.00,
Brady Cook,2574435,QB,NYJ,PIT,,,,,,,,,,,,,0.00,48,47,0.00,0.0
Kirk Cousins,2532820,QB,ATL,TB,,,,,,,,,,,,,0.00,49,48,0.00,0.0
Andy Dalton,2495143,QB,CAR,@JAX,,,,,,,,,,,,,0.00,50,49,0.00,0.0
Jaxson Dart,2574419,QB,NYG,@WAS,4.29,0.03,0.01,4.27,0.04,,,,,,,0.02,0.90,33,50,0.00,-0.9
Hunter Dekkers,2574397,QB,FA,Bye,,,,,,,,,,,,,,51,51,0.00,
Tommy DeVito,2570578,QB,NE,LV,,,,,,,,,,,,,0.00,52,52,0.00,0.0
Ben DiNucci,2563839,QB,FA,Bye,,,,,,,,,,,,,,53,53,0.00,
Joshua Dobbs,2558167,QB,NE,LV,,,,,,,,,,,,,0.00,54,54,0.00,0.0
Sam Ehlinger,2566142,QB,DEN,TEN,,,,,,,,,,,,,0.00,55,55,0.00,0.0
Taylor Elgersma,2574129,QB,FA,Bye,,,,,,,,,,,,,,56,56,0.00,
Quinn Ewers,2574321,QB,MIA,@IND,,,,,,,,,,,,,0.00,57,57,0.00,0.0
Brett Gabbert,2574621,QB,FA,Bye,,,,,,,,,,,,,,58,58,0.00,
Dillon Gabriel,2574045,QB,CLE,CIN,,,,,,,,,,,,,0.00,59,59,0.00,0.0
Ethan Garbers,2573980,QB,FA,Bye,,,,,,,,,,,,,,60,60,0.00,
Jimmy Garoppolo,2543801,QB,LAR,HOU,,,,,,,,,,,,,0.00,61,61,0.00,0.0
Will Grier,2562404,QB,DAL,@PHI,,,,,,,,,,,,,0.00,62,62,0.00,0.0
Jake Haener,2570131,QB,FA,Bye,,,,,,,,,,,,,,63,63,0.00,
Sam Hartman,2573599,QB,WAS,NYG,,,,,,,,,,,,,0.00,64,64,0.00,0.0
Taylor Heinicke,2553656,QB,FA,Bye,,,,,,,,,,,,,,65,65,0.00,
Seth Henigan,2574215,QB,JAX,CAR,,,,,,,,,,,,,0.00,66,66,0.00,0.0
Hendon Hooker,2569744,QB,CAR,@JAX,,,,,,,,,,,,,0.00,67,67,0.00,0.0
Will Howard,2574494,QB,PIT,@NYJ,,,,,,,,,,,,,0.00,68,68,0.00,0.0
Sam Howell,2568333,QB,PHI,DAL,,,,,,,,,,,,,0.00,69,69,0.00,0.0
Tyler Huntley,2563560,QB,BAL,@BUF,,,,,,,,,,,,,0.00,70,70,0.00,0.0
Josh Johnson,264,QB,WAS,NYG,,,,,,,,,,,,,0.00,71,71,0.00,0.0
Emory Jones,2572796,QB,ATL,TB,,,,,,,,,,,,,0.00,72,72,0.00,0.0
Mac Jones,2566334,QB,SF,@SEA,,,,,,,,,,,,,0.00,73,73,0.00,0.0
Case Keenum,2532888,QB,CHI,MIN,,,,,,,,,,,,,0.00,74,74,0.00,0.0
Trey Lance,2566532,QB,LAC,KC,,,,,,,,,,,,,0.00,75,75,0.00,0.0
Devin Leary,2571832,QB,FA,Bye,,,,,,,,,,,,,,76,76,0.00,
Riley Leonard,2574190,QB,IND,MIA,,,,,,,,,,,,,0.00,77,77,0.00,0.0
Will Levis,2569798,QB,TEN,@DEN,,,,,,,,,,,,,0.00,78,78,0.00,0.0
Drew Lock,2562305,QB,SEA,SF,,,,,,,,,,,,,0.00,79,79,0.00,0.0
Marcus Mariota,2552466,QB,WAS,NYG,,,,,,,,,,,,,0.00,80,80,0.00,0.0
Adrian Martinez,2570984,QB,SF,@SEA,,,,,,,,,,,,,0.00,81,81,0.00,0.0
J.J. McCarthy,2572270,QB,MIN,@CHI,237.39,1.39,0.85,15.19,0.14,,,,,0.01,,0.49,14.79,24,82,0.00,-14.79
Kyle McCord,2574465,QB,PHI,DAL,,,,,,,,,,,,,0.00,82,83,0.00,0.0
Tanner McKee,2570206,QB,PHI,DAL,,,,,,,,,,,,,0.00,83,84,0.00,0.0
Graham Mertz,2574175,QB,HOU,@LAR,,,,,,,,,,,,,0.00,84,85,0.00,0.0
Cam Miller,2574304,QB,LV,@NE,,,,,,,,,,,,,0.00,85,86,0.00,0.0
