PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Mark Andrews,2560957,TE,BAL,@CIN,,,,,,8,125,1,,,,,10.63,1,22.50,11.87
Dalton Schultz,2560866,TE,DAL,WAS,,,,,,8,82,1,,,,,6.43,2,18.20,11.77
Gerald Everett,2557889,TE,SEA,CHI,,,,,,4,68,1,,,,,6.96,3,14.80,7.84
Kyle Pitts,2565830,TE,ATL,DET,,,,,,6,102,,,,,,9.78,4,13.20,3.42
John Bates,2566580,TE,WAS,@DAL,,,,,,2,45,1,,,,1,3.12,5,10.50,7.38
Jimmy Graham,497236,TE,CHI,@SEA,,,,,,2,30,1,,,,,4.15,6,10.00,5.85
Evan Engram,2557858,TE,NYG,@PHI,,,,,,4,17,1,,,,,6.45,7,9.70,3.25
Zach Ertz,2540158,TE,ARI,IND,,,,,,8,54,,,,,,7.06,8,9.40,2.34
Hayden Hurst,2560747,TE,ATL,DET,,,,,,2,21,1,,,,,3.85,9,9.10,5.25
Foster Moreau,2562317,TE,LV,DEN,,,,,,4,67,,,,,,5.77,10,8.70,2.93
Cameron Brate,2550656,TE,TB,@CAR,,,,,,2,11,1,,,,,6.56,11,8.10,1.54
Dawson Knox,2562681,TE,BUF,@NE,,,,,,2,11,1,,,,,8.71,12,8.10,-0.61
Jared Cook,71265,TE,LAC,@HOU,,,,,,3,44,,,,1,,7.45,13,7.90,0.45
Brevin Jordan,2566130,TE,HOU,LAC,,,,,,4,56,,,,,,1.84,14,7.60,5.76
Cole Kmet,2563704,TE,CHI,@SEA,,,,,,4,49,,,,,,8.17,15,6.90,-1.27
James O'Shaughnessy,2553318,TE,JAX,@NYJ,,,,,,4,49,,,,,,5.08,16,6.90,1.82
Zach Gentry,2562654,TE,PIT,@KC,,,,,,4,31,,,,,,1.83,17,6.80,4.97
Harrison Bryant,2563767,TE,CLE,@GB,,,,,,1,1,1,,,,,2.06,18,6.60,4.54
