PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Ryan Succop,89802,K,TB,@CAR,2,,,1,1,2,,,,,8.14,1,16.00,7.86
Dominik Eberle,2565360,K,CAR,TB,5,,,1,,,1,,,,6.21,2,13.00,6.79
Matt Gay,2562271,K,LA,@MIN,3,,,1,2,,,,,,6.45,3,12.00,5.55
Dustin Hopkins,2539227,K,LAC,@HOU,,,,,1,1,1,,,,7.13,4,12.00,4.87
Greg Joseph,2561534,K,MIN,LA,2,,,2,,1,,,,,6.77,5,12.00,5.23
Younghoe Koo,2559205,K,ATL,DET,2,,,,,1,1,,,,7.98,6,11.00,3.02
Evan McPherson,2565953,K,CIN,BAL,5,,,,2,,,,,,6.43,7,11.00,4.57
Matthew Wright,2562968,K,JAX,@NYJ,,,,1,,2,,,,,5.32,8,11.00,5.68
Jake Elliott,2558172,K,PHI,NYG,4,,,1,1,,,,,,5.61,9,10.00,4.39
Brandon McManus,2541556,K,DEN,@LV,1,,,,,1,1,,,,6.63,10,10.00,3.37
Riley Patterson,2567013,K,DET,@ATL,1,,,2,1,,,,,,5.93,11,10.00,4.07
Mike Badgley,2560965,K,IND,@ARI,2,,,,1,1,,,,,6.99,12,9.00,2.01
Tyler Bass,2563596,K,BUF,@NE,3,,,1,1,,,,,,5.92,13,9.00,3.08
Randy Bullock,2533444,K,TEN,SF,2,,,,1,1,,,,,7.51,14,9.00,1.49
Elliott Fry,2562897,K,CIN,BAL,3,1,,,2,1,,,,1,,15,9.00,
Jason Sanders,2561153,K,MIA,@NO,2,,,,1,1,,,,,6.63,16,9.00,2.37
Greg Zuerlein,2534797,K,DAL,WAS,8,,,,,,,,,,6.78,17,8.00,1.22
Daniel Carlson,2560993,K,LV,DEN,2,,,,,1,,,,,7.11,18,6.00,-1.11
Mason Crosby,2507232,K,GB,CLE,3,,,,1,,,,,,7.36,19,6.00,-1.36
Graham Gano,71309,K,NYG,@PHI,1,,,,,,1,,,,6.18,20,6.00,-0.18
Robbie Gould,2506264,K,SF,@TEN,2,,,,,1,,,,,7.87,21,6.00,-1.87
Lirim Hajrullahu,2563449,K,CAR,TB,,,,2,,,,,,,5.99,22,6.00,0.01
Eddy Pineiro,2560842,K,NYJ,JAX,2,1,,1,,1,,,,,6.88,23,6.00,-0.88
Jason Myers,2553112,K,SEA,CHI,3,,,,1,,,,,1,7.58,24,5.00,-2.58
Cairo Santos,2550636,K,CHI,@SEA,2,,,,1,,,,,,6.77,25,5.00,-1.77
Chris Boswell,2550545,K,PIT,@KC,1,,,,1,,,,,1,6.61,26,3.00,-3.61
Nick Folk,2507225,K,NE,BUF,3,,,,,,,,,,7.12,27,3.00,-4.12
Brett Maher,2540243,K,NO,MIA,,,,,1,,,,,,7.33,28,3.00,-4.33
Justin Tucker,2536340,K,BAL,@CIN,3,,,,,,,,,,7.14,29,3.00,-4.14
Joey Slye,2563132,K,WAS,@DAL,2,,,,,,,,,,6.56,30,2.00,-4.56
Chris Naggar,2565744,K,FA,Bye,1,1,,,1,,,,,,,31,1.00,
Matt Prater,2506677,K,ARI,IND,1,1,,1,,,,,,,7.30,32,1.00,-6.3
Roberto Aguayo,2555408,K,FA,Bye,,,,,,,,,,,,33,0.00,
Matt Ammendola,2565555,K,NYJ,JAX,,,,,,,,,,,0.00,34,0.00,0.0
Dan Bailey,2495259,K,FA,Bye,,,,,,,,,,,,35,0.00,
Rodrigo Blankenship,2564106,K,IND,@ARI,,,,,,,,,,,,36,0.00,
Chris Blewitt,2562800,K,CLE,@GB,,,,,,,,,,,0.00,37,0.00,0.0
Harrison Butker,2558245,K,KC,PIT,,,,,,,,,,,0.00,38,0.00,0.0
Chandler Catanzaro,2550325,K,FA,Bye,,,,,,,,,,,,39,0.00,
Ka'imi Fairbairn,2556521,K,HOU,LAC,,,,,,,,,,,0.00,40,0.00,0.0
Sam Ficken,2557430,K,TEN,SF,,,,,,,,,,,,41,0.00,
Kai Forbath,2495150,K,FA,Bye,,,,,,,,,,,,42,0.00,
Zane Gonzalez,2558178,K,CAR,TB,,,,,,,,,,,,43,0.00,
Stephen Gostkowski,2506922,K,FA,Bye,,,,,,,,,,,,44,0.00,
Stephen Hauschka,2507374,K,FA,Bye,,,,,,,,,,,,45,0.00,
Brian Johnson,2566740,K,WAS,@DAL,,,,,,,,,,,0.00,46,0.00,0.0
Alex Kessman,2566484,K,FA,Bye,,,,,,,,,,,,47,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,48,0.00,
Ty Long,2553555,K,LAC,@HOU,,,,,,,,,,,0.00,49,0.00,0.0
Wil Lutz,2556601,K,NO,MIA,,,,,,,,,,,,50,0.00,
Austin MacGinnis,2563452,K,FA,Bye,,,,,,,,,,,,51,0.00,
Tucker McCann,2565462,K,FA,Bye,,,,,,,,,,,,52,0.00,
Chase McLaughlin,2563203,K,CLE,@GB,,,,,,,,,,,0.00,53,0.00,0.0
JJ Molson,2565550,K,GB,CLE,,,,,,,,,,,0.00,54,0.00,0.0
Quinn Nordin,2565684,K,NE,BUF,,,,,,,,,,,0.00,55,0.00,0.0
Mike Nugent,2506386,K,FA,Bye,,,,,,,,,,,,56,0.00,
Cody Parkey,2550380,K,FA,Bye,,,,,,,,,,,,57,0.00,
Aldrick Rosas,2556771,K,DET,@ATL,,,,,,,,,,,0.00,58,0.00,0.0
Ryan Santoso,2561269,K,LA,@MIN,,,,,,,,,,,0.00,59,0.00,0.0
Austin Seibert,2562729,K,DET,@ATL,,,,,,,,,,,,60,0.00,
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,,61,0.00,
Jake Verity,2566731,K,BAL,@CIN,,,,,,,,,,,,62,0.00,
Tristan Vizcaino,2562807,K,LAC,@HOU,,,,,,,,,,,0.00,63,0.00,0.0
Brandon Wright,2564247,K,FA,Bye,,,,,,,,,,,,64,0.00,
