PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Josh Allen,2560955,QB,BUF,MIA,249,,2,55,,,,,,,1,23.66,1,27.46,23.66,3.8
Jimmy Garoppolo,2543801,QB,SF,@CHI,322,,,4,,,,,,1,,15.24,2,27.28,15.24,12.04
Mike White,2560929,QB,NYJ,CIN,405,2,3,-1,,,,,,1,,12.06,3,26.10,12.06,14.04
Tom Brady,2504211,QB,TB,@NO,375,2,4,2,,,,,,,1,19.51,4,25.20,19.51,5.69
Matthew Stafford,79860,QB,LA,@HOU,305,,3,,,,,,,,,20.30,5,24.20,20.3,3.9
Geno Smith,2539335,QB,SEA,JAX,195,,2,8,,,,,,,,15.30,6,22.60,15.3,7.3
Ryan Tannehill,2532956,QB,TEN,@IND,265,2,3,26,,,,,,,,18.80,7,21.20,18.8,2.4
Justin Fields,2565920,QB,CHI,SF,175,1,1,103,,,,,,,2,13.17,8,21.13,13.17,7.96
Joe Burrow,2563722,QB,CIN,@NYJ,259,1,3,-1,,,,,,,1,19.03,9,19.96,19.03,0.93
Davis Mills,2566136,QB,HOU,LA,310,1,2,,,,,,,1,1,12.58,10,19.40,12.58,6.82
Cooper Rush,2559242,QB,DAL,@MIN,325,1,2,2,,,,,,,1,12.45,11,17.20,12.45,4.75
Carson Wentz,2555259,QB,IND,TEN,231,2,3,11,,,,,,,1,16.95,12,16.34,16.95,-0.61
Aaron Rodgers,2506363,QB,GB,@ARI,184,,2,3,,,,,,,,19.70,13,15.66,19.7,-4.04
Ben Roethlisberger,2506109,QB,PIT,@CLE,266,,1,,,,,,,,,17.74,14,14.64,17.74,-3.1
Daniel Jones,2562299,QB,NYG,@KC,222,1,2,12,,,,,,,1,17.55,15,14.08,17.55,-3.47
Tua Tagovailoa,2564499,QB,MIA,@BUF,205,1,,10,,,,,,1,1,15.40,16,14.00,15.4,-1.4
Justin Herbert,2565045,QB,LAC,NE,223,2,2,9,,,,,,,,19.68,17,13.82,19.68,-5.86
Teddy Bridgewater,2543465,QB,DEN,WAS,213,,1,1,,,,,,,,17.69,18,12.62,17.69,-5.07
Trevor Lawrence,2566163,QB,JAX,@SEA,238,1,1,11,,,,,,,,15.40,19,12.62,15.4,-2.78
Kirk Cousins,2532820,QB,MIN,DAL,184,,1,18,,,,,,,1,20.76,20,12.16,20.76,-8.6
Patrick Mahomes,2558125,QB,KC,NYG,275,1,1,10,,,,,,,1,23.23,21,12.00,23.23,-11.23
Sam Darnold,2561036,QB,CAR,@ATL,129,,,66,,,,,,,,17.50,22,11.76,17.5,-5.74
Mac Jones,2566334,QB,NE,@LAC,217,,,10,,,,,,1,,16.17,23,11.68,16.17,-4.49
Jalen Hurts,2564832,QB,PHI,@DET,103,,,71,,,,,,,,21.81,24,11.22,21.81,-10.59
Jameis Winston,2552033,QB,NO,TB,56,,1,40,,,,,,,,,25,10.24,,
Trevor Siemian,2553457,QB,NO,TB,159,,1,2,,,,,,,1,0.63,26,9.56,0.63,8.93
Baker Mayfield,2560800,QB,CLE,PIT,225,,,5,,,,,,,,17.21,27,9.50,17.21,-7.71
Taylor Heinicke,2553656,QB,WAS,@DEN,270,2,1,10,,,,,,,2,16.25,28,8.80,16.25,-7.45
Jared Goff,2555334,QB,DET,PHI,222,,,,,,,,,,1,17.20,29,7.88,17.2,-9.32
Kyler Murray,2562382,QB,ARI,GB,274,2,,21,,,,,,,1,20.58,30,7.79,20.58,-12.79
Matt Ryan,310,QB,ATL,CAR,146,2,1,3,,,,,,,1,19.23,31,5.07,19.23,-14.16
Josh Johnson,264,QB,NYJ,CIN,17,,,,,,,,,,,1.82,32,0.68,1.82,-1.14
Gardner Minshew,2562796,QB,PHI,@DET,11,,,,,,,,,,,1.80,33,0.44,1.8,-1.36
John Wolford,2561718,QB,LA,@HOU,5,,,,,,,,,,,0.52,34,0.20,0.52,-0.32
Brandon Allen,2555365,QB,CIN,@NYJ,,,,,,,,,,,,0.80,35,0.00,0.8,-0.8
Kyle Allen,2561177,QB,WAS,@DEN,,,,,,,,,,,,0.43,36,0.00,0.43,-0.43
Kenji Bahar,2566608,QB,FA,Bye,,,,,,,,,,,,,37,0.00,,
Matt Barkley,2539308,QB,TEN,@IND,,,,,,,,,,,,0.00,38,0.00,0.0,0.0
C.J. Beathard,2557922,QB,JAX,@SEA,,,,,,,,,,,,1.04,39,0.00,1.04,-1.04
Ian Book,2566352,QB,NO,TB,,,,,,,,,,,,0.00,40,0.00,0.0,0.0
Blake Bortles,2543477,QB,GB,@ARI,,,,,,,,,,,,0.00,41,0.00,0.0,0.0
Tim Boyle,2561187,QB,DET,PHI,,,,,,,,,,,,,42,0.00,,
Drew Brees,2504775,QB,FA,Bye,,,,,,,,,,,,,43,0.00,,
Jacoby Brissett,2555261,QB,MIA,@BUF,,,,,,,,,,,,0.52,44,0.00,0.52,-0.52
Jake Browning,2562634,QB,CIN,@NYJ,,,,,,,,,,,,0.00,45,0.00,0.0,0.0
