PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Jason Myers,2553112,K,SEA,DET,6,,,,1,1,1,,,,1,19.70
Chris Boswell,2550545,K,PIT,CLE,2,,,1,1,1,1,,,,2,17.00
Matt Prater,2506677,K,ARI,@DAL,1,,,2,1,,1,,,,3,15.00
Justin Tucker,2536340,K,BAL,LA,1,,,1,1,2,,,,,4,15.00
Daniel Carlson,2560993,K,LV,@IND,2,,,,1,2,,,,,5,13.00
Mason Crosby,2507232,K,GB,MIN,4,,,,3,,,,,,6,13.00
Joey Slye,2563132,K,WAS,PHI,1,,,,2,,1,,,,7,12.00
Randy Bullock,2533444,K,TEN,MIA,4,,,1,,1,,,,,8,11.00
Robbie Gould,2506264,K,SF,HOU,2,,,1,2,,,,,,9,11.00
Brett Maher,2540243,K,NO,CAR,,1,,1,1,2,,,,,10,11.00
Evan McPherson,2565953,K,CIN,KC,4,,,1,,1,,,,,11,11.00
Brandon McManus,2541556,K,DEN,@LAC,1,,,1,,,1,,,,12,10.70
Mike Badgley,2560965,K,IND,LV,2,,,,,2,,,,,13,10.00
Jake Elliott,2558172,K,PHI,@WAS,2,,,,,2,,,,,14,10.00
Dustin Hopkins,2539227,K,LAC,DEN,4,,1,1,,,,,,,15,10.00
Cairo Santos,2550636,K,CHI,NYG,3,,,1,,1,,,,,16,10.00
Eddy Pineiro,2560842,K,NYJ,TB,3,,,,,,1,,,,17,8.00
Ryan Succop,89802,K,TB,@NYJ,2,,,1,1,,,,,,18,8.00
Harrison Butker,2558245,K,KC,@CIN,4,,,,1,,,,,,19,7.00
Younghoe Koo,2559205,K,ATL,@BUF,1,,,2,,,,,,,20,7.00
Nick Folk,2507225,K,NE,JAX,5,1,,,,1,,,,,21,6.00
Greg Joseph,2561534,K,MIN,@GB,1,,,,,,1,,,,22,6.00
Riley Patterson,2567013,K,DET,@SEA,3,,,,,,,,,,23,4.70
Lirim Hajrullahu,2563449,K,CAR,@NO,1,,,,1,,,,,,24,4.00
Matthew Wright,2562968,K,JAX,@NE,1,,,1,,,,,,,25,4.00
Tyler Bass,2563596,K,BUF,ATL,3,,,,,,,,,,26,3.00
Graham Gano,71309,K,NYG,@CHI,,,,,1,,,,,,27,3.00
Jason Sanders,2561153,K,MIA,@TEN,,,,,1,,,,,,28,3.00
Matt Gay,2562271,K,LA,@BAL,2,,,,,,,,,,29,2.00
Chase McLaughlin,2563203,K,CLE,@PIT,2,,,,,,,,,,30,2.00
Greg Zuerlein,2534797,K,DAL,ARI,2,,,,,,,,,,31,2.00
Ka'imi Fairbairn,2556521,K,HOU,@SF,1,,,,,,,,,,32,1.00
Roberto Aguayo,2555408,K,FA,Bye,,,,,,,,,,,33,0.00
Matt Ammendola,2565555,K,NYJ,TB,,,,,,,,,,,34,0.00
Dan Bailey,2495259,K,FA,Bye,,,,,,,,,,,35,0.00
Rodrigo Blankenship,2564106,K,IND,LV,,,,,,,,,,,36,0.00
Chris Blewitt,2562800,K,CLE,@PIT,,,,,,,,,,,37,0.00
Chandler Catanzaro,2550325,K,FA,Bye,,,,,,,,,,,38,0.00
Dominik Eberle,2565360,K,CAR,@NO,,,,,,,,,,,39,0.00
Sam Ficken,2557430,K,TEN,MIA,,,,,,,,,,,40,0.00
Kai Forbath,2495150,K,FA,Bye,,,,,,,,,,,41,0.00
Elliott Fry,2562897,K,CIN,KC,,,,,,,,,,,42,0.00
Zane Gonzalez,2558178,K,CAR,@NO,,,,,,,,,,,43,0.00
Stephen Gostkowski,2506922,K,FA,Bye,,,,,,,,,,,44,0.00
Stephen Hauschka,2507374,K,FA,Bye,,,,,,,,,,,45,0.00
Brian Johnson,2566740,K,WAS,PHI,,,,,,,,,,,46,0.00
Alex Kessman,2566484,K,FA,Bye,,,,,,,,,,,47,0.00
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,48,0.00
Ty Long,2553555,K,LAC,DEN,,,,,,,,,,,49,0.00
Wil Lutz,2556601,K,NO,CAR,,,,,,,,,,,50,0.00
Austin MacGinnis,2563452,K,FA,Bye,,,,,,,,,,,51,0.00
Tucker McCann,2565462,K,FA,Bye,,,,,,,,,,,52,0.00
JJ Molson,2565550,K,GB,MIN,,,,,,,,,,,53,0.00
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,54,0.00
Quinn Nordin,2565684,K,NE,JAX,,,,,,,,,,,55,0.00
Mike Nugent,2506386,K,FA,Bye,,,,,,,,,,,56,0.00
Cody Parkey,2550380,K,FA,Bye,,,,,,,,,,,57,0.00
Aldrick Rosas,2556771,K,DET,@SEA,,,,,,,,,,,58,0.00
Ryan Santoso,2561269,K,LA,@BAL,,,,,,,,,,,59,0.00
Austin Seibert,2562729,K,DET,@SEA,,,,,,,,,,,60,0.00
Giorgio Tavecchio,2535686,K,FA,Bye,,,,,,,,,,,61,0.00
Jake Verity,2566731,K,BAL,LA,,,,,,,,,,,62,0.00
Tristan Vizcaino,2562807,K,LAC,DEN,,,,,,,,,,,63,0.00
Brandon Wright,2564247,K,FA,Bye,,,,,,,,,,,64,0.00
