PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Rob Gronkowski,497240,TE,TB,DAL,,,,,8,90,2,,,,,7.28,1,25.00,7.28,17.72
Travis Kelce,2540258,TE,KC,CLE,,,,,6,76,2,,,,,19.31,2,22.60,19.31,3.29
T.J. Hockenson,2562378,TE,DET,SF,,,,,8,97,1,,,1,,9.84,3,21.70,9.84,11.86
Darren Waller,2552408,TE,LV,BAL,,,,,10,105,1,,,,,16.10,4,21.50,16.1,5.4
Juwan Johnson,2564676,TE,NO,GB,,,,,3,21,2,,,,,1.47,5,15.60,1.47,14.13
Dallas Goedert,2560995,TE,PHI,@ATL,,,,,4,42,1,,,,,6.99,6,12.20,6.99,5.21
Logan Thomas,2543767,TE,WAS,LAC,,,,,3,30,1,,,,,,7,11.50,,
George Kittle,2558266,TE,SF,@DET,,,,,4,78,,,,,,11.52,8,9.80,11.52,-1.72
Tyler Higbee,2555364,TE,LA,CHI,,,,,5,68,,,,,,6.68,9,9.30,6.68,2.62
Noah Fant,2562383,TE,DEN,@NYG,,,,,6,62,,,,,,9.24,10,9.20,9.24,-0.04
David Njoku,2557986,TE,CLE,@KC,,,,,3,76,,,,,,4.45,11,9.10,4.45,4.65
Gerald Everett,2557889,TE,SEA,@IND,,,,,2,20,1,,,,,3.89,12,9.00,3.89,5.11
Pharaoh Brown,2559018,TE,HOU,JAX,,,,,4,67,,,,,,3.13,13,8.70,3.13,5.57
Chris Manhertz,2552622,TE,JAX,@HOU,,,,,1,22,1,,,,,1.04,14,8.70,1.04,7.66
Jared Cook,71265,TE,LAC,@WAS,,,,,5,56,,,,,,8.95,15,8.10,8.95,-0.85
James O'Shaughnessy,2553318,TE,JAX,@HOU,,,,,6,48,,,,,,,16,7.80,,
Dalton Schultz,2560866,TE,DAL,@TB,,,,,6,45,,,,,,4.96,17,7.50,4.96,2.54
Albert Okwuegbunam,2563911,TE,DEN,@NYG,,,,,3,16,1,,,,1,8.03,18,7.10,8.03,-0.93
Cole Kmet,2563704,TE,CHI,@LA,,,,,5,42,,,,,,4.51,19,6.70,4.51,2.19
Jonnu Smith,2558207,TE,NE,MIA,,,,6,5,42,,,,,1,5.29,20,6.30,5.29,1.01
