PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
CeeDee Lamb,2563848,WR,DAL,@SF,,,,,,13,146,2,,,,,44.70,,13,13,13,17,76,2,1,1,1,34.60
Ladd McConkey,2572477,WR,LAC,NO,,,,,,6,111,2,,,,,38.80,,6,6,6,6,100,2,1,1,2,26.10
Cedric Tillman,2569681,WR,CLE,BAL,,,,,,7,99,2,,,,,48.30,,7,7,7,9,78,1,1,,3,25.40
Josh Downs,2569861,WR,IND,@HOU,,,,13,,4,109,1,,,,,26.80,,4,4,4,9,44,,,,4,20.20
Marvin Harrison Jr.,2572411,WR,ARI,@MIA,,,,,,6,111,1,,,,,33.90,,6,6,6,7,86,,,,5,20.10
Calvin Austin III,2568132,WR,PIT,NYG,,,,,,3,54,1,1,,,,36.50,,3,3,3,4,75,1,,1,6,18.90
Calvin Ridley,2560854,WR,TEN,@DET,,,,3,,10,143,,,,,1,30.40,1,10,11,10,15,67,2,1,1,7,17.60
DeVonta Smith,2566409,WR,PHI,@CIN,,,,,,6,85,1,,,,,28.40,,6,6,6,7,86,1,1,,8,17.50
Darnell Mooney,2563707,WR,ATL,@TB,,,,,,4,86,1,,,,,29.70,,4,4,4,6,67,,,,9,16.60
Demarcus Robinson,2555478,WR,LAR,MIN,,,,,,2,35,2,,,,,49.60,,2,2,2,3,67,1,,,10,16.50
Ja'Marr Chase,2565941,WR,CIN,PHI,,,,,,9,54,1,,,,,19.40,,9,9,9,11,82,3,2,1,11,15.90
Jalen Coker,2572920,WR,CAR,@DEN,,,,,,4,78,1,,,,,34.60,,4,4,4,6,67,3,1,,12,15.80
Keon Coleman,2571859,WR,BUF,@SEA,,,,,,5,70,1,,,,,32.70,,5,5,5,7,71,2,,2,13,15.50
Justin Jefferson,2564556,WR,MIN,@LAR,,,,,,8,115,,,,,,30.30,,8,8,8,9,89,1,,1,14,15.50
Khalil Shakir,2567334,WR,BUF,@SEA,,,,2,,9,107,,,,,,32.70,1,9,10,9,10,90,1,1,,15,15.40
Zay Flowers,2569573,WR,BAL,@CLE,,,,,,7,115,,,,,,30.90,,7,7,7,12,58,,,,16,15.00
Terry McLaurin,2562489,WR,WAS,CHI,,,,,,5,125,,,,,,30.20,,5,5,5,8,63,,,,17,15.00
Noah Brown,2558091,WR,WAS,CHI,,,,,,3,73,1,,,,,30.20,,3,3,3,6,50,,,,18,14.80
Chris Olave,2567973,WR,NO,@LAC,,,,,,8,107,,,,,,21.20,,8,8,8,14,57,3,1,1,19,14.70
