PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,LAC,2.38,0.06,,0.44,0.5,0.56,0.56,,,0.06,9.94,1,1,0.00,-9.94
Mike Badgley,2560965,K,FA,Bye,,,,,,,,,,,,32,2,0.00,
Tyler Bass,2563596,K,BUF,@CLE,,,,,,,,,,,0.00,33,3,0.00,0.0
Jake Bates,2571759,K,DET,PIT,2.94,0.13,,0.31,0.5,0.5,0.38,,,0.06,8.69,5,4,0.00,-8.69
Andy Borregales,2574365,K,NE,@BAL,1.97,0.11,,0.34,0.45,0.45,0.17,,,0.06,6.49,31,5,0.00,-6.49
Chris Boswell,2550545,K,PIT,@DET,2.23,0.07,,0.46,0.59,0.53,0.39,,,,9.11,3,6,0.00,-9.11
Harrison Butker,2558245,K,KC,@TEN,2.69,0.13,0.06,0.38,0.5,0.44,0.38,,,,8.65,6,7,0.00,-8.65
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,34,8,0.00,
Daniel Carlson,2560993,K,LV,@HOU,2.23,0.07,,0.46,0.46,0.53,0.46,,,,9.07,4,9,0.00,-9.07
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,35,10,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,36,11,0.00,
Cameron Dicker,2568435,K,LAC,@DAL,2.44,0.13,0.06,0.38,0.56,0.56,0.38,,,,9.13,2,12,0.00,-9.13
Jake Elliott,2558172,K,PHI,@WAS,2.75,0.13,,0.44,0.5,0.5,0.25,,,0.06,8.24,12,13,0.00,-8.24
Ka'imi Fairbairn,2556521,K,HOU,LV,2.31,0.13,,0.44,0.56,0.5,0.38,,,0.06,8.63,8,14,0.00,-8.63
Ryan Fitzgerald,2573979,K,CAR,TB,2,0.06,,0.38,0.56,0.5,0.19,,,0.06,7.40,26,15,0.00,-7.4
Nick Folk,2507225,K,NYJ,@NO,2.06,0.06,,0.38,0.56,0.5,0.19,,,0.06,7.46,25,16,0.00,-7.46
Graham Gano,71309,K,NYG,MIN,,,,,,,,,,,0.00,37,17,0.00,0.0
Matt Gay,2562271,K,SF,@IND,,,,,,,,,,,0.00,38,18,0.00,0.0
Zane Gonzalez,2558178,K,ATL,@ARI,2.25,0.25,,0.25,0.75,0.5,0.25,,,,7.75,20,19,0.00,-7.75
Blake Grupe,2571234,K,IND,SF,2.13,0.14,,0.41,0.55,0.48,0.34,,,,8.07,15,20,0.00,-8.07
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,39,21,0.00,
Lucas Havrisik,2569534,K,GB,@CHI,,,,,,,,,,,0.00,40,22,0.00,0.0
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,41,23,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,42,24,0.00,
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,,43,25,0.00,
Joshua Karty,2572201,K,LAR,@SEA,,,,,,,,,,,0.00,44,26,0.00,0.0
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,45,27,0.00,
Younghoe Koo,2559205,K,NYG,MIN,2.06,0.13,,0.38,0.5,0.5,0.38,,,0.06,8.02,17,28,0.00,-8.02
Lenny Krieg,2573911,K,ATL,@ARI,,,,,,,,,,,0.00,46,29,0.00,0.0
Cam Little,2572147,K,JAX,@DEN,2.43,0.13,,0.46,0.53,0.46,0.33,,,0.07,8.30,9,30,0.00,-8.3
Tyler Loop,2573940,K,BAL,NE,2.81,0.19,,0.31,0.5,0.56,0.25,,,0.06,7.97,18,31,0.00,-7.97
Wil Lutz,2556601,K,DEN,JAX,2.25,0.13,,0.44,0.5,0.44,0.38,,,0.06,8.15,13,32,0.00,-8.15
Jude McAtamney,2573503,K,FA,Bye,,,,,,,,,,,,47,33,0.00,
Chase McLaughlin,2563203,K,TB,@CAR,2.63,0.13,,0.38,0.5,0.5,0.38,,,,8.65,7,34,0.00,-8.65
Brandon McManus,2541556,K,GB,@CHI,2.25,0.13,,0.44,0.5,0.5,0.31,,,,8.10,14,35,0.00,-8.1
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,,48,36,0.00,
Evan McPherson,2565953,K,CIN,@MIA,2.69,0.13,,0.38,0.5,0.5,0.31,,,0.06,8.30,10,37,0.00,-8.3
Harrison Mevis,2572932,K,LAR,@SEA,2,0.25,,0.25,0.5,0.5,0.25,,,,6.50,30,38,0.00,-6.5
Jake Moody,2570308,K,WAS,PHI,2.75,0.13,,0.31,0.56,0.5,0.25,,,0.06,8.03,16,39,0.00,-8.03
Jason Myers,2553112,K,SEA,LAR,2.06,0.13,,0.44,0.5,0.5,0.25,,,0.06,7.55,24,40,0.00,-7.55
Riley Patterson,2567013,K,MIA,CIN,2.6,0.2,,0.4,0.6,0.4,0.2,,,0.2,7.40,27,41,0.00,-7.4
Eddy Pineiro,2560842,K,SF,@IND,2.21,0.25,,0.25,0.74,0.49,0.25,,,,7.64,23,42,0.00,-7.64
Matt Prater,2506677,K,BUF,@CLE,2.56,0.23,,0.23,0.7,0.47,0.23,,,,7.69,22,43,0.00,-7.69
