PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Matthew Stafford,79860,QB,LA,DET,334,,3,-2,,,,,,1,,21.11,1,27.16,21.11,6.05
Joe Burrow,2563722,QB,CIN,@BAL,416,1,3,,,,,,,,,17.73,2,26.64,17.73,8.91
Tua Tagovailoa,2564499,QB,MIA,ATL,291,2,4,29,,,,,,,,18.10,3,26.54,18.1,8.44
Aaron Rodgers,2506363,QB,GB,WAS,274,,3,17,,,,,,,,20.86,4,24.66,20.86,3.8
Tom Brady,2504211,QB,TB,CHI,211,,4,,,,,,,,,21.30,5,24.44,21.3,3.14
Jalen Hurts,2564832,QB,PHI,@LV,236,,2,61,,,,,,1,1,19.46,6,23.37,19.46,3.91
Lamar Jackson,2560757,QB,BAL,CIN,257,,1,88,,,,,,,,20.85,7,23.08,20.85,2.23
Kyler Murray,2562382,QB,ARI,HOU,261,1,3,10,,,,,,,,22.08,8,22.44,22.08,0.36
Mac Jones,2566334,QB,NE,NYJ,307,,2,19,,,,,,,,16.79,9,22.18,16.79,5.39
Taylor Heinicke,2553656,QB,WAS,@GB,268,1,1,95,,,,,,,2,15.19,10,20.22,15.19,5.03
Ryan Tannehill,2532956,QB,TEN,KC,270,1,1,6,,,,,,,,19.86,11,19.40,19.86,-0.46
Carson Wentz,2555259,QB,IND,@SF,150,,2,23,,,,,,,2,15.63,12,19.30,15.63,3.67
Derek Carr,2543499,QB,LV,PHI,323,1,2,1,,,,,,,,19.68,13,19.02,19.68,-0.66
Matt Ryan,310,QB,ATL,@MIA,336,1,2,,,,,,,,1,18.28,14,17.44,18.28,-0.84
Daniel Jones,2562299,QB,NYG,CAR,203,,1,28,1,16,,,,,,15.71,15,17.02,15.71,1.31
Jameis Winston,2552033,QB,NO,@SEA,222,,1,40,,,,,,,1,,16,15.88,,
Teddy Bridgewater,2543465,QB,DEN,@CLE,187,1,2,3,,,,,,,,15.52,17,13.78,15.52,-1.74
Case Keenum,2532888,QB,CLE,DEN,199,,1,7,,,,,,,,14.29,18,12.66,14.29,-1.63
Geno Smith,2539335,QB,SEA,NO,167,,1,12,,,,,,,,14.20,19,11.88,14.2,-2.32
Jared Goff,2555334,QB,DET,@LA,268,2,1,3,,,,,,,,15.40,20,11.02,15.4,-4.38
Mike White,2560929,QB,NYJ,@NE,202,2,1,,,,,,,,,0.45,21,8.08,0.45,7.63
Patrick Mahomes,2558125,QB,KC,@TEN,206,1,,35,,,,,,,2,24.40,22,5.74,24.4,-18.66
Jimmy Garoppolo,2543801,QB,SF,IND,181,2,1,,,,,,,,2,17.60,23,4.24,17.6,-13.36
Chad Henne,252,QB,KC,@TEN,82,,,4,,,,,,,,0.57,24,3.68,0.57,3.11
Davis Mills,2566136,QB,HOU,@ARI,135,,,,,,,,,,1,12.54,25,3.40,12.54,-9.14
Brian Hoyer,81294,QB,NE,NYJ,79,,,-3,,,,,,,,0.98,26,2.86,0.98,1.88
P.J. Walker,2558904,QB,CAR,@NYG,33,,,13,,,,,,,,0.73,27,2.62,0.73,1.89
Sam Darnold,2561036,QB,CAR,@NYG,112,1,,,,,,,,,,16.57,28,2.48,16.57,-14.09
Zach Wilson,2566391,QB,NYJ,@NE,51,,,,,,,,,,,12.83,29,2.04,12.83,-10.79
Tyler Huntley,2563560,QB,BAL,CIN,39,,,,,,,,,,,0.98,30,1.56,0.98,0.58
Blaine Gabbert,2495441,QB,TB,CHI,15,,,,,,,,,,,0.93,31,0.60,0.93,-0.33
Marcus Mariota,2552466,QB,LV,PHI,,,,4,,,,,,,,0.98,32,0.40,0.98,-0.58
Justin Fields,2565920,QB,CHI,@TB,184,3,,38,,,,,,,3,13.33,33,0.16,13.33,-13.17
Brandon Allen,2555365,QB,CIN,@BAL,,,,,,,,,,,,0.60,34,0.00,0.6,-0.6
Josh Allen,2560955,QB,BUF,Bye,,,,,,,,,,,,,35,0.00,,
Kyle Allen,2561177,QB,WAS,@GB,,,,,,,,,,,,0.38,36,0.00,0.38,-0.38
Kenji Bahar,2566608,QB,FA,Bye,,,,,,,,,,,,,37,0.00,,
Matt Barkley,2539308,QB,TEN,KC,,,,,,,,,,,,0.00,38,0.00,0.0,0.0
C.J. Beathard,2557922,QB,JAX,Bye,,,,,,,,,,,,,39,0.00,,
David Blough,2563043,QB,DET,@LA,,,,,,,,,,,,0.00,40,0.00,0.0,0.0
Ian Book,2566352,QB,NO,@SEA,,,,,,,,,,,,0.00,41,0.00,0.0,0.0
Blake Bortles,2543477,QB,GB,WAS,,,,,,,,,,,,0.00,42,0.00,0.0,0.0
Tim Boyle,2561187,QB,DET,@LA,,,,,,,,,,,,,43,0.00,,
Drew Brees,2504775,QB,FA,Bye,,,,,,,,,,,,,44,0.00,,
Jacoby Brissett,2555261,QB,MIA,ATL,,,,,,,,,,,,0.80,45,0.00,0.8,-0.8
Jake Browning,2562634,QB,CIN,@BAL,,,,,,,,,,,,0.00,46,0.00,0.0,0.0
Shane Buechele,2566983,QB,KC,@TEN,,,,,,,,,,,,0.00,47,0.00,0.0,0.0
Kirk Cousins,2532820,QB,MIN,Bye,,,,,,,,,,,,,48,0.00,,
Andy Dalton,2495143,QB,CHI,@TB,,,,,,,,,,,,0.56,49,0.00,0.56,-0.56
Chase Daniel,81284,QB,LAC,Bye,,,,,,,,,,,,,50,0.00,,
Ben DiNucci,2563839,QB,DAL,Bye,,,,,,,,,,,,,51,0.00,,
Joshua Dobbs,2558167,QB,PIT,Bye,,,,,,,,,,,,,52,0.00,,
Jeff Driskel,2555262,QB,HOU,@ARI,,,,,,,,,,,,1.10,53,0.00,1.1,-1.1
Jacob Eason,2564115,QB,SEA,NO,,,,,,,,,,,,0.00,54,0.00,0.0,0.0
Sam Ehlinger,2566142,QB,IND,@SF,,,,,,,,,,,,0.00,55,0.00,0.0,0.0
Danny Etling,2560717,QB,FA,Bye,,,,,,,,,,,,,56,0.00,,
Ryan Finley,2562651,QB,FA,Bye,,,,,,,,,,,,,57,0.00,,
Ryan Fitzpatrick,2506581,QB,WAS,@GB,,,,,,,,,,,,,58,0.00,,
Joe Flacco,382,QB,NYJ,@NE,,,,,,,,,,,,0.60,59,0.00,0.6,-0.6
Nick Foles,2532842,QB,CHI,@TB,,,,,,,,,,,,0.00,60,0.00,0.0,0.0
Feleipe Franks,2566683,QB,ATL,@MIA,,,,,,,,,,,,0.00,61,0.00,0.0,0.0
Jake Fromm,2563608,QB,BUF,Bye,,,,,,,,,,,,,62,0.00,,
Garrett Gilbert,2549982,QB,NE,NYJ,,,,,,,,,,,,0.00,63,0.00,0.0,0.0
Mike Glennon,2539275,QB,NYG,CAR,,,,,,,,,,,,0.45,64,0.00,0.45,-0.45
Anthony Gordon,2565153,QB,FA,Bye,,,,,,,,,,,,,65,0.00,,
Will Grier,2562404,QB,DAL,Bye,,,,,,,,,,,,,66,0.00,,
Ryan Griffin,2541185,QB,TB,CHI,,,,,,,,,,,,0.00,67,0.00,0.0,0.0
Dwayne Haskins,2562660,QB,PIT,Bye,,,,,,,,,,,,,68,0.00,,
Justin Herbert,2565045,QB,LAC,Bye,,,,,,,,,,,,,69,0.00,,
Taysom Hill,2558954,QB,NO,@SEA,,,,,,,,,,,,0.00,70,0.00,0.0,0.0
Devlin Hodges,2563258,QB,FA,Bye,,,,,,,,,,,,,71,0.00,,
Brett Hundley,2552588,QB,IND,@SF,,,,,,,,,,,,0.83,72,0.00,0.83,-0.83
Josh Johnson,264,QB,NYJ,@NE,,,,,,,,,,,,0.00,73,0.00,0.0,0.0
Colin Kaepernick,2495186,QB,FA,Bye,,,,,,,,,,,,,74,0.00,,
DeShone Kizer,2557983,QB,FA,Bye,,,,,,,,,,,,,75,0.00,,
Trey Lance,2566532,QB,SF,IND,,,,,,,,,,,,0.00,76,0.00,0.0,0.0
Kyle Lauletta,2560786,QB,JAX,Bye,,,,,,,,,,,,,77,0.00,,
Trevor Lawrence,2566163,QB,JAX,Bye,,,,,,,,,,,,,78,0.00,,
Drew Lock,2562305,QB,DEN,@CLE,,,,,,,,,,,,0.72,79,0.00,0.72,-0.72
Jordan Love,2564007,QB,GB,WAS,,,,,,,,,,,,1.12,80,0.00,1.12,-1.12
Jake Luton,2564205,QB,SEA,NO,,,,,,,,,,,,0.53,81,0.00,0.53,-0.53
Sean Mannion,2552576,QB,MIN,Bye,,,,,,,,,,,,,82,0.00,,
Baker Mayfield,2560800,QB,CLE,DEN,,,,,,,,,,,,0.00,83,0.00,0.0,0.0
AJ McCarron,2543497,QB,ATL,@MIA,,,,,,,,,,,,,84,0.00,,
