PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,PHI,2.38,0.06,,0.44,0.5,0.56,0.56,,,0.06,9.94,1,1,0.00,-9.94
Mike Badgley,2560965,K,IND,@KC,2.33,0.17,,0.33,0.5,0.58,0.17,,,0.08,7.32,21,2,0.00,-7.32
Tyler Bass,2563596,K,BUF,@HOU,,,,,,,,,,,0.00,28,3,0.00,0.0
Jake Bates,2571759,K,DET,NYG,3.31,0.14,,0.35,0.56,0.56,0.42,,,0.07,9.75,2,4,0.00,-9.75
Andy Borregales,2574365,K,NE,@CIN,2.41,0.14,,0.41,0.55,0.55,0.21,,,0.07,7.91,14,5,0.00,-7.91
Chris Boswell,2550545,K,PIT,@CHI,2.23,0.07,,0.46,0.59,0.53,0.39,,,,9.11,4,6,0.00,-9.11
Harrison Butker,2558245,K,KC,IND,2.91,0.14,0.07,0.41,0.54,0.47,0.41,,,,9.34,3,7,0.00,-9.34
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,29,8,0.00,
Daniel Carlson,2560993,K,LV,CLE,2.11,0.06,,0.44,0.44,0.5,0.44,,,,8.65,8,9,0.00,-8.65
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,30,10,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,31,11,0.00,
Cameron Dicker,2568435,K,LAC,Bye,,,,,,,,,,,,32,12,0.00,
Jake Elliott,2558172,K,PHI,@DAL,2.94,0.13,,0.47,0.54,0.54,0.27,,,0.07,8.89,6,13,0.00,-8.89
Ka'imi Fairbairn,2556521,K,HOU,BUF,1.85,0.1,,0.35,0.45,0.4,0.3,,,0.05,6.90,25,14,0.00,-6.9
Ryan Fitzgerald,2573979,K,CAR,@SF,1.89,0.06,,0.36,0.53,0.47,0.18,,,0.06,6.98,24,15,0.00,-6.98
Nick Folk,2507225,K,NYJ,@BAL,1.69,0.05,,0.31,0.46,0.41,0.15,,,0.05,6.09,26,16,0.00,-6.09
Graham Gano,71309,K,NYG,@DET,,,,,,,,,,,0.00,33,17,0.00,0.0
Matt Gay,2562271,K,FA,Bye,2.93,0.13,,0.47,0.53,0.47,0.33,,,0.07,,7,18,0.00,
Zane Gonzalez,2558178,K,ATL,@NO,2.17,0.24,,0.24,0.72,0.48,0.24,,,,7.45,20,19,0.00,-7.45
Blake Grupe,2571234,K,NO,ATL,1.89,0.12,,0.37,0.49,0.43,0.3,,,,7.21,22,20,0.00,-7.21
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,34,21,0.00,
Lucas Havrisik,2569534,K,GB,MIN,2.55,,,0.51,0.51,0.51,,,,,7.65,17,22,0.00,-7.65
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,35,23,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,36,24,0.00,
Greg Joseph,2561534,K,LV,CLE,,,,,,,,,,,0.00,37,25,0.00,0.0
Joshua Karty,2572201,K,LAR,TB,,,,,,,,,,,0.00,38,26,0.00,0.0
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,39,27,0.00,
Younghoe Koo,2559205,K,NYG,@DET,1.93,0.12,,0.35,0.47,0.47,0.35,,,0.06,7.48,19,28,0.00,-7.48
Lenny Krieg,2573911,K,ATL,@NO,,,,,,,,,,,0.00,40,29,0.00,0.0
Cam Little,2572147,K,JAX,@ARI,2.53,0.14,,0.48,0.55,0.48,0.34,,,0.07,8.61,10,30,0.00,-8.61
Tyler Loop,2573940,K,BAL,NYJ,3.15,0.21,,0.35,0.56,0.63,0.28,,,0.07,8.96,5,31,0.00,-8.96
Wil Lutz,2556601,K,DEN,Bye,,,,,,,,,,,,41,32,0.00,
