PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Dalton Schultz,2560866,TE,DAL,PHI,,,,,6,80,2,,,,,6.92,1,23.00,6.92,16.08
Tyler Conklin,2561027,TE,MIN,SEA,,,,,7,70,1,,,,,4.69,2,16.50,4.69,11.81
George Kittle,2558266,TE,SF,GB,,,,9,7,92,,,,,,10.37,3,15.30,10.37,4.93
Travis Kelce,2540258,TE,KC,LAC,,,,,7,104,,,,,,18.34,4,13.90,18.34,-4.44
Mike Gesicki,2560994,TE,MIA,@LV,,,,,10,86,,,,,,6.52,5,13.60,6.52,7.08
Mark Andrews,2560957,TE,BAL,@DET,,,,,5,109,,,,,,8.98,6,13.40,8.98,4.42
Zach Ertz,2540158,TE,ARI,@JAX,,,,,4,53,1,,,,,3.49,7,13.30,3.49,9.81
Dawson Knox,2562681,TE,BUF,WAS,,,,,4,49,1,,,,,7.18,8,12.90,7.18,5.72
Tyler Higbee,2555364,TE,LA,TB,,,,,5,40,1,,,,1,6.23,9,10.50,6.23,4.27
Logan Thomas,2543767,TE,WAS,@BUF,,,,,4,42,1,,,,1,,10,10.20,,
Tommy Tremble,2565914,TE,CAR,@HOU,,,,7,1,30,,,,,,0.63,11,10.20,0.63,9.57
Pat Freiermuth,2566442,TE,PIT,CIN,,,,,3,22,1,,,,,4.50,12,9.70,4.5,5.2
Austin Hooper,2555415,TE,CLE,CHI,,,,,2,19,1,,,,,8.23,13,8.90,8.23,0.67
Lee Smith,2495347,TE,ATL,@NYG,,,,,3,7,1,,,,,0.70,14,8.20,0.7,7.5
Gerald Everett,2557889,TE,SEA,@MIN,,,,,5,54,,,,,,4.11,15,7.90,4.11,3.79
Darren Waller,2552408,TE,LV,MIA,,,,,5,54,,,,,,15.37,16,7.90,15.37,-7.47
Jody Fortson,2563259,TE,KC,LAC,,,,,2,7,1,,,,,,17,7.70,,
Dallas Goedert,2560995,TE,PHI,@DAL,,,,,2,66,,,,,,7.73,18,7.60,7.73,-0.13
Rob Gronkowski,497240,TE,TB,@LA,,,,,4,55,,,,,,9.61,19,7.50,9.61,-2.11
Hunter Henry,2555341,TE,NE,NO,,,,,5,36,,,,,,6.96,20,6.10,6.96,-0.86
Cameron Brate,2550656,TE,TB,@LA,,,,,4,35,,,,,,2.67,21,5.50,2.67,2.83
Jordan Akins,2560951,TE,HOU,CAR,,,,,4,32,,,,,,4.30,22,5.20,4.3,0.9
Darren Fells,2540928,TE,FA,Bye,,,,,2,35,,,,,,,23,4.50,,
Kyle Pitts,2565830,TE,ATL,@NYG,,,,,2,35,,,,,,7.69,24,4.50,7.69,-3.19
Will Dissly,2561046,TE,SEA,@MIN,,,,,1,39,,,,,,3.08,25,4.40,3.08,1.32
Jacob Hollister,2558956,TE,JAX,ARI,,,,,2,15,,,,,,3.28,26,4.20,3.28,0.92
Geoff Swaim,2553454,TE,TEN,IND,,,,,3,27,,,,,,2.94,27,4.20,2.94,1.26
Jared Cook,71265,TE,LAC,@KC,,,,,2,27,,,,,,8.76,28,3.70,8.76,-5.06
Eric Saubert,2558023,TE,DEN,NYJ,,,,,,,,,,,,0.99,29,3.40,0.99,2.41
Maxx Williams,2552468,TE,ARI,@JAX,,,,,3,19,,,,,,,30,3.40,,
Dan Arnold,2559385,TE,JAX,ARI,,,,,2,23,,,,,,4.72,31,3.30,4.72,-1.42
Foster Moreau,2562317,TE,LV,MIA,,,,,1,8,,,,,,2.53,32,3.00,2.53,0.47
Noah Fant,2562383,TE,DEN,NYJ,,,,,2,15,,,,,,9.83,33,2.50,9.83,-7.33
Mo Alie-Cox,2558832,TE,IND,@TEN,,,,,2,14,,,,,,3.45,34,2.40,3.45,-1.05
Blake Jarwin,2559193,TE,DAL,PHI,,,,,2,14,,,,,,,35,2.40,,
Donald Parham,2562394,TE,LAC,@KC,,,,,1,19,,,,,,2.42,36,2.40,2.42,-0.02
Tyler Kroft,2552586,TE,NYJ,@DEN,,,,,2,12,,,,,,,37,2.20,,
T.J. Hockenson,2562378,TE,DET,BAL,,,,,2,10,,,,,,11.68,38,2.00,11.68,-9.68
Noah Gray,2566178,TE,KC,LAC,,,,,1,5,,,,,,0.60,39,1.80,0.6,1.2
Johnny Mundt,2558875,TE,LA,TB,,,,,,,,,,,,,40,1.70,,
Durham Smythe,2560880,TE,MIA,@LV,,,,,,,,,,,,2.08,41,1.70,2.08,-0.38
O.J. Howard,2557856,TE,TB,@LA,,,,,1,11,,,,,,3.62,42,1.60,3.62,-2.02
Cole Kmet,2563704,TE,CHI,@CLE,,,,,1,11,,,,,,5.70,43,1.60,5.7,-4.1
Jack Doyle,2540232,TE,IND,@TEN,,,,,1,10,,,,,,7.55,44,1.50,7.55,-6.05
Kaden Smith,2562740,TE,NYG,ATL,,,,,1,9,,,,,,1.15,45,1.40,1.15,0.25
MyCole Pruitt,2552401,TE,TEN,IND,,,,,1,7,,,,,,1.34,46,1.20,1.34,-0.14
Tommy Sweeney,2562750,TE,BUF,WAS,,,,,2,2,,,,,,1.74,47,1.20,1.74,-0.54
Blake Bell,2552478,TE,KC,LAC,,,,,1,6,,,,,,1.26,48,1.10,1.26,-0.16
