PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Josh Allen,2560955,QB,BUF,@NO,260,4,2,43,,,,,,,,,20.83,1,26.70,5.87
Aaron Rodgers,2506363,QB,GB,LA,307,2,,,1,,,,,,,,20.41,2,26.28,5.87
Dak Prescott,2555260,QB,DAL,LV,375,2,,3,,,,,,,1,,18.55,3,25.30,6.75
Matthew Stafford,79860,QB,LA,@GB,302,3,1,-1,,,,,,,1,1,18.08,4,21.98,3.9
Mac Jones,2566334,QB,NE,TEN,310,2,,11,,,,,,,,,16.99,5,21.50,4.51
Carson Wentz,2555259,QB,IND,TB,306,3,2,21,,,,,,,,1,15.55,6,20.34,4.79
Justin Herbert,2565045,QB,LAC,@DEN,303,2,2,36,,,,,,,,,19.89,7,19.72,-0.17
Russell Wilson,2532975,QB,SEA,@WAS,247,2,,16,,,,,,,,,17.70,8,19.48,1.78
Derek Carr,2543499,QB,LV,@DAL,373,1,,21,,,,,,,,1,17.16,9,19.02,1.86
Andy Dalton,2495143,QB,CHI,@DET,317,1,1,11,,,,,,,,,15.69,10,16.78,1.09
Joe Burrow,2563722,QB,CIN,PIT,190,1,1,8,1,,,,,,,,16.36,11,16.40,0.04
Teddy Bridgewater,2543465,QB,DEN,LAC,129,1,,10,1,,,,,,,,,12,16.16,
Kirk Cousins,2532820,QB,MIN,@SF,238,2,1,,,,,,,,,,18.12,13,15.52,-2.6
Daniel Jones,2562299,QB,NYG,PHI,202,1,,30,,,,,,,,,,14,15.08,
Trevor Lawrence,2566163,QB,JAX,ATL,228,1,1,39,,,,,,,1,1,14.47,15,15.02,0.55
Tyrod Taylor,2495240,QB,HOU,NYJ,158,2,1,30,,,,,,,,1,16.83,16,14.32,-2.51
Jared Goff,2555334,QB,DET,CHI,171,2,,,,,,,,,,1,14.10,17,12.84,-1.26
Baker Mayfield,2560800,QB,CLE,@BAL,247,1,,4,,,,,,,,1,,18,12.28,
Tom Brady,2504211,QB,TB,@IND,226,1,1,2,,,,,,,,,21.22,19,11.24,-9.98
Taylor Heinicke,2553656,QB,WAS,SEA,223,1,1,3,,,,,,,,,17.20,20,11.22,-5.98
Jimmy Garoppolo,2543801,QB,SF,MIN,230,1,1,,,,,,,,,,15.84,21,11.20,-4.64
Matt Ryan,310,QB,ATL,@JAX,190,1,1,6,,,,,,,,,17.47,22,10.20,-7.27
Tua Tagovailoa,2564499,QB,MIA,CAR,230,1,,,,,,,,,,2,16.22,23,10.20,-6.02
