PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Nnamdi Madubuike,2563563,DL,BAL,CIN,2.09,1.04,0.59,0.65,0.07,0.07,,,,,,,,,,,,6.40,16,1,19.70,13.3
A'Shawn Robinson,2555265,DL,CAR,NYG,1.9,1.37,,0.18,,,,,,,,,,0.06,0.12,,,4.15,44,2,17.70,13.55
Calijah Kancey,2570356,DL,TB,SF,1.17,0.45,0.31,0.5,,0.06,0.06,,,,,,,,0.17,,,3.75,53,3,16.50,12.75
Payton Turner,2566355,DL,NO,ATL,,,,,,,,,,,,,,,,,,0.00,463,4,14.70,14.7
Kobie Turner,2569954,DL,LAR,MIA,1.75,1.03,0.48,0.6,,0.06,,,,,,,,0.18,1.15,,,6.34,17,5,14.60,8.26
Dante Fowler Jr.,2553431,DL,WAS,PIT,1.07,0.65,0.3,0.3,,0.12,,,,,,,,,,,,3.47,64,6,13.70,10.23
Alim McNeill,2566061,DL,DET,@HOU,1.59,1.4,0.34,0.49,,0.06,,,,,,,,0.06,0.85,,,5.43,24,7,13.60,8.17
Jeremiah Pharms,2569505,DL,NE,@CHI,0.25,0.13,0.19,0.13,,,0.13,,,,,,,,,,,1.16,111,8,13.60,12.44
Cameron Heyward,2508109,DL,PIT,@WAS,1.85,1.25,0.42,0.48,,0.06,0.06,,,,,,,0.12,0.72,,,6.02,18,9,13.50,7.48
Keion White,2570107,DL,NE,@CHI,1.15,1.15,0.21,0.26,,,,,,,,,,0.26,0.42,,,4.09,45,10,12.70,8.61
Calais Campbell,744,DL,MIA,@LAR,1.78,1.19,0.3,0.36,,0.12,0.06,,,,,,,,0.42,,,5.21,27,11,12.60,7.39
Greg Rousseau,2565875,DL,BUF,@IND,1.85,0.81,0.52,0.69,,0.06,0.06,,,,,,,0.23,1.15,,,6.76,9,12,12.60,5.84
Joshua Paschal,2567559,DL,DET,@HOU,0.17,0.12,0.09,0.06,,,,,,,,,,,0.12,,,0.66,135,13,12.10,11.44
Deatrich Wise,2558000,DL,NE,@CHI,1.62,1.41,0.24,0.21,,0.05,,,,,,,,0.1,0.42,,,4.71,35,14,12.00,7.29
Grover Stewart,2558766,DL,IND,BUF,2.16,0.87,0.15,0.47,,,,,,,,,,0.06,0.41,,,5.12,30,15,10.90,5.78
Zach Allen,2562219,DL,DEN,@KC,1.69,1.36,0.38,1.2,,0.05,,,,,,,,0.11,1.2,,,6.96,7,16,10.80,3.84
Jalen Carter,2570203,DL,PHI,@DAL,1.47,0.68,0.42,0.62,,0.11,0.06,,,,,,,,0.68,,,5.17,29,17,10.20,5.03
Sheldon Day,2555241,DL,WAS,PIT,,,,,,,,,,,,,,,,,,0.00,224,18,9.90,9.9
Chase Young,2565294,DL,NO,ATL,0.75,0.43,0.27,0.32,,,,,,,,,,0.11,0.53,,,2.94,74,19,9.50,6.56
Zach Sieler,2561129,DL,MIA,@LAR,1.9,1.78,0.3,0.47,,0.06,0.06,,,,,,,0.24,0.83,,,6.51,15,20,9.30,2.79
Nick Bosa,2562629,DL,SF,@TB,1.88,0.94,0.88,1,,0.12,,,,,,,,0.12,2.17,,,8.45,2,21,9.10,0.65
Bryce Huff,2565510,DL,PHI,@DAL,1.26,0.69,0.46,0.52,,,,,,,,,,0.06,0.98,,,4.64,38,22,9.00,4.36
Xavier Thomas,2572435,DL,ARI,NYJ,0.11,0.11,0.06,,,,,,,,0.06,,,,,,,0.59,142,23,9.00,8.41
David Onyemata,2556274,DL,ATL,@NO,1.39,1.27,0.3,0.3,,,,,,,,,,0.12,0.9,,,4.65,37,24,8.60,3.95
Pat O'Connor,2558863,DL,DET,@HOU,,,,,,,,,,,,,,,,,,0.00,377,25,8.50,8.5
Kwity Paye,2565612,DL,IND,BUF,1.96,0.77,0.33,0.48,,0.06,0.12,,,,,,,,0.71,,,5.47,23,26,8.50,3.03
Travon Walker,2567778,DL,JAX,MIN,,,,,,,,,,,,,,,,,,0.00,472,27,8.20,8.2
DeForest Buckner,2555275,DL,IND,BUF,2.36,1.36,0.42,0.52,,0.1,0.05,,,,,,,0.16,1.1,,,7.33,4,28,8.00,0.67
Milton Williams,2566418,DL,PHI,@DAL,1.13,1.02,0.14,0.23,,,,,,,,,,0.11,0.34,,,3.38,66,29,8.00,4.62
DaVon Hamilton,2564190,DL,JAX,MIN,0.99,0.87,0.12,,,,,,,,0.06,,,,,,,2.49,83,30,7.80,5.31
Jeffery Simmons,2562733,DL,TEN,@LAC,1.89,0.92,0.38,0.49,,0.05,,,,,,,,0.11,0.76,,,5.71,20,31,7.80,2.09
Da'Shawn Hand,2561004,DL,MIA,@LAR,1.3,0.93,0.22,0.31,,,,,,,0.06,,,,,,,3.65,59,32,7.70,4.05
John Franklin-Myers,2560731,DL,DEN,@KC,0.87,1.09,0.24,0.27,,,,,,,,,,0.11,0.87,,,3.55,61,33,7.60,4.05
Cameron Jordan,2495184,DL,NO,ATL,1.43,1.38,0.25,0.33,,0.06,,,,,,,,0.11,0.55,,,4.73,34,34,7.60,2.87
Jacob Martin,2561092,DL,CHI,NE,,,,,,,,,,,,,,,,,,0.00,345,35,7.50,7.5
Danielle Hunter,2552603,DL,HOU,DET,3.35,1.16,0.67,0.91,,0.12,,,,,,,,0.12,1.28,,,9.79,1,36,7.40,-2.39
Maliek Collins,2555400,DL,SF,@TB,1.25,1,0.31,0.44,,,,,,,,,,0.06,0.81,,,4.31,43,37,7.00,2.69
Poona Ford,2561195,DL,LAC,TEN,1.34,0.76,0.12,0.17,,,,,,,,,,0.06,0.35,,,3.29,69,38,7.00,3.71
A.J. Epenesa,2563605,DL,BUF,@IND,0.99,0.74,0.52,0.49,0.06,0.06,0.06,,,,,,,0.37,0.62,,,5.42,26,39,6.70,1.28
Bobby Brown III,2566199,DL,LAR,MIA,1.56,1.26,0.09,0.3,,,,,,,,,,,0.12,,,3.79,50,40,6.60,2.81
B.J. Hill,2560740,DL,CIN,@BAL,1.6,1.43,0.3,0.22,,,0.06,,,,,,,0.22,0.77,,,5.18,28,41,6.60,1.42
Gervon Dexter Sr.,2569621,DL,CHI,NE,0.99,0.68,0.25,0.06,,,0.06,,,,,,,,,,,2.54,81,42,6.20,3.66
Austin Johnson,2556368,DL,BUF,@IND,0.06,0.06,0.06,,,0.06,,,,,,,,,0.06,,,0.49,148,43,6.13,5.64
Mazi Smith,2569687,DL,DAL,PHI,0.12,0.24,0.06,0.06,,0.06,,,,,,,,,0.18,,,0.83,122,44,5.70,4.87
Shy Tuttle,2563242,DL,CAR,NYG,1.14,1.14,0.03,0.06,,,,,,,,,,0.28,0.11,,,3.30,68,45,5.70,2.4
Jeremiah Ledbetter,2558124,DL,JAX,MIN,,,,,,,,,,,,,,,,,,0.00,327,46,5.60,5.6
Greg Gaines,2562391,DL,TB,SF,0.78,1.07,0.15,0.1,,,0.05,,,,,,,,0.29,,,2.46,84,47,5.50,3.04
James Houston,2567544,DL,DET,@HOU,1.16,0.47,,,,,,,,,,,,,0.23,,,2.14,96,48,5.50,3.36
Quinton Jefferson,2555358,DL,BUF,@IND,,,,,,,,,,,,,,,,,,0.00,294,49,5.50,5.5
Dexter Lawrence,2562301,DL,NYG,@CAR,1.99,1.31,0.65,0.34,,0.06,,,,,,,,0.11,1.25,,,6.69,12,50,5.30,-1.39
Tommy Togiai,2565989,DL,HOU,DET,,,,,,,,,,,,,,,,,,0.00,455,51,5.20,5.2
Trey Hendrickson,2557943,DL,CIN,@BAL,1.43,0.66,0.72,0.72,,0.17,,,,,,,,,,,,5.66,21,52,5.10,-0.56
Larry Ogunjobi,2557836,DL,PIT,@WAS,1.68,0.78,0.22,0.22,,,,,,,,,,,0.5,,,4.01,46,53,5.10,1.09
Carlos Watkins,2557877,DL,DAL,PHI,0.55,0.36,,,,,,,,,,,,,,,,1.04,115,54,5.10,4.06
Arik Armstead,2552493,DL,JAX,MIN,1.1,0.93,0.35,0.29,,,,,,,,,,,0.81,,,3.75,52,55,5.00,1.25
Morgan Fox,2556529,DL,LAC,TEN,0.72,0.24,0.3,0.24,,,,,,,,,,,,,,2.18,94,56,5.00,2.82
Carl Granderson,2562273,DL,NO,ATL,1.93,1.21,0.39,0.55,,0.06,0.06,,,,,,,,0.77,,,5.88,19,57,5.00,-0.88
Daron Payne,2560834,DL,WAS,PIT,1.88,1.37,0.29,0.8,,0.06,0.06,,,,,,,0.23,0.86,,,6.70,11,58,4.80,-1.9
Felix Anudike-Uzomah,2569930,DL,KC,DEN,0.65,0.6,0.16,0.22,,0.11,,,,,,,,,,,,2.37,89,59,4.50,2.13
Chauncey Golston,2566007,DL,DAL,PHI,0.56,0.66,0.13,0.1,,0.05,0.05,,0.05,,0.05,,,,0.15,,0.05,2.76,77,60,4.50,1.74
Jaylen Harrell,2572066,DL,TEN,@LAC,0.65,0.49,,0.11,,,,,,,,,,,0.05,,,1.46,103,61,4.50,3.04
Denico Autry,2550646,DL,HOU,DET,2.1,0.57,0.48,0.51,,0.13,,,,,,,,0.19,1.15,,,6.72,10,62,4.20,-2.52
Quinnen Williams,2562599,DL,NYJ,@ARI,1.92,1.4,0.47,0.64,,0.06,0.06,,,,,,,0.17,1.11,,,6.87,8,63,4.20,-2.67
Keeanu Benton,2570260,DL,PIT,@WAS,1.35,1.11,0.29,0.23,,0.12,,,,,,,,0.18,0.64,,,4.81,33,64,4.00,-0.81
Leonard Floyd,2555285,DL,SF,@TB,1.97,0.8,0.58,0.61,,0.06,0.06,,,,,,,0.06,1.23,,,6.55,13,65,4.00,-2.55
Jalyx Hunt,2572378,DL,PHI,@DAL,1.26,0.46,,0.11,,,,,,,,,,,0.11,,,2.39,88,66,4.00,1.61
Rakeem Nunez-Roches,2552674,DL,NYG,@CAR,0.94,0.66,0.06,0.11,,,,,,,,,,0.06,0.06,,,2.27,90,67,3.80,1.53
Khalen Saunders,2562723,DL,NO,ATL,1.6,0.55,0.06,0.06,,,,,,,,,,0.06,0.11,,,3.15,71,68,3.80,0.65
Evan Anderson,2573524,DL,SF,@TB,,,,,,,,,,,,,,,,,,0.00,164,69,3.60,3.6
Brandon Graham,496788,DL,PHI,@DAL,1.26,0.46,,0.11,,,,,,,,,,,0.11,,,2.39,87,70,3.60,1.21
D.J. Jones,2558265,DL,DEN,@KC,1.44,0.67,0.11,0.22,,0.06,0.06,,,,,,,0.17,0.22,,,3.92,48,71,3.60,-0.32
Sebastian Joseph-Day,2561079,DL,TEN,@LAC,1.35,1.62,0.19,0.05,,0.05,0.05,,,,0.05,,,,0.22,,,3.99,47,72,3.60,-0.39
Khalid Kareem,2563734,DL,ATL,@NO,,,,,,,,,,,,,,,,,,0.00,312,73,3.60,3.6
Phidarian Mathis,2568339,DL,WAS,PIT,0.22,0.28,0.06,0.11,,,,,,,,,,,0.11,,,0.84,121,74,3.60,2.76
John Ridgeway,2567502,DL,NO,ATL,0.22,0.28,0.06,0.06,,,,,,,,,,,0.06,,,0.74,127,75,3.60,2.86
Jordan Phillips,2552492,DL,BUF,@IND,,,,,,,,,,,,,,,,,,0.00,398,76,3.50,3.5
Laiatu Latu,2572123,DL,IND,BUF,1.08,0.62,0.4,0.45,,0.06,,,,,,,,,,,,3.68,57,77,3.30,-0.38
Jer'Zhan Newton,2572579,DL,WAS,PIT,0.78,0.5,0.17,0.28,,0.06,,,,,,,,,0.11,,,2.50,82,78,3.20,0.7
Joseph Ossai,2565956,DL,CIN,@BAL,,,,,,,,,,,,,,,,,,0.00,386,79,3.20,3.2
Nathan Shepherd,2560873,DL,NO,ATL,1.32,1.09,0.17,0.23,,,,,,,,,,,0.4,,,3.52,63,80,3.10,-0.42
Tyler Davis,2572192,DL,LAR,MIA,0.23,0.18,0.06,,,,,,,,0.06,,,,,,,0.81,124,81,3.00,2.19
Jordan Elliott,2563779,DL,SF,@TB,0.18,0.12,0.09,0.06,,,,,,,,,,,,,,0.61,139,82,3.00,2.39
Jalyn Holmes,2560744,DL,WAS,PIT,0.17,0.11,0.06,0.06,,,,,,,,,,,0.11,,,0.59,141,83,3.00,2.41
Jerry Hughes,496796,DL,HOU,DET,0.57,0.19,0.05,,,,,,,,,,,,,,,1.07,113,84,3.00,1.93
Grady Jarrett,2552327,DL,ATL,@NO,1.06,1.3,0.21,0.35,,,,,,,,,,0.24,0.89,,,4.36,42,85,3.00,-1.36
Sam Okuayinonu,2568831,DL,SF,@TB,,,,,,,,,,,,,,,,,,0.00,382,86,3.00,3.0
Jaquelin Roy,2570080,DL,NE,@CHI,,,,,,,,,,,,,,,,,,0.00,423,87,3.00,3.0
Josh Tupou,2559003,DL,BAL,CIN,,,,,,,,,,,,,,,,,,0.00,461,88,3.00,3.0
Jonah Williams,2564403,DL,LAR,MIA,0.24,0.12,0.06,,,0.06,,,,,0.06,,,,,,,1.00,117,89,3.00,2.0
Clelin Ferrell,2562263,DL,WAS,PIT,0.89,0.55,0.14,0.22,,,0.06,,,,,,,,0.11,,,2.39,86,90,2.70,0.31
Javon Kinlaw,2565117,DL,NYJ,@ARI,0.95,0.35,0.21,0.24,,,0.06,,,,,,,,0.35,,,2.65,78,91,2.70,0.05
T'Vondre Sweat,2572075,DL,TEN,@LAC,1.03,0.81,0.05,0.16,,,,,,,,,,0.05,0.16,,,2.58,80,92,2.70,0.12
Osa Odighizuwa,2566016,DL,DAL,PHI,1.53,1.04,0.27,0.49,,,,,,,,,,,0.77,,,4.58,39,93,2.60,-1.98
Tim Settle,2560871,DL,HOU,DET,0.24,0.18,0.06,0.06,,,0.06,,,,,,,,0.24,,,0.86,119,94,2.60,1.74
Harrison Phillips,2560840,DL,MIN,@JAX,1.65,1.82,0.14,0.17,,,0.06,,,,,,,0.06,0.34,,,4.48,40,95,2.20,-2.28
Austin Booker,2571904,DL,CHI,NE,0.23,0.18,0.12,0.18,,0.06,0.06,,,,0.06,,,,0.23,,,1.59,102,96,2.10,0.51
Michael Danna,2564262,DL,KC,DEN,2.7,0.54,0.3,0.12,,0.06,0.06,,,,,,,,,,,5.42,25,97,2.10,-3.32
Foley Fatukasi,2560722,DL,HOU,DET,1.24,0.89,0.06,0.12,,0.06,0.06,,,,0.06,,,,0.24,,,3.32,67,98,2.10,-1.22
Eddie Goldman,2552489,DL,ATL,@NO,,,,,,,,,,,,,,,,,,0.00,253,99,2.10,2.1
Jordan Jackson,2567970,DL,DEN,@KC,,,,,,,,,,,,,,,,,,0.00,287,100,2.10,2.1
Jordan Jefferson,2572141,DL,JAX,MIN,,,,,,,,,,,,,,,,,,0.00,293,101,2.10,2.1
Carl Lawson,2557901,DL,DAL,PHI,0.94,0.73,0.16,0.21,,0.1,,,,,,,,,,,,2.83,75,102,2.10,-0.73
