PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Chris Boswell,2550545,K,PIT,GB,1,,,,,1,3,,,,1,20.00
Chase McLaughlin,2563203,K,TB,@NO,2,,,,,,3,,,,2,17.00
Cameron Dicker,2568435,K,LAC,MIN,4,,,,1,2,,,,,3,15.50
Ka'imi Fairbairn,2556521,K,HOU,SF,2,,,,4,,,,,,4,14.00
Andy Borregales,2574365,K,NE,CLE,3,,,,2,1,,,,,5,13.00
Tyler Loop,2573940,K,BAL,CHI,3,,,1,1,1,,,,,6,13.00
Nick Folk,2507225,K,NYJ,@CIN,2,,,2,,1,,,,,7,12.00
Cairo Santos,2550636,K,CHI,@BAL,1,,,,2,1,,,,,8,11.00
Riley Patterson,2567013,K,MIA,@ATL,4,,,,2,,,,,,9,10.00
Mike Badgley,2560965,K,IND,TEN,5,,,,,1,,,,,10,9.00
Jake Elliott,2558172,K,PHI,NYG,5,,,,,1,,,,,11,9.00
Graham Gano,71309,K,NYG,@PHI,2,,,,1,1,,,,,12,9.00
Wil Lutz,2556601,K,DEN,DAL,5,,,,,1,,,,,13,9.00
Matt Prater,2506677,K,BUF,@CAR,4,1,,,,2,,,,,14,9.00
Brandon McManus,2541556,K,GB,@PIT,3,,,2,,,,,,,15,8.00
Evan McPherson,2565953,K,CIN,NYJ,5,,,1,,,,,,,16,8.00
Brandon Aubrey,2571750,K,DAL,@DEN,3,,,1,,,,,,,17,6.00
Will Reichard,2572273,K,MIN,@LAC,1,,,,,,1,,,,18,6.00
John Parker Romo,2569101,K,ATL,MIA,1,,,,,1,,,,,19,5.00
Harrison Butker,2558245,K,KC,WAS,4,,,,,,,,,,20,4.00
Blake Grupe,2571234,K,NO,TB,,,,,,1,,,,,21,4.00
Joey Slye,2563132,K,TEN,@IND,2,,,,,,,,,,22,2.00
Eddy Pineiro,2560842,K,SF,@HOU,1,,,,,,,,,,23,1.00
Matthew Wright,2562968,K,FA,Bye,1,,,,,,,,,,24,1.00
Tyler Bass,2563596,K,BUF,@CAR,,,,,,,,,,,25,0.00
Jake Bates,2571759,K,DET,Bye,,,,,,,,,,,26,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,27,0.00
Daniel Carlson,2560993,K,LV,Bye,,,,,,,,,,,28,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,29,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,30,0.00
Ryan Fitzgerald,2573979,K,CAR,BUF,,1,,,,1,,,,1,31,0.00
Matt Gay,2562271,K,WAS,@KC,,,,,,,,,,,32,0.00
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,33,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,34,0.00
Lucas Havrisik,2569534,K,GB,@PIT,,,,,,,,,,,35,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,36,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,37,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,38,0.00
Joshua Karty,2572201,K,LAR,Bye,,,,,,,,,,,39,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,40,0.00
Younghoe Koo,2559205,K,NYG,@PHI,,,,,,,,,,,41,0.00
Lenny Krieg,2573911,K,ATL,MIA,,,,,,,,,,,42,0.00
Cam Little,2572147,K,JAX,Bye,,,,,,,,,,,43,0.00
Jude McAtamney,2573503,K,NYG,@PHI,,,,,,,,,,,44,0.00
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,45,0.00
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,46,0.00
Jake Moody,2570308,K,CHI,@BAL,,,,,,,,,,,47,0.00
Jason Myers,2553112,K,SEA,Bye,,,,,,,,,,,48,0.00
Chad Ryland,2570125,K,ARI,Bye,,,,,,,,,,,49,0.00
Jason Sanders,2561153,K,MIA,@ATL,,,,,,,,,,,50,0.00
Ben Sauls,2574499,K,ATL,MIA,,,,,,,,,,,51,0.00
Spencer Shrader,2573175,K,IND,TEN,,,,,,,,,,,52,0.00
Charlie Smyth,2572330,K,NO,TB,,,,,,,,,,,53,0.00
Andre Szmyt,2570470,K,CLE,@NE,1,,,,,,,,,,54,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,55,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,56,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,57,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,58,0.00
