PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Patrick Mahomes,2558125,QB,KC,@PHI,278,1,5,26,,,,,,,,22.25,1,31.72,22.25,9.47
Sam Darnold,2561036,QB,CAR,@DAL,301,2,2,35,,,,,,,,16.78,2,31.54,16.78,14.76
Matt Ryan,310,QB,ATL,WAS,283,,4,17,,,,,,,,17.76,3,29.02,17.76,11.26
Dak Prescott,2555260,QB,DAL,CAR,188,,4,35,,,,,,,,20.55,4,28.02,20.55,7.47
Taylor Heinicke,2553656,QB,WAS,@ATL,290,,3,43,,,,,,,,18.67,5,27.90,18.67,9.23
Daniel Jones,2562299,QB,NYG,@NO,402,1,2,27,,,,,,1,,16.58,6,26.78,16.58,10.2
Jalen Hurts,2564832,QB,PHI,KC,387,,2,47,,,,,,,1,19.78,7,26.18,19.78,6.4
Aaron Rodgers,2506363,QB,GB,PIT,248,,2,2,,,,,,,,20.45,8,24.12,20.45,3.67
Kyler Murray,2562382,QB,ARI,@LA,268,,2,39,,,,,,,,20.30,9,22.62,20.3,2.32
Joe Burrow,2563722,QB,CIN,JAX,348,,2,4,,,,,,,,17.58,10,22.32,17.58,4.74
Russell Wilson,2532975,QB,SEA,@SF,149,,2,26,,,,,,,1,,11,21.56,,
Justin Herbert,2565045,QB,LAC,LV,222,,3,4,,,,,,,,20.08,12,21.28,20.08,1.2
Josh Allen,2560955,QB,BUF,HOU,248,1,2,41,,,,,,,1,24.97,13,20.65,24.97,-4.32
Trey Lance,2566532,QB,SF,SEA,157,,2,41,,,,,,1,,1.62,14,20.38,1.62,18.76
Ryan Tannehill,2532956,QB,TEN,@NYJ,298,,1,9,,,,,,1,,18.58,15,19.82,18.58,1.24
Lamar Jackson,2560757,QB,BAL,@DEN,316,,1,28,,,,,,,,18.85,16,19.44,18.85,0.59
Matthew Stafford,79860,QB,LA,ARI,280,1,2,21,,,,,,,,19.31,17,19.30,19.31,-0.01
Carson Wentz,2555259,QB,IND,@MIA,228,,2,8,,,,,,,,15.08,18,17.92,15.08,2.84
Trevor Lawrence,2566163,QB,JAX,@CIN,204,,,36,,,,,,,,14.01,19,17.76,14.01,3.75
Mac Jones,2566334,QB,NE,TB,275,1,2,-1,,,,,,,,15.37,20,16.90,15.37,1.53
Taysom Hill,2558954,QB,NO,NYG,9,1,,28,2,26,,,,,,0.78,21,16.76,0.78,15.98
Zach Wilson,2566391,QB,NYJ,TEN,297,1,2,-2,,,,,,,1,13.49,22,16.68,13.49,3.19
Jared Goff,2555334,QB,DET,@CHI,299,,2,8,,,,,,,3,17.52,23,15.69,17.52,-1.83
Jacoby Brissett,2555261,QB,MIA,IND,199,,2,8,,,,,,,2,17.62,24,13.76,17.62,-3.86
Jameis Winston,2552033,QB,NO,NYG,226,,1,,,,,,,,,,25,13.04,,
Derek Carr,2543499,QB,LV,@LAC,196,1,2,6,,,,,,,1,19.36,26,12.44,19.36,-6.92
Tom Brady,2504211,QB,TB,@NE,269,,,3,,,,,,,,19.73,27,11.06,19.73,-8.67
Kirk Cousins,2532820,QB,MIN,CLE,203,1,1,,,,,,,,,20.20,28,10.12,20.2,-10.08
Baker Mayfield,2560800,QB,CLE,@MIN,155,,,11,,,,,,1,,18.47,29,9.30,18.47,-9.17
Ben Roethlisberger,2506109,QB,PIT,@GB,232,1,1,,,,,,,,1,17.19,30,9.28,17.19,-7.91
Jimmy Garoppolo,2543801,QB,SF,SEA,165,1,1,,,,,,,,,17.47,31,8.60,17.47,-8.87
Mitchell Trubisky,2558008,QB,BUF,HOU,8,,,10,,,,,,,,0.66,32,7.32,0.66,6.66
Teddy Bridgewater,2543465,QB,DEN,BAL,65,,1,2,,,,,,,,18.02,33,6.80,18.02,-11.22
Justin Fields,2565920,QB,CHI,DET,209,1,,9,,,,,,,1,16.41,34,6.26,16.41,-10.15
Drew Lock,2562305,QB,DEN,BAL,113,1,,,,,,,,,,0.96,35,2.52,0.96,1.56
Feleipe Franks,2566683,QB,ATL,WAS,,,,3,,,,,,,,1.31,36,0.30,1.31,-1.01
Brandon Allen,2555365,QB,CIN,JAX,,,,,,,,,,,,0.85,37,0.00,0.85,-0.85
Kyle Allen,2561177,QB,WAS,@ATL,,,,,,,,,,,,0.98,38,0.00,0.98,-0.98
Kenji Bahar,2566608,QB,FA,Bye,,,,,,,,,,,,,39,0.00,,
Matt Barkley,2539308,QB,TEN,@NYJ,,,,,,,,,,,,0.00,40,0.00,0.0,0.0
C.J. Beathard,2557922,QB,JAX,@CIN,,,,,,,,,,,,0.94,41,0.00,0.94,-0.94
David Blough,2563043,QB,DET,@CHI,,,,,,,,,,,,0.40,42,0.00,0.4,-0.4
Ian Book,2566352,QB,NO,NYG,,,,,,,,,,,,0.00,43,0.00,0.0,0.0
Blake Bortles,2543477,QB,GB,PIT,,,,,,,,,,,,0.00,44,0.00,0.0,0.0
Tim Boyle,2561187,QB,DET,@CHI,,,,,,,,,,,,,45,0.00,,
Drew Brees,2504775,QB,FA,Bye,,,,,,,,,,,,,46,0.00,,
Jake Browning,2562634,QB,CIN,JAX,,,,,,,,,,,,0.00,47,0.00,0.0,0.0
Shane Buechele,2566983,QB,KC,@PHI,,,,,,,,,,,,0.00,48,0.00,0.0,0.0
Andy Dalton,2495143,QB,CHI,DET,,,,,,,,,,,,0.00,49,0.00,0.0,0.0
Chase Daniel,81284,QB,LAC,LV,,,,,,,,,,,,0.64,50,0.00,0.64,-0.64
Ben DiNucci,2563839,QB,DAL,CAR,,,,,,,,,,,,0.00,51,0.00,0.0,0.0
Joshua Dobbs,2558167,QB,PIT,@GB,,,,,,,,,,,,,52,0.00,,
Jeff Driskel,2555262,QB,HOU,@BUF,,,,,,,,,,,,0.61,53,0.00,0.61,-0.61
Jacob Eason,2564115,QB,SEA,@SF,,,,,,,,,,,,0.00,54,0.00,0.0,0.0
Sam Ehlinger,2566142,QB,IND,@MIA,,,,,,,,,,,,0.00,55,0.00,0.0,0.0
Danny Etling,2560717,QB,FA,Bye,,,,,,,,,,,,,56,0.00,,
Ryan Finley,2562651,QB,FA,Bye,,,,,,,,,,,,,57,0.00,,
Ryan Fitzpatrick,2506581,QB,WAS,@ATL,,,,,,,,,,,,,58,0.00,,
Joe Flacco,382,QB,NYJ,TEN,,,,,,,,,,,,0.71,59,0.00,0.71,-0.71
Nick Foles,2532842,QB,CHI,DET,,,,,,,,,,,,0.95,60,0.00,0.95,-0.95
Jake Fromm,2563608,QB,BUF,HOU,,,,,,,,,,,,,61,0.00,,
Blaine Gabbert,2495441,QB,TB,@NE,,,,,,,,,,,,0.56,62,0.00,0.56,-0.56
Garrett Gilbert,2549982,QB,NE,TB,,,,,,,,,,,,0.00,63,0.00,0.0,0.0
Mike Glennon,2539275,QB,NYG,@NO,,,,,,,,,,,,0.40,64,0.00,0.4,-0.4
Anthony Gordon,2565153,QB,FA,Bye,,,,,,,,,,,,,65,0.00,,
Will Grier,2562404,QB,DAL,CAR,,,,,,,,,,,,0.00,66,0.00,0.0,0.0
Ryan Griffin,2541185,QB,TB,@NE,,,,,,,,,,,,0.00,67,0.00,0.0,0.0
