PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jamien Sherwood,2565762,LB,NYJ,MIA,6,9,,1,,,,,,,,,,2,,,,1,20.90
Devin White,2562781,LB,LV,DEN,10,9,,,,,,,,,,,,,,,,2,20.40
Jack Campbell,2569741,LB,DET,DAL,6,6,1,1,,1,,,,,,,,,1,,,3,20.10
Jalyx Hunt,2572378,LB,PHI,@LAC,4,4,2.5,1,,1,,,,,,,,,3,,,4,19.90
Devin Bush,2562243,LB,CLE,TEN,3,6,,,1,,,,,,,,,2,,44,,5,18.07
Alex Highsmith,2564982,LB,PIT,@BAL,7,,1,3,,,,,,,,,,,2,,,6,18.00
Bobby Wagner,2532966,LB,WAS,@MIN,6,10,1,,,,,,,,,,,,1,,,7,17.50
Nick Bolton,2566175,LB,KC,HOU,6,6,,2,,,,,,,,,,,1,,,8,16.10
Carson Schwesinger,2574064,LB,CLE,TEN,6,7,,,,,,,,,,,,1,,,,9,15.70
Alex Anzalone,2558163,LB,DET,DAL,4,3,,,,,,,,,,,,3,,,,10,15.30
Nakobe Dean,2568072,LB,PHI,@LAC,3,4,1,1,,1,,,,,,,,,2,,,11,14.90
Cedric Gray,2572063,LB,TEN,@CLE,7,3,,,,,1,,,,,,,,1,,19,12,14.43
Owen Pappoe,2570227,LB,ARI,LAR,6,4,,,,,,,,,,,,1,,,,13,13.90
Josh Hines-Allen,2562619,LB,JAX,IND,2,3,1,1,,,,,,,1,,,,2,,,14,13.30
Andrew Van Ginkel,2562768,LB,MIN,WAS,1,3,,,1,,,,,,,,,2,,40,,15,13.13
Devin Lloyd,2567751,LB,JAX,IND,1,7,,,1,,,,,,,,,1,2,6,,16,12.90
Foye Oluokun,2561132,LB,JAX,IND,4,3,,,,,,,,,,,,2,,,,17,12.80
Tyrel Dodson,2562560,LB,MIA,@NYJ,2,1,,2,1,,,,,,,,,1,,,,18,12.60
Daiyan Henley,2570281,LB,LAC,PHI,6,1,,,,,,,,,,,,1,1,,,19,12.60
Nik Bonitto,2567517,LB,DEN,@LV,3,,2,2,,,,,,,,,,,2,,,20,12.50
Cody Barton,2562472,LB,TEN,@CLE,1,4,,,,,,,,,,,,3,,,,21,11.40
Derrick Barnes,2566055,LB,DET,DAL,2,,,1,1,,,,,,,,,1,,23,,22,11.27
Edgerrin Cooper,2572030,LB,GB,CHI,5,6,,,,,,,,,,,,,,,,23,11.10
Ernest Jones,2566229,LB,SEA,@ATL,5,6,,,,,,,,,,,,,,,,24,11.10
Roquan Smith,2560877,LB,BAL,PIT,4,6,,1,,,,,,,,,,,,,,25,11.10
Drue Tranquill,2562765,LB,KC,HOU,4,6,,1,,,,,,,,,,,,,,26,11.10
Nate Landman,2568519,LB,LAR,@ARI,1,1,,,1,,,,,,,,,2,,,,27,10.60
Omar Speights,2573743,LB,LAR,@ARI,5,1,,,,,,,,,,,,1,,,,28,10.60
Willie Gay Jr.,2564280,LB,MIA,@NYJ,2,1,1,1,,,,,,,,,,1,1,,,29,10.10
Quincy Williams,2562954,LB,NYJ,MIA,2,5,1,1,,,,,,,,,,,1,,,30,10.00
Azeez Al-Shaair,2562462,LB,HOU,@KC,1,4,,,1,,,,,,,,,1,,,,31,9.90
Zack Baun,2564664,LB,PHI,@LAC,4,4,0.5,,,,,,,,,,,,1,,,32,9.90
Jaelan Phillips,2566289,LB,PHI,@LAC,2,4,,1,,,,,,,,,,1,,,,33,9.40
Eric Wilson,2559012,LB,MIN,WAS,2,4,1,1,,,,,,,,,,,1,,,34,9.40
T.J. Watt,2558064,LB,PIT,@BAL,4,2,,1,,,,,,,,,,,1,,,35,9.20
Cole Holcomb,2562872,LB,PIT,@BAL,4,5,,,,,,,,,,,,,,,,36,9.00
Chop Robinson,2572252,LB,MIA,@NYJ,1,,1,1,,1,,,,,,,,,1,,,37,9.00
Germaine Pratt,2562702,LB,IND,@JAX,2,4,,,,,1,,,,,,,1,,,1,38,8.93
