PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Brandon Aubrey,2571750,K,DAL,@DET,1,,,1,,1,3,,,,1,24.50
Cameron Dicker,2568435,K,LAC,PHI,1,,,,2,2,1,,,,2,20.00
Jake Bates,2571759,K,DET,DAL,5,,,,1,2,,,,,3,16.00
Jake Elliott,2558172,K,PHI,@LAC,1,,,,1,2,1,,,,4,16.00
Jason Myers,2553112,K,SEA,@ATL,4,,,1,1,1,,,,,5,15.50
Riley Patterson,2567013,K,MIA,@NYJ,4,,,,,1,1,,,,6,13.00
Cam Little,2572147,K,JAX,IND,4,,,,1,1,,,,,7,11.00
Zane Gonzalez,2558178,K,ATL,SEA,,,,1,1,1,,,,,8,10.00
Chris Boswell,2550545,K,PIT,@BAL,3,,,2,,,,,,,9,9.00
Chase McLaughlin,2563203,K,TB,NO,2,,,,1,1,,,,,10,9.00
Harrison Mevis,2572932,K,LAR,@ARI,6,,,1,,,,,,,11,9.00
Matt Prater,2506677,K,BUF,CIN,4,,,1,,,,,,,12,8.20
Ka'imi Fairbairn,2556521,K,HOU,@KC,2,,,1,1,,,,,,13,8.00
Will Reichard,2572273,K,MIN,WAS,4,,,,,1,,,,,14,8.00
Cairo Santos,2550636,K,CHI,@GB,1,,,,1,1,,,,,15,8.00
Joey Slye,2563132,K,TEN,@CLE,4,,,,,1,,,,,16,8.00
Blake Grupe,2571234,K,IND,@JAX,1,,,1,1,,,,,,17,7.00
Tyler Loop,2573940,K,BAL,PIT,1,1,,1,2,,,,,,18,7.00
Daniel Carlson,2560993,K,LV,DEN,2,,,,,1,,,,,19,6.00
Wil Lutz,2556601,K,DEN,@LV,3,,,1,,,,,,,20,6.00
Andre Szmyt,2570470,K,CLE,TEN,2,,,,1,,,,,,21,5.60
Chad Ryland,2570125,K,ARI,LAR,2,,,,1,,,,,,22,5.00
Charlie Smyth,2572330,K,NO,@TB,3,,,,1,,,,,,23,5.00
Nick Folk,2507225,K,NYJ,MIA,1,,,,1,,,,,,24,4.00
Brandon McManus,2541556,K,GB,CHI,4,,,,,,,,,,25,4.00
Evan McPherson,2565953,K,CIN,@BUF,4,,,,,,,,,,26,4.00
Harrison Butker,2558245,K,KC,HOU,1,,,,1,,,,,,27,3.00
Mike Badgley,2560965,K,FA,Bye,,,,,,,,,,,28,0.00
Tyler Bass,2563596,K,BUF,CIN,,,,,,,,,,,29,0.00
Andy Borregales,2574365,K,NE,Bye,,,,,,,,,,,30,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,31,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,32,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,33,0.00
Ryan Fitzgerald,2573979,K,CAR,Bye,,,,,,,,,,,34,0.00
Graham Gano,71309,K,NYG,Bye,,,,,,,,,,,35,0.00
Matt Gay,2562271,K,SF,Bye,,,,,,,,,,,36,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,37,0.00
Lucas Havrisik,2569534,K,GB,CHI,,,,,,,,,,,38,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,39,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,40,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,41,0.00
Joshua Karty,2572201,K,LAR,@ARI,,,,,,,,,,,42,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,43,0.00
Younghoe Koo,2559205,K,NYG,Bye,,,,,,,,,,,44,0.00
Lenny Krieg,2573911,K,ATL,SEA,,,,,,,,,,,45,0.00
Jude McAtamney,2573503,K,FA,Bye,,,,,,,,,,,46,0.00
Mark McNamee,2574637,K,FA,Bye,,,,,,,,,,,47,0.00
Jake Moody,2570308,K,WAS,@MIN,,,,,,,,,,,48,0.00
Eddy Pineiro,2560842,K,SF,Bye,,,,,,,,,,,49,0.00
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,50,0.00
Jason Sanders,2561153,K,MIA,@NYJ,,,,,,,,,,,51,0.00
Ben Sauls,2574499,K,NYG,Bye,,,,,,,,,,,52,0.00
Spencer Shrader,2573175,K,IND,@JAX,,,,,,,,,,,53,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,54,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,55,0.00
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,56,0.00
Cade York,2567487,K,NO,@TB,,,,,,,,,,,57,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,58,0.00
